method,source,source_label,target,target_label,rank,score
bm25_label,TG:P0232:n1,thermal diffusion,TG:P0110:n3,thermal noise,10,4.556928593486339
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0232:n1,thermal diffusion,1,9.638926356801413
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0134:n3,thermal diffusion potential (TDP),2,7.697195319572373
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0046:n6,ion diffusion,3,5.081997763315074
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0053:n2,ion diffusion,4,5.081997763315074
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0224:n2,diffusion coefficient,5,5.081997763315074
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0043:n4,thermal current,6,4.556928593486339
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0067:n2,thermal barrier,7,4.556928593486339
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0067:n3,thermal conductivity,8,4.556928593486339
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0088:n3,thermal resistances,9,4.556928593486339
bm25_label,TG:P0247:n2,thermal diffusion,TG:P0110:n3,thermal noise,10,4.556928593486339
bm25_label,TG:P0261:n5,ion transport,TG:P0006:n3,ion-transport highway,1,7.999463103853815
bm25_label,TG:P0261:n5,ion transport,TG:P0172:n5,redox ion transport,2,7.999463103853815
bm25_label,TG:P0261:n5,ion transport,TG:P0198:n3,synergistic ion transport effect,3,7.193729912471911
bm25_label,TG:P0261:n5,ion transport,TG:P0199:n1,aligned ion transport pathways,4,7.193729912471911
bm25_label,TG:P0261:n5,ion transport,TG:P0161:n3,ion transport and concentration equilibrium,5,6.535456460527216
bm25_label,TG:P0261:n5,ion transport,TG:P0189:n3,ion transport flux and overpotentials,6,6.535456460527216
bm25_label,TG:P0261:n5,ion transport,TG:P0249:n3,ion transport can be unipolar,7,6.535456460527216
bm25_label,TG:P0261:n5,ion transport,TG:P0086:n3,mass transport,8,4.821512961163631
bm25_label,TG:P0261:n5,ion transport,TG:P0127:n5,Mass transport,9,4.821512961163631
bm25_label,TG:P0261:n5,ion transport,TG:P0275:n3,transport processes,10,4.821512961163631
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0082:n2,interfacial resistance gating,1,10.51653943405541
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0198:n1,interfacial evaporation,2,6.3352464203039265
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0083:n2,interfacial charge transfer,3,5.625667609515872
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0095:n3,ohmic resistance,4,5.507769098580978
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0107:n2,electron transfer resistance,5,4.890871824539539
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0139:n8,resistance of thermocells,6,4.890871824539539
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0252:n2,mass transfer resistance,7,4.890871824539539
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0330:n2,low-resistance electrolyte,8,4.890871824539539
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0169:n4,interface charge transfer resistance,9,4.398246542984381
bm25_label,TG:P0279:n2,interfacial resistance,TG:P0251:n3,interfacial free energy with water molecules,10,4.210782465582434
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0207:n2,electrical conductivity,1,10.476413124660848
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0014:n4,ionic conductivity,2,10.083943661832956
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0146:n4,ionic conductivity,3,10.083943661832956
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0150:n2,ionic conductivity,4,10.083943661832956
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0285:n4,ionic conductivity,5,10.083943661832956
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0288:n1,superior ionic conductivity,6,8.95449229137247
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0096:n3,decoupling of thermopower and ionic conductivity,7,6.702390142091789
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0067:n3,thermal conductivity,8,5.319958703304532
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0165:n3,high conductivity,9,5.319958703304532
bm25_label,TG:P0297:n2,ionic electrical conductivity,TG:P0229:n2,thermal conductivity,10,5.319958703304532
bm25_label,TG:P0316:n2,short-circuit current,TG:P0229:n4,short circuit current,1,15.147334482074964
bm25_label,TG:P0316:n2,short-circuit current,TG:P0025:n4,short-circuit current density,2,13.621643320715439
bm25_label,TG:P0316:n2,short-circuit current,TG:P0194:n3,sustainable short-circuit-current density,3,12.375173647960434
bm25_label,TG:P0316:n2,short-circuit current,TG:P0325:n2,Seebeck voltages and short-circuit currents,4,8.242894104383835
bm25_label,TG:P0316:n2,short-circuit current,TG:P0094:n5,current,5,5.3282972035872405
bm25_label,TG:P0316:n2,short-circuit current,TG:P0175:n3,current,6,5.3282972035872405
bm25_label,TG:P0316:n2,short-circuit current,TG:P0051:n4,open-circuit voltage,7,5.199247532688462
bm25_label,TG:P0316:n2,short-circuit current,TG:P0117:n2,open-circuit voltage,8,5.199247532688462
bm25_label,TG:P0316:n2,short-circuit current,TG:P0225:n2,open circuit voltage,9,5.199247532688462
bm25_label,TG:P0316:n2,short-circuit current,TG:P0011:n3,current density,10,4.656226428049168
bm25_label,TG:P0326:n2,corrosion,TG:P0327:n2,corrosion,1,6.55522115260485
bm25_label,TG:P0326:n2,corrosion,TG:P0124:n1,Thermogalvanic corrosion,2,5.728395546689193
bm25_label,TG:P0326:n2,corrosion,TG:P0124:n2,corrosion rates,3,5.728395546689193
bm25_label,TG:P0326:n2,corrosion,TG:P0323:n2,corrosion area,4,5.728395546689193
bm25_label,TG:P0326:n2,corrosion,TG:P0151:n2,thermogalvanic corrosion of iron,5,4.574428495298411
bm25_label,TG:P0326:n2,corrosion,TG:P0230:n2,galvanic corrosion rates of copper,6,4.15583829620661
bm25_label,TG:P0326:n2,corrosion,TG:P0242:n1,thermogalvanic and heat-transfer corrosion,7,4.15583829620661
bm25_label,TG:P0326:n2,corrosion,TG:P0049:n3,thermogalvanic corrosion of the copper electrode,8,3.8074331957496574
bm25_label,TG:P0326:n2,corrosion,TG:P0119:n2,thermogalvanic iodine-induced corrosion of the stainless steel,9,3.260709423840181
bm25_label,iTE:P0346:n1,Fmoc-FF,iTE:P0346:n2,pi-pi interactions between Fmoc groups,1,6.094968655047676
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0437:n1,cation-pi interactions,1,11.346704992512539
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0944:n1,"interfacial interactions (cation-pi, pi-pi, d-p coupling)",2,10.211852462781572
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P1614:n1,electrostatic and ion-pi interactions,3,9.269312608820162
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0346:n1,Fmoc-FF,4,9.171686320258692
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0367:n1,coordination and electrostatic interactions between cations and functional groups,5,8.94397756348449
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0466:n2,pi-pi* stacking,6,8.79654286376777
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P1526:n1,interactions between these complexes,7,7.830519810332108
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0451:n1,ionic-electronic interactions between sodium ions and carboxyl groups on CNT-COOH,8,7.446993057588771
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0375:n5,dynamic interactions between the components,9,7.1137010411356565
bm25_label,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0442:n2,Coulomb interactions between host ions,10,7.1137010411356565
bm25_label,iTE:P0371:n4,continuous operation,iTE:P0388:n2,continuous operation of ITECs,1,12.400376728484947
bm25_label,iTE:P0371:n4,continuous operation,iTE:P0353:n5,continuous power generation,2,6.531755533253446
bm25_label,iTE:P0371:n4,continuous operation,iTE:P0510:n3,continuous electricity generation,3,6.531755533253446
bm25_label,iTE:P0371:n4,continuous operation,iTE:P0828:n4,continuous power output,4,6.531755533253446
bm25_label,iTE:P0371:n4,continuous operation,iTE:P1787:n1,co-continuous phase,5,6.531755533253446
bm25_label,iTE:P0371:n4,continuous operation,iTE:P1220:n2,mechanically stable during operation,6,6.526799678550417
bm25_label,iTE:P0371:n4,continuous operation,iTE:P0680:n3,operation mechanism of the MTEGs,7,5.9293256122442255
bm25_label,iTE:P0371:n4,continuous operation,iTE:P1721:n4,continuous electron-transport pathways,8,5.873577049934529
bm25_label,iTE:P0371:n4,continuous operation,iTE:P1547:n2,low humidity-resistant i-TE operation,9,5.432065342513768
bm25_label,iTE:P0371:n4,continuous operation,iTE:P0546:n2,continuous fabrication of the PEDOT: PSS fiber,10,4.510164238635275
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0625:n3,negative Seebeck coefficient,1,13.698701198628552
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0884:n4,negative Seebeck coefficient,2,13.698701198628552
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P1109:n2,giant negative Seebeck coefficient,3,12.318338701524892
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0344:n4,Seebeck coefficient,4,8.564147647103221
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0345:n3,Seebeck coefficient,5,8.564147647103221
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0352:n3,Seebeck coefficient,6,8.564147647103221
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0379:n3,Seebeck coefficient,7,8.564147647103221
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0385:n3,Seebeck coefficient,8,8.564147647103221
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0406:n3,Seebeck coefficient,9,8.564147647103221
bm25_label,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0414:n3,Seebeck coefficient,10,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0884:n2,positive Seebeck coefficient,1,13.940357382346832
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0344:n4,Seebeck coefficient,2,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0345:n3,Seebeck coefficient,3,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0352:n3,Seebeck coefficient,4,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0379:n3,Seebeck coefficient,5,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0385:n3,Seebeck coefficient,6,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0406:n3,Seebeck coefficient,7,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0414:n3,Seebeck coefficient,8,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0446:n2,Seebeck coefficient,9,8.564147647103221
bm25_label,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0454:n3,Seebeck coefficient,10,8.564147647103221
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P0371:n4,continuous operation,1,15.53020891426694
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P0680:n3,operation mechanism of the MTEGs,2,7.454683219030709
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P0353:n5,continuous power generation,3,6.531755533253446
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P0510:n3,continuous electricity generation,4,6.531755533253446
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P0828:n4,continuous power output,5,6.531755533253446
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P1787:n1,co-continuous phase,6,6.531755533253446
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P1220:n2,mechanically stable during operation,7,6.526799678550417
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P1721:n4,continuous electron-transport pathways,8,5.873577049934529
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P0546:n2,continuous fabrication of the PEDOT: PSS fiber,9,5.799471242841781
bm25_label,iTE:P0388:n2,continuous operation of ITECs,iTE:P1547:n2,low humidity-resistant i-TE operation,10,5.432065342513768
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0591:n3,mechanical performance,1,12.168473177304413
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0490:n3,thermoelectric and mechanical performances,2,10.937751371456413
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0420:n3,thermoelectric performance,3,9.787237212147195
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0440:n2,thermoelectric performance,4,9.787237212147195
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0526:n3,thermoelectric performance,5,9.787237212147195
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0578:n2,thermoelectric performance,6,9.787237212147195
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0579:n3,thermoelectric performance,7,9.787237212147195
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0668:n2,thermoelectric performance,8,9.787237212147195
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0675:n2,Thermoelectric performance,9,9.787237212147195
bm25_label,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0687:n2,thermoelectric performance,10,9.787237212147195
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P0582:n2,carrier concentration,1,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P0742:n2,carrier concentration,2,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P0832:n2,carrier concentration,3,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P1039:n2,carrier concentration,4,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P1049:n2,carrier concentration,5,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P1157:n2,carrier concentration,6,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P1171:n2,carrier concentration,7,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P1487:n1,carrier concentration,8,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P1968:n2,carrier concentration,9,10.15865597533319
bm25_label,iTE:P0426:n2,carrier concentration,iTE:P0375:n1,ion carrier concentration,10,9.020302170563067
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P0896:n4,n-type semiconducting characteristics,1,14.615022110202293
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P0914:n3,p-type characteristics,2,11.571033885834876
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P0367:n3,n-type behavior,3,9.342996718987138
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P0668:n1,n-type doping,4,9.342996718987138
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P0711:n2,n-type conduction,5,9.342996718987138
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P1215:n2,n-type transport,6,9.342996718987138
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P1530:n2,n-type conductivity,7,9.342996718987138
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P1558:n2,n-type conductivity,8,9.342996718987138
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P1578:n2,n-type conduction,9,9.342996718987138
bm25_label,iTE:P0512:n3,n-type characteristics,iTE:P0343:n3,n-type thermoelectric behavior,10,8.401540876243189
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P0426:n2,carrier concentration,1,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P0742:n2,carrier concentration,2,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P0832:n2,carrier concentration,3,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P1039:n2,carrier concentration,4,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P1049:n2,carrier concentration,5,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P1157:n2,carrier concentration,6,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P1171:n2,carrier concentration,7,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P1487:n1,carrier concentration,8,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P1968:n2,carrier concentration,9,10.15865597533319
bm25_label,iTE:P0582:n2,carrier concentration,iTE:P0375:n1,ion carrier concentration,10,9.020302170563067
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P0412:n5,thermoelectric and mechanical performance,1,9.716137911732748
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P0518:n3,mechanical integrity,2,6.6394691528038905
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P0599:n2,mechanical stretchability,3,6.6394691528038905
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P0925:n2,mechanical stability,4,6.6394691528038905
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P1721:n2,mechanical robustness,5,6.6394691528038905
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P0376:n4,performance,6,6.327532824206293
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P0545:n2,performance,7,6.327532824206293
bm25_label,iTE:P0591:n3,mechanical performance,iTE:P0862:n2,performance,8,6.327532824206293
