active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""iTE:P1681:def""]","[""Intrinsic ionic and electronic defects""]",1,iTE:C00f926be4f3d36,,,iTE,Intrinsic ionic and electronic defects,"[""iTE:P1681:def""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1681""]","[""state_structure""]",1
"[""iTE:P1926:n6""]","[""Fixed cationic imidazolium groups in the PIL network""]",1,iTE:C00f9a64a6f93c4,,,iTE,Fixed cationic imidazolium groups in the PIL network,"[""iTE:P1926:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1926""]","[""state_structure""]",1
"[""iTE:P1316:i""]","[""Paper-based porous materials""]",1,iTE:C00fa23226a03dd,,,iTE,Paper-based porous materials,"[""iTE:P1316:i""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1316""]","[""material_entity""]",1
"[""iTE:P1561:detectivity""]","[""Enhanced detectivity""]",1,iTE:C00fc9f0ea98271,,,iTE,Enhanced detectivity,"[""iTE:P1561:detectivity""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1561""]","[""performance_function""]",1
"[""iTE:P1504:high"",""iTE:P1811:die""]","[""High dielectric constants""]",3,iTE:C00fd50029a3107,g0864,Large dielectric constants characterizing a material's dielectric response.,iTE,High dielectric constants,"[""iTE:P1504:high"",""iTE:P1811:die""]",Both denote the same dielectric property; compound identities and computational context remain attached to their claims.,model_merged,"[""P1504"",""P1811""]","[""quantity""]",2
"[""iTE:P1660:n4""]","[""Proton-hopping activation energy: 0.33 eV""]",2,iTE:C00ffa49ba602c1,,,iTE,Proton-hopping activation energy: 0.33 eV,"[""iTE:P1660:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1660""]","[""quantity""]",1
"[""iTE:P0454:il""]","[""1-Ethyl-3-methylimidazolium dicyanamide post-treatment""]",2,iTE:C0101243d38a6bc,,,iTE,1-Ethyl-3-methylimidazolium dicyanamide post-treatment,"[""iTE:P0454:il""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0454""]","[""design_strategy""]",1
"[""iTE:P1776:mob""]","[""Low mobility of 10^-7–10^-9 cm² V^-1 s^-1""]",1,iTE:C010244083ca2d4,,,iTE,Low mobility of 10^-7–10^-9 cm² V^-1 s^-1,"[""iTE:P1776:mob""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1776""]","[""quantity""]",1
"[""iTE:P1037:m""]","[""Polycrystalline Ca3−2xNa2xCo4−xWxO9, 0 ≤ x ≤ 0.075""]",3,iTE:C01025eca0da640,,,iTE,"Polycrystalline Ca3−2xNa2xCo4−xWxO9, 0 ≤ x ≤ 0.075","[""iTE:P1037:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1037""]","[""material_entity""]",1
"[""iTE:P0488:complete_v1_cr002_object"",""iTE:P0628:boost""]","[""Thermoelectric power factor""]",2,iTE:C0102bc600a2482,,,iTE,Thermoelectric power factor,"[""iTE:P0628:boost"",""iTE:P0488:complete_v1_cr002_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0488"",""P0628""]","[""performance_function""]",2
"[""iTE:P0411:hot""]","[""Annealing above 140 °C""]",1,iTE:C0102fa0266fa08,,,iTE,Annealing above 140 °C,"[""iTE:P0411:hot""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0411""]","[""condition""]",1
"[""iTE:P0585:confine""]","[""Nanoconfinement effects""]",2,iTE:C0114feca6988a7,,,iTE,Nanoconfinement effects,"[""iTE:P0585:confine""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0585""]","[""mechanism_process""]",1
"[""iTE:P0621:m2""]","[""PEDOT:PSS film doped with 30 wt% PSSH""]",2,iTE:C011530f601a905,,,iTE,PEDOT:PSS film doped with 30 wt% PSSH,"[""iTE:P0621:m2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0621""]","[""material_entity""]",1
"[""iTE:P0710:pf""]","[""Improved power factors""]",1,iTE:C0115dbd2ffde83,,,iTE,Improved power factors,"[""iTE:P0710:pf""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0710""]","[""performance_function""]",1
"[""iTE:P0851:probe""]","[""Anion detective fluorophore""]",3,iTE:C011a72ac0b13a4,,,iTE,Anion detective fluorophore,"[""iTE:P0851:probe""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0851""]","[""material_entity""]",1
"[""iTE:P0862:n10""]","[""Cationic reduced Soret coefficient""]",1,iTE:C011a76b1bcb355,,,iTE,Cationic reduced Soret coefficient,"[""iTE:P0862:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0862""]","[""quantity""]",1
"[""iTE:P1563:pg""]","[""P(g(4)2T-T)""]",2,iTE:C011b4a5bc616a1,,,iTE,P(g(4)2T-T),"[""iTE:P1563:pg""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1563""]","[""material_entity""]",1
"[""iTE:P1470:complete_v1_cr001_object""]","[""Temperature and chemical potential""]",6,iTE:C011bb5ad493388,,,iTE,Temperature and chemical potential,"[""iTE:P1470:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1470""]","[""condition""]",1
"[""iTE:P1386:replace""]","[""Replacing Ga with In""]",2,iTE:C011f5bcf2f3aa1,,,iTE,Replacing Ga with In,"[""iTE:P1386:replace""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1386""]","[""design_strategy""]",1
"[""iTE:P1544:thermal""]","[""Low CuSbSe2 thermal conductivity""]",2,iTE:C012479fb9e65d1,,,iTE,Low CuSbSe2 thermal conductivity,"[""iTE:P1544:thermal""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1544""]","[""quantity""]",1
"[""iTE:P1454:separation""]","[""Interfacial separation""]",1,iTE:C0124a9cdc355e5,,,iTE,Interfacial separation,"[""iTE:P1454:separation""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1454""]","[""mechanism_process""]",1
"[""iTE:P0898:n6""]","[""Jahn–Teller distortion""]",4,iTE:C012c26187556b4,,,iTE,Jahn–Teller distortion,"[""iTE:P0898:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0898""]","[""state_structure""]",1
"[""iTE:P0437:power""]","[""Peak transient power density 2.33 mW m−2""]",1,iTE:C012ca5737418a7,,,iTE,Peak transient power density 2.33 mW m−2,"[""iTE:P0437:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0437""]","[""quantity""]",1
"[""iTE:P1747:dominant"",""iTE:P1935:ion""]","[""Dominant ionic conduction""]",3,iTE:C012f82dd8c1c01,g0917,A transport regime in which ionic conduction is the dominant contribution.,iTE,Dominant ionic conduction,"[""iTE:P1747:dominant"",""iTE:P1935:ion""]",Both denote ionic dominance; different oxygen-pressure conditions and the tentative attribution in titania do not define different conduction concepts.,model_merged,"[""P1747"",""P1935""]","[""descriptor"",""mechanism_process""]",2
"[""iTE:P1676:predicted""]","[""Thermopower predicted from hole-carrier concentration""]",1,iTE:C01307d2ab1fa4b,,,iTE,Thermopower predicted from hole-carrier concentration,"[""iTE:P1676:predicted""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1676""]","[""quantity""]",1
"[""iTE:P1064:complete_v1_r006_object""]","[""KSM phase-transformation enthalpies ΔH""]",1,iTE:C0131180d115d08,,,iTE,KSM phase-transformation enthalpies ΔH,"[""iTE:P1064:complete_v1_r006_object""]",,new_singleton_no_exact_alias_candidate,"[""P1064""]","[""quantity""]",1
"[""iTE:P1688:complete_v1_cr001_object""]","[""Pristine and Nb-substituted CaSiO3""]",1,iTE:C0131de999951f3,,,iTE,Pristine and Nb-substituted CaSiO3,"[""iTE:P1688:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1688""]","[""material_entity""]",1
"[""iTE:P0593:complete_v1_cr002_subject""]","[""Structural disorder in amorphous materials""]",1,iTE:C01350b403b51a8,,,iTE,Structural disorder in amorphous materials,"[""iTE:P0593:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0593""]","[""state_structure""]",1
"[""iTE:P1066:audit_v1_a001_object""]","[""Thermoelectric performance relative to pristine BiOCuSe""]",2,iTE:C0138fb7efe6338,,,iTE,Thermoelectric performance relative to pristine BiOCuSe,"[""iTE:P1066:audit_v1_a001_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1066""]","[""performance_function""]",1
"[""iTE:P1378:bc""]","[""Electrical conductivity: 5 × 10^-8 S cm^-1""]",2,iTE:C0139cb18890878,,,iTE,Electrical conductivity: 5 × 10^-8 S cm^-1,"[""iTE:P1378:bc""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1378""]","[""quantity""]",1
"[""iTE:P1283:p2""]","[""Alloy scattering""]",1,iTE:C013a78d6ada332,,,iTE,Alloy scattering,"[""iTE:P1283:p2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1283""]","[""mechanism_process""]",1
"[""iTE:P0680:il""]","[""Ionic liquid in ionogel""]",1,iTE:C013c496acc225d,,,iTE,Ionic liquid in ionogel,"[""iTE:P0680:il""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0680""]","[""material_entity""]",1
"[""iTE:P1479:mon""]","[""Monomers of complex 1""]",2,iTE:C013cff9ef255b2,,,iTE,Monomers of complex 1,"[""iTE:P1479:mon""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1479""]","[""material_entity""]",1
"[""iTE:P1373:central""]","[""Central-force crystal characteristics""]",1,iTE:C01466a83e7c3f6,,,iTE,Central-force crystal characteristics,"[""iTE:P1373:central""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1373""]","[""descriptor""]",1
"[""iTE:P0617:a5""]","[""Temperature control""]",1,iTE:C0146c3a29f0bb4,,,iTE,Temperature control,"[""iTE:P0617:a5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0617""]","[""application""]",1
"[""iTE:P1963:gta""]","[""Low-lying transverse acoustic branches in gamma-AgI""]",2,iTE:C01475127ad39cd,,,iTE,Low-lying transverse acoustic branches in gamma-AgI,"[""iTE:P1963:gta""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1963""]","[""state_structure""]",1
"[""iTE:P0413:ret""]","[""Steady-state retention of 90% of peak voltage""]",0,iTE:C014878aa51fb74,,,iTE,Steady-state retention of 90% of peak voltage,"[""iTE:P0413:ret""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""performance_function""]",0
"[""iTE:P0742:complete_v1_cr001_subject""]","[""Thermoelectric performance of Sb2Te3-based thin films""]",1,iTE:C014c32a6c32189,,,iTE,Thermoelectric performance of Sb2Te3-based thin films,"[""iTE:P0742:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0742""]","[""performance_function""]",1
"[""iTE:P1348:complete_v1_cr001_subject""]","[""Symmetrical cells""]",1,iTE:C014d42ff6b9682,,,iTE,Symmetrical cells,"[""iTE:P1348:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1348""]","[""material_entity""]",1
"[""iTE:P0462:res""]","[""Resistance variation less than 10%""]",1,iTE:C014f6607f29fd2,,,iTE,Resistance variation less than 10%,"[""iTE:P0462:res""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0462""]","[""performance_function""]",1
"[""iTE:P0934:dual""]","[""Thermochromic and electrochromic behaviors""]",2,iTE:C0150b0354dc487,,,iTE,Thermochromic and electrochromic behaviors,"[""iTE:P0934:dual""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0934""]","[""performance_function""]",1
"[""iTE:P1062:tz""]","[""Nominal Ti0.5Zr0.5NiSn""]",2,iTE:C01516784055965,,,iTE,Nominal Ti0.5Zr0.5NiSn,"[""iTE:P1062:tz""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1062""]","[""material_entity""]",1
"[""iTE:P1810:qr""]","[""Rotation of anion quinoid rings""]",1,iTE:C0157f1d86b4afd,,,iTE,Rotation of anion quinoid rings,"[""iTE:P1810:qr""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1810""]","[""mechanism_process""]",1
"[""iTE:P0902:n7""]","[""Sm or La doping of Sr2TiO4""]",3,iTE:C0158cee53ebe24,,,iTE,Sm or La doping of Sr2TiO4,"[""iTE:P0902:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0902""]","[""design_strategy""]",1
"[""iTE:P1229:complete_v1_cr003_object"",""iTE:P1399:n15"",""iTE:P1444:pt"",""iTE:P1490:ptype"",""iTE:P1658:n14""]","[""p-type character""]",5,iTE:C015924c0f448fc,g0754,Electronic character associated here with positive Seebeck coefficients or a Fermi level in the valence-band region.,iTE,p-type character,"[""iTE:P1399:n15"",""iTE:P1444:pt"",""iTE:P1490:ptype"",""iTE:P1658:n14"",""iTE:P1229:complete_v1_cr003_object""]",The supplied computational evidence consistently supports the same p-type electronic classification.,model_merged,"[""P1229"",""P1399"",""P1444"",""P1490"",""P1658""]","[""descriptor"",""state_structure""]",5
"[""iTE:P0901:n6""]","[""Calculated thermoelectric transport properties""]",3,iTE:C015a378b33490b,,,iTE,Calculated thermoelectric transport properties,"[""iTE:P0901:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0901""]","[""quantity""]",1
"[""iTE:P0624:complete_v1_cr003_subject""]","[""Possibility of decomposition""]",1,iTE:C015a55af29b42e,,,iTE,Possibility of decomposition,"[""iTE:P0624:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0624""]","[""descriptor""]",1
"[""iTE:P1426:f""]","[""Fermi level in conduction band""]",1,iTE:C015f200cf87abf,,,iTE,Fermi level in conduction band,"[""iTE:P1426:f""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1426""]","[""state_structure""]",1
"[""iTE:P1521:charge""]","[""Number of mobile charges""]",1,iTE:C016185f1d4ca2b,,,iTE,Number of mobile charges,"[""iTE:P1521:charge""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1521""]","[""quantity""]",1
"[""iTE:P1140:complete_v1_cr002_object""]","[""Pressure and temperature dependencies of CsVO3 isochore and isobar heat capacities, lattice thermal conductivity, volume thermal expansion coefficient and Debye temperature""]",1,iTE:C016197d9beb5eb,,,iTE,"Pressure and temperature dependencies of CsVO3 isochore and isobar heat capacities, lattice thermal conductivity, volume thermal expansion coefficient and Debye temperature","[""iTE:P1140:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P1140""]","[""descriptor""]",1
"[""iTE:P1692:b""]","[""10% Sc + 4% Mg substitution for Cr in CuCrO2""]",1,iTE:C0161a80e8b884b,,,iTE,10% Sc + 4% Mg substitution for Cr in CuCrO2,"[""iTE:P1692:b""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1692""]","[""design_strategy""]",1
"[""iTE:P1478:anh""]","[""Elevated lattice anharmonicity""]",3,iTE:C0167d66bf21ebd,,,iTE,Elevated lattice anharmonicity,"[""iTE:P1478:anh""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1478""]","[""state_structure""]",1
"[""iTE:P1130:sn""]","[""Sn atoms in Cu2Se matrix""]",1,iTE:C016955f611af8a,,,iTE,Sn atoms in Cu2Se matrix,"[""iTE:P1130:sn""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1130""]","[""material_entity""]",1
"[""iTE:P0593:n2""]","[""Extraordinary room-temperature flexibility""]",2,iTE:C016ad8efd34329,,,iTE,Extraordinary room-temperature flexibility,"[""iTE:P0593:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0593""]","[""performance_function""]",1
"[""iTE:P0428:complete_v1_cr003_subject""]","[""Br− in the Br−-based eutectogel""]",1,iTE:C017271ae20175f,,,iTE,Br− in the Br−-based eutectogel,"[""iTE:P0428:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0428""]","[""material_entity""]",1
"[""iTE:P1295:electrons""]","[""Electron redistribution""]",1,iTE:C0172c8c2d4e1eb,,,iTE,Electron redistribution,"[""iTE:P1295:electrons""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1295""]","[""mechanism_process""]",1
"[""iTE:P1419:zt""]","[""ZT approximately 0.3""]",1,iTE:C01746ac4fe2352,,,iTE,ZT approximately 0.3,"[""iTE:P1419:zt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1419""]","[""quantity""]",1
"[""iTE:P1738:conc""]","[""Ionic concentration""]",1,iTE:C0174cb5d7c40b6,,,iTE,Ionic concentration,"[""iTE:P1738:conc""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1738""]","[""condition""]",1
"[""iTE:P1685:complete_v1_cr001_object""]","[""La0.30CoO2 and related NaxCoO2 systems""]",1,iTE:C017a464c00639b,,,iTE,La0.30CoO2 and related NaxCoO2 systems,"[""iTE:P1685:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1685""]","[""material_entity""]",1
"[""iTE:P1306:c""]","[""Extended Faber-Ziman analytical expression""]",4,iTE:C018036b08fa234,,,iTE,Extended Faber-Ziman analytical expression,"[""iTE:P1306:c""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1306""]","[""design_strategy""]",1
