mention_id,key,paper_id,domain,raw_label,raw_role,concept_id,canonical_label,normalization_status,decision_group
TG:P0013:hb,m00161,P0013,TG,"Multiple hydrogen bonds among phytic acid, glycerol, and water",interaction,TG:Cf7651ef29839c8,"Multiple hydrogen bonds among phytic acid, glycerol, and water",singleton_not_semantically_reviewed,
TG:P0013:holes,m00162,P0013,TG,Through-hole structure design,design_strategy,TG:Cf5654a47958751,Through-hole structure design,singleton_not_semantically_reviewed,
TG:P0013:mech,m00163,P0013,TG,Mechanical property: 1.07 MPa,quantity,TG:Cb8579c43107aa9,Mechanical property: 1.07 MPa,singleton_not_semantically_reviewed,
TG:P0013:monitor,m00164,P0013,TG,Continuous mental monitoring from facial expressions,application,TG:C27e555d6591094,Continuous mental monitoring from facial expressions,singleton_not_semantically_reviewed,
TG:P0013:ratio,m00165,P0013,TG,Long-term mental-state monitoring using positive-to-negative emotion ratio,application,TG:C6d1bb7930bcaab,Long-term mental-state monitoring using positive-to-negative emotion ratio,singleton_not_semantically_reviewed,
TG:P0013:rec,m00166,P0013,TG,Recognition of six facial expressions at 100% accuracy,performance_function,TG:C8bf4a83236fb90,Recognition of six facial expressions at 100% accuracy,singleton_not_semantically_reviewed,
TG:P0013:ret,m00167,P0013,TG,Retention of over 80% of original electrical performance,performance_function,TG:C63f2493cf2df3c,Retention of over 80% of original electrical performance,singleton_not_semantically_reviewed,
TG:P0014:cell,m00168,P0014,TG,Solid-state n-type TD-assisted TG cell based on PEDOT:PSS/Fe(ClO4)(2/3),material_entity,TG:Cd11b671225b1fd,Solid-state n-type TD-assisted TG cell based on PEDOT:PSS/Fe(ClO4)(2/3),singleton_not_semantically_reviewed,
TG:P0014:complex,m00169,P0014,TG,PEDOT:PSS/Fe(ClO4)(2/3) polymer complex,material_entity,TG:C4502b0877820b9,PEDOT:PSS/Fe(ClO4)(2/3) polymer complex,singleton_not_semantically_reviewed,
TG:P0014:cond,m00170,P0014,TG,Ionic conductivity,quantity,TG:Cec515e6fca57b8,Ionic conductivity,model_merged,g0011
TG:P0014:devices,m00171,P0014,TG,Powering commercial electronic devices,application,TG:Cbb920e65836f24,Powering commercial electronic devices,singleton_not_semantically_reviewed,
TG:P0014:es,m00172,P0014,TG,Electrostatic interactions between PEDOT:PSS matrix and Fe2+/3+ ions,interaction,TG:C4a034b476527dd,Electrostatic interactions between PEDOT:PSS matrix and Fe2+/3+ ions,singleton_not_semantically_reviewed,
TG:P0014:heat,m00173,P0014,TG,Body heat harvesting,application,TG:C0b8fa912be564f,Body heat harvesting,singleton_not_semantically_reviewed,
TG:P0014:module,m00174,P0014,TG,16-paired TG module,material_entity,TG:Cdcc4ea0dcecc29,16-paired TG module,singleton_not_semantically_reviewed,
TG:P0014:out,m00175,P0014,TG,Output power: 360 microW,performance_function,TG:C6de4d4e8f1bd23,Output power: 360 microW,singleton_not_semantically_reviewed,
TG:P0014:power,m00176,P0014,TG,Normalized maximum power density: 56.57 mW m-2 K-2,performance_function,TG:C9c13669cbe50a5,Normalized maximum power density: 56.57 mW m-2 K-2,singleton_not_semantically_reviewed,
TG:P0014:release,m00177,P0014,TG,Liberation of ClO4- ions,mechanism_process,TG:C06e9c3a4473635,Liberation of ClO4- ions,singleton_not_semantically_reviewed,
TG:P0014:seeb,m00178,P0014,TG,Ionic Seebeck coefficient: -40.05 mV K-1,quantity,TG:C5d65d0472a8377,Ionic Seebeck coefficient: -40.05 mV K-1,singleton_not_semantically_reviewed,
TG:P0014:stable,m00179,P0014,TG,Excellent stability over more than 50 charge-discharge cycles,performance_function,TG:C069db194f0a2bd,Excellent stability over more than 50 charge-discharge cycles,singleton_not_semantically_reviewed,
TG:P0014:td,m00180,P0014,TG,Thermodiffusion,mechanism_process,TG:Cf28ed9b51508d9,Thermodiffusion,model_merged,g0012
TG:P0014:voltage,m00181,P0014,TG,Output voltage: 1.5 V,performance_function,TG:C2883a180d861bc,Output voltage: 1.5 V,singleton_not_semantically_reviewed,
TG:P0014:wear,m00182,P0014,TG,Wearable device,material_entity,TG:C4fc1375d92d417,Wearable device,singleton_not_semantically_reviewed,
TG:P0015:design,m00183,P0015,TG,Combination of stretching-induced crystallization and thermoelectric effect,design_strategy,TG:C8b4ccb1eb510d3,Combination of stretching-induced crystallization and thermoelectric effect,singleton_not_semantically_reviewed,
TG:P0015:health,m00184,P0015,TG,Wearable health monitoring,application,TG:C7d0078a3970248,Wearable health monitoring,singleton_not_semantically_reviewed,
TG:P0015:power,m00185,P0015,TG,Specific output power density: 1969 & mu;W m(-2) K-2,performance_function,TG:C498447bdb5fd42,Specific output power density: 1969 & mu;W m(-2) K-2,singleton_not_semantically_reviewed,
TG:P0015:previous,m00186,P0015,TG,Properties of previously reported quasi-solid stretchable thermogalvanic thermocells,performance_function,TG:Cdee0df36aecdc1,Properties of previously reported quasi-solid stretchable thermogalvanic thermocells,singleton_not_semantically_reviewed,
TG:P0015:properties,m00187,P0015,TG,Comprehensive mechanical and thermoelectric properties of SPTC,performance_function,TG:Cda6da38cf28b2b,Comprehensive mechanical and thermoelectric properties of SPTC,singleton_not_semantically_reviewed,
TG:P0015:sptc,m00188,P0015,TG,Quasi-solid stretchable polyvinyl alcohol thermogalvanic thermocell (SPTC),material_entity,TG:C21b78e09d371f6,Quasi-solid stretchable polyvinyl alcohol thermogalvanic thermocell (SPTC),singleton_not_semantically_reviewed,
TG:P0015:strain,m00189,P0015,TG,Wearable energy-autonomous strain sensors,application,TG:C508a3feb6cf44a,Wearable energy-autonomous strain sensors,singleton_not_semantically_reviewed,
TG:P0015:strength,m00190,P0015,TG,Tensile strength: 19 MPa,quantity,TG:C10cec7978050fc,Tensile strength: 19 MPa,singleton_not_semantically_reviewed,
TG:P0015:stretch,m00191,P0015,TG,Stretchability: 1300%,quantity,TG:Cba77a52a4edb72,Stretchability: 1300%,singleton_not_semantically_reviewed,
TG:P0015:thermopower,m00192,P0015,TG,Thermopower: 6.5 mV K-1,quantity,TG:C95e9d4f01e0c71,Thermopower: 6.5 mV K-1,singleton_not_semantically_reviewed,
TG:P0015:tough,m00193,P0015,TG,Toughness: 163.4 MJ m-3,quantity,TG:Ce4441738fd4527,Toughness: 163.4 MJ m-3,singleton_not_semantically_reviewed,
TG:P0016:ai,m00194,P0016,TG,Haptic-associated artificial intelligence,application,TG:Cd00c19a21c8166,Haptic-associated artificial intelligence,singleton_not_semantically_reviewed,
TG:P0016:electrolytes,m00195,P0016,TG,"Lithium magnesium silicate, Gdm+, and lithium bromide electrolyte design",design_strategy,TG:C7479d2c6d42b00,"Lithium magnesium silicate, Gdm+, and lithium bromide electrolyte design",singleton_not_semantically_reviewed,
TG:P0016:gel,m00196,P0016,TG,Thermogalvanic dual-network hydrogel,material_entity,TG:C8ad8950cefac33,Thermogalvanic dual-network hydrogel,singleton_not_semantically_reviewed,
TG:P0016:hci,m00197,P0016,TG,Human-computer interaction,application,TG:C19a806a34b563e,Human-computer interaction,singleton_not_semantically_reviewed,
TG:P0016:identify,m00198,P0016,TG,Active material identification without external power,application,TG:C8317b199346018,Active material identification without external power,singleton_not_semantically_reviewed,
TG:P0016:mech,m00199,P0016,TG,Excellent mechanical properties,performance_function,TG:C8f4f0483d871d0,Excellent mechanical properties,singleton_not_semantically_reviewed,
TG:P0016:porous,m00200,P0016,TG,Interconnected porous gel structure,state_structure,TG:C503ef0e7b55915,Interconnected porous gel structure,singleton_not_semantically_reviewed,
TG:P0016:redox,m00201,P0016,TG,[Fe(CN)6]3-/4- redox couple,material_entity,TG:Cb8c15ecee9145a,[Fe(CN)6]3-/4- redox couple,singleton_not_semantically_reviewed,
TG:P0016:response,m00202,P0016,TG,Gel thermoelectric response,mechanism_process,TG:Cfa8c4323912fb4,Gel thermoelectric response,singleton_not_semantically_reviewed,
TG:P0016:ring,m00203,P0016,TG,Self-powered material identification ring,material_entity,TG:Cbb03856988f191,Self-powered material identification ring,singleton_not_semantically_reviewed,
TG:P0016:temp,m00204,P0016,TG,Temperature stimulus,condition,TG:Caf821c283e70fa,Temperature stimulus,singleton_not_semantically_reviewed,
TG:P0016:tp,m00205,P0016,TG,Thermopower: 4.01 mV K-1,quantity,TG:Cdfcff888306a54,Thermopower: 4.01 mV K-1,singleton_not_semantically_reviewed,
TG:P0016:transfer,m00206,P0016,TG,Interfacial heat transfer upon material contact,mechanism_process,TG:C8ee7dbfa1f3425,Interfacial heat transfer upon material contact,singleton_not_semantically_reviewed,
TG:P0016:voltage,m00207,P0016,TG,Voltage signals upon material contact,quantity,TG:Cd8b84d5edde86c,Voltage signals upon material contact,singleton_not_semantically_reviewed,
TG:P0017:alert,m00208,P0017,TG,Alerts for high-risk respiratory symptoms,application,TG:C8263bbbeae2742,Alerts for high-risk respiratory symptoms,singleton_not_semantically_reviewed,
TG:P0017:dt,m00209,P0017,TG,Temperature difference between exhaled gas and skin,condition,TG:C560b5fed61098a,Temperature difference between exhaled gas and skin,singleton_not_semantically_reviewed,
TG:P0017:fiber,m00210,P0017,TG,Dual-network binary-solvent thermogalvanic polyvinyl alcohol hydrogel fiber,material_entity,TG:C16acd36d2a84f5,Dual-network binary-solvent thermogalvanic polyvinyl alcohol hydrogel fiber,singleton_not_semantically_reviewed,
TG:P0017:hb,m00211,P0017,TG,Strong hydrogen bonding between solvent molecules,interaction,TG:Cc9e5d4f5dafeed,Strong hydrogen bonding between solvent molecules,singleton_not_semantically_reviewed,
TG:P0017:interference,m00212,P0017,TG,External environmental interference,mechanism_process,TG:Cfe79dc2da11e71,External environmental interference,singleton_not_semantically_reviewed,
TG:P0017:monitor,m00213,P0017,TG,Long-term non-irritant respiratory monitoring,application,TG:C89c49d18505234,Long-term non-irritant respiratory monitoring,singleton_not_semantically_reviewed,
TG:P0017:recognize,m00214,P0017,TG,Recognition of seven breathing patterns at 97.1% accuracy,performance_function,TG:Cd6e767f1cfea2b,Recognition of seven breathing patterns at 97.1% accuracy,singleton_not_semantically_reviewed,
TG:P0017:redox,m00215,P0017,TG,Fe2+/Fe3+ redox couple,material_entity,TG:Cd972d1e6dc9eba,Fe2+/Fe3+ redox couple,singleton_not_semantically_reviewed,
TG:P0017:screen,m00216,P0017,TG,Early screening of respiratory diseases,application,TG:C564e49c207fec8,Early screening of respiratory diseases,singleton_not_semantically_reviewed,
TG:P0017:sensor,m00217,P0017,TG,Self-powered in-nostril hydrogel sensor,material_entity,TG:C67e064ba8e794f,Self-powered in-nostril hydrogel sensor,singleton_not_semantically_reviewed,
TG:P0017:signal,m00218,P0017,TG,Thermoelectrical signal in nasal cavity,quantity,TG:C47c74f334e0f3c,Thermoelectrical signal in nasal cavity,singleton_not_semantically_reviewed,
TG:P0017:size,m00219,P0017,TG,Fiber diameter 500 micrometers and length 30 mm,descriptor,TG:C29cfa91416f061,Fiber diameter 500 micrometers and length 30 mm,singleton_not_semantically_reviewed,
TG:P0017:strategy,m00220,P0017,TG,Hydrogel fiber respiration monitoring strategy,design_strategy,TG:Cf6285506ac5d0e,Hydrogel fiber respiration monitoring strategy,singleton_not_semantically_reviewed,
TG:P0017:water,m00221,P0017,TG,Retention of over 90% moisture after 14 days,performance_function,TG:C8ab07a87cda5c0,Retention of over 90% moisture after 14 days,singleton_not_semantically_reviewed,
TG:P0018:alpha,m00222,P0018,TG,[Fe(CN)6]3-/4- temperature coefficient: -1.39 to -4.32 mV K-1,quantity,TG:Cdc853e40a75290,[Fe(CN)6]3-/4- temperature coefficient: -1.39 to -4.32 mV K-1,singleton_not_semantically_reviewed,
TG:P0018:better,m00223,P0018,TG,Improved SA-LTC performance,performance_function,TG:Cfe0957fe676a04,Improved SA-LTC performance,singleton_not_semantically_reviewed,
TG:P0018:cell,m00224,P0018,TG,Solvent-assisted liquid-state sodium ferrocyanide-based thermogalvanic cell (SA-LTC),material_entity,TG:Ca1c0faadaee85c,Solvent-assisted liquid-state sodium ferrocyanide-based thermogalvanic cell (SA-LTC),singleton_not_semantically_reviewed,
TG:P0018:eff,m00225,P0018,TG,Five-fold thermoelectric efficiency increase,performance_function,TG:Ccb1953d7c3a3a7,Five-fold thermoelectric efficiency increase,singleton_not_semantically_reviewed,
TG:P0018:eth,m00226,P0018,TG,Ethanol addition,design_strategy,TG:C37e9736f847825,Ethanol addition,singleton_not_semantically_reviewed,
TG:P0018:factors,m00227,P0018,TG,"Interplay of intrinsic temperature coefficient, concentration gradient, and redox-couple activity coefficient",interaction,TG:Cd00bc47b603f62,"Interplay of intrinsic temperature coefficient, concentration gradient, and redox-couple activity coefficient",singleton_not_semantically_reviewed,
TG:P0018:freeze,m00228,P0018,TG,System freezing point,quantity,TG:C5169edb6c4e48a,System freezing point,singleton_not_semantically_reviewed,
TG:P0018:gradient,m00229,P0018,TG,Redox-couple concentration gradient,quantity,TG:Caf9bdece9fe708,Redox-couple concentration gradient,singleton_not_semantically_reviewed,
TG:P0018:low,m00230,P0018,TG,Lower operating temperatures,condition,TG:C7c4b6e1d29b0e7,Lower operating temperatures,singleton_not_semantically_reviewed,
TG:P0018:lowalpha,m00231,P0018,TG,Temperature coefficient: -5.26 mV K-1,quantity,TG:C969509ea7ce7c1,Temperature coefficient: -5.26 mV K-1,singleton_not_semantically_reviewed,
TG:P0018:lowpower,m00232,P0018,TG,Power density: 2.17 mW m-2 K-2,performance_function,TG:C9c5b0f7111db05,Power density: 2.17 mW m-2 K-2,singleton_not_semantically_reviewed,
TG:P0018:perf,m00233,P0018,TG,TGC thermoelectric performance,performance_function,TG:C5ab297e39a2038,TGC thermoelectric performance,singleton_not_semantically_reviewed,
TG:P0018:power,m00234,P0018,TG,Five-fold thermoelectric power increase,performance_function,TG:C3db25aa2c33b31,Five-fold thermoelectric power increase,singleton_not_semantically_reviewed,
TG:P0018:range,m00235,P0018,TG,System working temperature range,quantity,TG:Ce4a19cb6c9a658,System working temperature range,singleton_not_semantically_reviewed,
TG:P0018:solv,m00236,P0018,TG,Redox-couple solvation structure,state_structure,TG:C50ab7dcc0f0a0d,Redox-couple solvation structure,singleton_not_semantically_reviewed,
TG:P0019:conduct,m00237,P0019,TG,Ionic conductivity: 1.84 S m-1,quantity,TG:Cec5a3524c6ce20,Ionic conductivity: 1.84 S m-1,singleton_not_semantically_reviewed,
TG:P0019:contact,m00238,P0019,TG,Fully integrated gel-electrolyte/electrode modules with tight physical and electrical contact,state_structure,TG:C505e2f17d92b03,Fully integrated gel-electrolyte/electrode modules with tight physical and electrical contact,singleton_not_semantically_reviewed,
TG:P0019:cost,m00239,P0019,TG,Low cost and simple preparation,descriptor,TG:Cce3e086b83ecad,Low cost and simple preparation,singleton_not_semantically_reviewed,
TG:P0019:couple,m00240,P0019,TG,Coupled thermogalvanic and piezoresistive effects,design_strategy,TG:C6ed34e3a5bfedf,Coupled thermogalvanic and piezoresistive effects,singleton_not_semantically_reviewed,
TG:P0019:cross,m00241,P0019,TG,Non-covalent crosslinking,interaction,TG:C731918387291b0,Non-covalent crosslinking,singleton_not_semantically_reviewed,
TG:P0019:detect,m00242,P0019,TG,Active high-accuracy pressure detection,mechanism_process,TG:Ca5d12e642b52a5,Active high-accuracy pressure detection,singleton_not_semantically_reviewed,
TG:P0019:gel,m00243,P0019,TG,Dynamic crystalline ion-injected thermoelectric gel (DCI-TEG),material_entity,TG:C798683e84f053d,Dynamic crystalline ion-injected thermoelectric gel (DCI-TEG),singleton_not_semantically_reviewed,
TG:P0019:glove,m00244,P0019,TG,Ionic thermoelectric module arrays implanted on a glove,design_strategy,TG:Cbb9262894c1315,Ionic thermoelectric module arrays implanted on a glove,singleton_not_semantically_reviewed,
TG:P0019:objects,m00245,P0019,TG,Self-powered object recognition,application,TG:Ca78ead4a403fad,Self-powered object recognition,singleton_not_semantically_reviewed,
TG:P0019:prep,m00246,P0019,TG,Solvent-exchange salt-out strategy,design_strategy,TG:Cf9178d81615f8a,Solvent-exchange salt-out strategy,singleton_not_semantically_reviewed,
TG:P0019:pressure,m00247,P0019,TG,Self-powered timely pressure sensing using current signals,application,TG:Cb6b6d1ec8fcf4b,Self-powered timely pressure sensing using current signals,singleton_not_semantically_reviewed,
TG:P0019:sign,m00248,P0019,TG,Self-powered sign-language recognition,application,TG:Cfdbfef506c91c1,Self-powered sign-language recognition,singleton_not_semantically_reviewed,
TG:P0019:signal,m00249,P0019,TG,Stable and reliable signal output,performance_function,TG:Ca3458c741e6837,Stable and reliable signal output,singleton_not_semantically_reviewed,
TG:P0019:strength,m00250,P0019,TG,Tensile strength: 3.8 MPa,quantity,TG:C2127c61ddb7ba7,Tensile strength: 3.8 MPa,singleton_not_semantically_reviewed,
TG:P0019:tough,m00251,P0019,TG,Toughness: 7.5 MJ m-3,quantity,TG:C5603bd6ccd9afc,Toughness: 7.5 MJ m-3,singleton_not_semantically_reviewed,
