concept_id,canonical_concept,concept_type,concept_subtype,parent_domain,graph_role,document_frequency,iTE_document_frequency,TG_document_frequency,first_year,last_year,max_confidence,prediction_eligible,evidence_only
CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,soft-material mechanism,soft-material structure,prediction_core,42,36,11,2019,2026,0.97,True,False
CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,chemical and redox mechanisms,prediction_core,40,18,31,2000,2026,0.97,True,False
C275FB7C4B0,iodide/triiodide redox chemistry,redox_chemistry,redox mechanism,chemical and redox mechanisms,prediction_core,39,28,12,2010,2026,0.97,True,False
C3970EB273E,gelatin,material_entity,biopolymer,materials and chemical species,prediction_core,35,27,14,2020,2026,0.94,True,False
C3D74C503D4,Bi2Te3,material_entity,solid thermoelectric,materials and chemical species,prediction_core,34,34,0,2007,2026,0.94,True,False
C5219F02F17,Zintl phase,material_system,solid thermoelectric family,materials and chemical species,prediction_core,31,31,0,2003,2026,0.94,True,False
C3DB4F04D16,rattling-mode phonon suppression,solid_state_mechanism,thermal transport,solid-state transport mechanisms,prediction_core,31,31,0,2001,2026,0.94,True,False
C78B8F896F7,polyacrylamide (PAM),material_entity,polymer,materials and chemical species,prediction_core,30,23,12,2022,2026,0.94,True,False
CB530564ED0,skutterudite,material_system,solid thermoelectric family,materials and chemical species,prediction_core,29,29,0,2001,2026,0.94,True,False
CC5968B917E,convection and mass transport,transport_mechanism,mass transport,transport mechanisms,prediction_core,28,11,20,1994,2026,0.94,True,False
C38C7EC2077,ethylene glycol,material_entity,solvent/additive,materials and chemical species,prediction_core,28,23,6,2002,2026,0.94,True,False
CF840763400,TiO2,material_entity,chemical formula,materials and chemical species,prediction_core,27,23,4,2004,2026,0.9,True,False
C7802AE4324,deep eutectic solvent,material_system,electrolyte and solvent,materials and chemical species,prediction_core,27,25,4,2015,2026,0.94,True,False
C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,transport mechanisms,prediction_core,27,26,3,2018,2026,0.97,True,False
CDDD624085F,deep-eutectic eutogel electrolyte,material_system,material/system,materials and chemical species,prediction_core,26,24,4,2015,2026,0.97,True,False
C00DD823894,organic redox molecular design,redox_chemistry,redox mechanism,chemical and redox mechanisms,prediction_core,26,18,11,2013,2026,0.97,True,False
C6775C55BEF,superionic transition,solid_state_mechanism,ionic transport,solid-state transport mechanisms,prediction_core,25,25,0,2004,2026,0.94,True,False
C9642D16DCA,graphene oxide,material_entity,carbon material,materials and chemical species,prediction_core,24,18,7,2012,2026,0.94,True,False
CD515CCF7C2,polaron hopping,solid_state_mechanism,electronic transport,solid-state transport mechanisms,prediction_core,24,24,0,1995,2026,0.94,True,False
C7B3E023ED0,Cu2Se,material_entity,chemical formula,materials and chemical species,prediction_core,23,23,0,2011,2026,0.9,True,False
CB25BC3FC14,double/interpenetrating network,gel_microstructure,network structure,soft-material structure,prediction_core,23,18,9,2022,2026,0.94,True,False
C7096F6ECC5,imidazolium ionic-liquid phase transition electrolyte,material_system,material/system,materials and chemical species,prediction_core,23,21,9,2014,2026,0.97,True,False
CDF78985483,nanocomposite,material_system,composite material,materials and chemical species,prediction_core,23,21,2,2017,2026,0.94,True,False
C10D3798CF7,selective solvation,solvation_entropy,solvation,chemical and redox mechanisms,prediction_core,23,11,18,2000,2026,0.97,True,False
CB56BB4DDB0,carbon-electrode redox interface,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,prediction_core,21,9,14,1998,2026,0.97,True,False
C44799FE290,defect engineering,solid_state_mechanism,defect chemistry,solid-state transport mechanisms,prediction_core,21,21,0,1995,2026,0.94,True,False
C2AB2ABA9A6,dimethyl sulfoxide (DMSO),material_entity,solvent/additive,materials and chemical species,prediction_core,21,15,6,2013,2026,0.94,True,False
C90CB9C3175,half-Heusler alloy,material_system,solid thermoelectric family,materials and chemical species,prediction_core,21,21,0,2006,2026,0.94,True,False
CBFAB31D6E6,electrostatic interaction,solvation_entropy,intermolecular interaction,chemical and redox mechanisms,prediction_core,19,16,3,2012,2026,0.94,True,False
C4CEC954E12,platinum electrode,material_entity,electrode material,materials and chemical species,prediction_core,19,10,11,1991,2025,0.94,True,False
CAEB010ACF4,polyethylene glycol (PEG),material_entity,polymer,materials and chemical species,prediction_core,19,17,3,2014,2026,0.94,True,False
C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,18,13,7,1995,2026,0.97,True,False
C780BB03909,glycerol,material_entity,solvent/additive,materials and chemical species,prediction_core,17,10,7,2016,2026,0.94,True,False
C5B8C057FAD,metal oxide,material_system,inorganic material family,materials and chemical species,prediction_core,17,14,3,2001,2026,0.94,True,False
C5FBBE86551,polyvinylidene fluoride (PVDF),material_entity,polymer,materials and chemical species,prediction_core,17,14,3,2018,2026,0.94,True,False
C5E47CC0A62,Hofmeister/chaotropic effect,gel_microstructure,specific-ion effect,soft-material structure,prediction_core,16,11,8,2018,2026,0.94,True,False
C845F498233,ion-dipole interaction,solvation_entropy,intermolecular interaction,chemical and redox mechanisms,prediction_core,16,14,2,2012,2026,0.97,True,False
C1AAB990F48,SiO2,material_entity,chemical formula,materials and chemical species,prediction_core,15,12,4,2018,2026,0.9,True,False
CADCC57C7F1,SnSe,material_entity,solid thermoelectric,materials and chemical species,prediction_core,15,15,0,2015,2026,0.94,True,False
C10626AE9E8,[Fe(CN)6]3-/4-,material_entity,chemical formula,materials and chemical species,prediction_core,15,5,13,1994,2026,0.9,True,False
C2F611E9EEA,clathrate,material_system,solid thermoelectric family,materials and chemical species,prediction_core,15,13,2,2003,2024,0.94,True,False
C2106B674B9,iodide/triiodide,material_entity,redox couple,materials and chemical species,prediction_core,15,5,11,2013,2024,0.94,True,False
C438FE53FF1,lithium chloride (LiCl),material_entity,salt,materials and chemical species,prediction_core,15,13,2,1999,2026,0.94,True,False
C9B6878E079,photothermal-thermoelectric coupling,device_mechanism,multimodal conversion,device-scale conversion mechanisms,prediction_core,15,3,14,2018,2026,0.94,True,False
CE2D00B183C,redox-kinetics enhancement,electrode_interface,reaction kinetics,interfaces and kinetics,prediction_core,15,6,11,1994,2026,0.94,True,False
CF203EF8121,Eastman entropy of transfer,solvation_entropy,ionic thermodynamics,chemical and redox mechanisms,prediction_core,14,14,2,2017,2026,0.94,True,False
C60E04C9E41,MXene,material_entity,two-dimensional material,materials and chemical species,prediction_core,14,10,5,2020,2026,0.94,True,False
CE8285F698E,MXene-reinforced thermogalvanic gel,material_system,material/system,materials and chemical species,prediction_core,14,10,5,2020,2026,0.97,True,False
C73B79C2209,[Fe(CN)6],material_entity,chemical formula,materials and chemical species,prediction_core,14,5,11,2012,2026,0.9,True,False
C3DA2C4151E,aqueous electrolyte,material_system,electrolyte and solvent,materials and chemical species,prediction_core,14,7,7,1998,2025,0.94,True,False
C621A7A9629,polyurethane (PU),material_entity,polymer,materials and chemical species,prediction_core,14,14,0,2020,2026,0.94,True,False
C97F8E13D1A,thermally regenerative electrochemical cycle,device_mechanism,thermoelectrochemical conversion,device-scale conversion mechanisms,prediction_core,14,1,14,2014,2025,0.94,True,False
C2276A75659,SrTiO3,material_entity,chemical formula,materials and chemical species,prediction_core,13,13,0,2005,2026,0.9,True,False
C101F2A9CFC,chitosan,material_entity,biopolymer,materials and chemical species,prediction_core,13,11,4,2014,2026,0.94,True,False
C06F57A9BCA,polymer electrolyte,material_system,electrolyte and solvent,materials and chemical species,prediction_core,13,9,4,2003,2023,0.94,True,False
CCFD9A81EEE,solid electrolyte,material_system,electrolyte and solvent,materials and chemical species,prediction_core,13,12,1,1997,2025,0.94,True,False
C1233ADA4A4,BF4,material_entity,chemical formula,materials and chemical species,prediction_core,12,12,0,2011,2026,0.9,True,False
CEC0FAD69CD,alginate,material_entity,biopolymer,materials and chemical species,prediction_core,12,10,2,2023,2026,0.94,True,False
C6C76863E52,copper electrode,material_entity,electrode material,materials and chemical species,prediction_core,12,5,8,1993,2026,0.94,True,False
CFAFB569EDB,lithium bromide (LiBr),material_entity,salt,materials and chemical species,prediction_core,12,2,10,2011,2025,0.94,True,False
CB314592CFB,precipitation and species redistribution,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,12,9,3,2016,2026,0.94,True,False
C6210B1A223,reduced graphene oxide,material_entity,carbon material,materials and chemical species,prediction_core,12,8,4,2012,2026,0.94,True,False
CF69DD93A68,selective ion transport,transport_mechanism,ionic transport,transport mechanisms,prediction_core,12,12,1,2021,2026,0.94,True,False
C237A8162E2,thermogalvanic corrosion,device_mechanism,electrochemical corrosion,device-scale conversion mechanisms,prediction_core,12,0,12,1995,2025,0.94,True,False
CFC9D296861,Bi2Se3,material_entity,solid thermoelectric,materials and chemical species,prediction_core,11,11,0,2010,2024,0.94,True,False
C4569C77DFF,cement-based ionic material,material_system,porous ionic material,materials and chemical species,prediction_core,11,11,0,2022,2026,0.94,True,False
C2A8A04727D,guanidinium chloride (GdmCl),material_entity,functional additive,materials and chemical species,prediction_core,11,5,9,2018,2026,0.94,True,False
CC022D91D01,solvation entropy,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,11,6,11,2024,2026,0.78,True,False
C3F66DD37CA,H2O,material_entity,chemical formula,materials and chemical species,prediction_core,10,4,6,1998,2025,0.9,True,False
C075A0D1B79,Sb2Te3,material_entity,solid thermoelectric,materials and chemical species,prediction_core,10,10,0,2010,2023,0.94,True,False
C77E2C49599,bacterial cellulose,material_entity,biopolymer,materials and chemical species,prediction_core,10,7,3,2022,2026,0.94,True,False
C63ED77BD64,band engineering,solid_state_mechanism,electronic structure,solid-state transport mechanisms,prediction_core,10,10,0,2019,2026,0.94,True,False
C96681C9193,ion channels,transport_mechanism,transport mechanism,transport mechanisms,prediction_core,10,9,2,2019,2025,0.78,True,False
CE48798D135,piezoresistive-thermoelectric coupling,device_mechanism,multimodal conversion,device-scale conversion mechanisms,prediction_core,10,5,8,2024,2026,0.94,True,False
C7713A07951,urea,material_entity,functional additive,materials and chemical species,prediction_core,10,9,2,2009,2026,0.94,True,False
C3848258807,Al2O3,material_entity,chemical formula,materials and chemical species,prediction_core,9,9,0,1995,2023,0.9,True,False
CF46F216F56,CuCl2,material_entity,chemical formula,materials and chemical species,prediction_core,9,9,1,2020,2026,0.9,True,False
