alias,concept_id,canonical_concept,alias_source
"reducing thermal conductivity through phonon scattering as well as by decreasing electrical resistivity via incorporation of holes through vacancies. In this paper, we present thermoelectric properties of Bi1-xCuSeO1-y with y = 0 for x = 0, 0.04, and y = 0.02 for x = 0.04, 0.08, 0.12. X-ray diffraction studies reveal BiCuSeO as the main phase with trace amounts of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98. The impurity phases of Cu1.8Se in Bi0.92CuSeO0.98 and Bi0.88CuSeO0.98 could be due to the presence of vacancies. The electrical resistivity of Bi0.96CuSeO0.98 is lower than BiCuSeO, but higher than Bi0.96CuSeO, since Bi vacancies produce holes that are partially compensated by O vacancies. Electrical resistivity decreases with an increase in Bi vacancy content for y = 0.02. The Seebeck coefficient of samples shows that the similar trend as in electrical resistivity, following Mott's formula. Total and lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduction in hole carrier concentration. The In doping shows a much stronger effect on the reduction of electrical conductivity. By combining positron annihilation measurements, it is speculated that the intrinsic hole carriers originate from Cu-Sn antisites. The substitution of In and Zn for the Cu sites may contribute donor carriers or cause suppression of the Cu-Sn antisite formation, thus leading to a reduction in hole carrier concentration. The significant decrease in electrical conductivity leads to a reduction in electronic thermal conductivity. On the other hand, due to the difference in the molar mass and ionic radius, the lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduction in lattice thermal conductivity was observed in the high-temperature phase, despite the increased disorder on the cation site and the onset of superionic conductivity. This suggests that the low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduction in the specific heat at constant volume below the Dulong-Petit limit is observed for Ag2S after the monoclinic-cubic phase transition, which is attributed to the liquid-like Ag ions existing inside the sulfur framework. Ag2S shows typical semiconducting-like electrical transport behavior in the whole measured temperature range. Around 455 K, the ionic conductivity, carrier concentration, carrier mobility, electrical conductivity, and Seebeck coefficient each show an abrupt change. The calculated ionic activation based on the ionic conductivity is 0.076 eV for the body centered cubic Ag2S. The calculated band gap based on the electrical conductivity decreases from 1.1 eV for the monoclinic Ag2S to 0.42 eV for the body centered cubic Ag2S. The abrupt increase of electrical conductivity after the monoclinic-cubic phase transition leads to a maximum power factor around 5 mu W.cm(-1).K-2 at 550 K. In the whole measured temperature range, Ag2S demonstrates an intrinsically low lattice thermal conductivity (below 0.6 W.m(-1).K-1). The calculated phonon dispersion indicates that the weak chemical bonding between Ag and S is responsible for the low lattice thermal conductivity observed in the monoclinic Ag2S. Likewise, the presence of liquid-like Ag ions with low ionic activation energy is responsible for the low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduction of electrical resistivity were observed for the investigated alloys. The combined effect of the extremely low lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduction of ionic/lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduction of kappa(L) near the room temperature. The weak ionic bonding is confirmed by the increase of lattice volume from the X-ray diffraction and lattice softening by the decrease of Debye temperature with increasing Te-deficiency. We observed the low lattice thermal conductivity kappa(L) of 0.53 W m(-1) K-1 at 300 K for InTe0.99, which is about 25 % decreased value than those of InTe. The Te-deficiency also induces energy band gap so that the electrical resistivity and Seebeck coefficient are increased due to the decrease of carrier concentration. Temperature-dependent thermoelectric properties shows the high Seebeck coefficient at high temperature and high electrical conductivity near room temperature, resulting in the temperature-insensitive high power factor S-2 sigma over a wide temperature range. Owing to the temperature-insensitive high power factor and intrinsic low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
suppress lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"suppress lattice thermal conductivity. However, its impact on ionic transport in superionic conductors remains largely unexplored. In such systems, the migration of Cu ions complicates carrier and phonon transport since the additional scattering effects and ionic conductivity. Herein, we propose a novel path of in-situ forming endotaxial CsPbBr3 nanoprecipitates within a Cu1.96S matrix. It is found that the valence band alignment and crystallographic coherence facilitate carrier mobility. The endotaxial nanostructures decrease ionic conductivity and lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"suppress the lattice thermal conductivity. Ultimately, the resulting PbSn0.004Se+3 parts per thousand Cu obtains a maximum ZT of approximate to 1.7 at 800 K and an average ZT of approximate to 1.0, with a 7.7% power generation efficiency in a single-arm device, showing significant potential for commercial application. This article shows that Sn can effectively fill intrinsic Pb vacancies in PbSe, significantly enhancing the mobility of the material. The dynamic doping of Cu effectively improves the electrical transport properties over a wide temperature range, and also valid to suppress the lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"suppressed by partially filling the voids with Ce/Nd and making a Co substitution at the Fe site. Both the Hall and the Seebeck coefficient values were positive, indicating that all specimens had p-type characteristics. The electrical conductivity decreased with increasing temperatures, as in a degenerate semiconductor. The Seebeck coefficient increased with the charge compensation of Co and filler content of Nd; however, the electrical conductivity decreased. The partially double-filled specimens had a higher electrical conductivity and lower Seebeck coefficient than the completely double-filled specimens, due to the increase in carrier concentration. The lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"suppresses beta/gamma phase transformation, stabilizes cubic phase, enhances power factor, and reduces lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
suppresses lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
suppresses notoriously high lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
ultralow lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
electrochemical refrigeration thermocell,CB7671839CC,electrochemical refrigeration thermocell,canonical
In2S3,CB786774EDD,In2S3,canonical
CoSb3(100),CB7BF378E63,CoSb3(100),canonical
[Bi2Se2Br],CB7ED0185A3,[Bi2Se2Br],canonical
Ag2O-,CB7F7FB6D25,Ag2O-,canonical
NaCa2Ta3O10,CB88985A822,NaCa2Ta3O10,canonical
Al2Cl6,CB8B2C13B7F,Al2Cl6,canonical
photothermal thermogalvanic integration,CB9430BE241,photothermal thermogalvanic integration,canonical
KCu3SnSe4,CB978F81DC9,KCu3SnSe4,canonical
fe2+/3+ n-type thermocells. hollow mxene microspheres reduce restacking,CB9BC9FEEB4,fe2+/3+ n-type thermocells. hollow mxene microspheres reduce restacking,canonical
InCl3,CB9E3EA3865,InCl3,canonical
GelMA ion-induced crystallization,CB9E68D9D64,GelMA ion-induced crystallization,canonical
negative ionic seebeck coefficient,CB9F06A7811,negative ionic seebeck coefficient,canonical
Pb2Te2,CBA1243FA15,Pb2Te2,canonical
Al4Sb6,CBA315A9736,Al4Sb6,canonical
LiCa2Ta3O10,CBA55EF0BA3,LiCa2Ta3O10,canonical
thermogalvanic redox conversion,CBA7A0F0CA3,thermogalvanic redox conversion,canonical
Thermogalvanic conversion,CBA7A0F0CA3,thermogalvanic redox conversion,controlled_rule
Thermogalvanic effect,CBA7A0F0CA3,thermogalvanic redox conversion,controlled_rule
"temperature gradient drives localized oxidation of a nickel-bipyridine complex at the hot electrode only, creating chemical heterogeneity that augments thermopower via additional concentration gradient effects. We add weakly coordinating anions to stabilize the oxidized species, increase redox",CBA7A0F0CA3,thermogalvanic redox conversion,controlled_rule
thermogalvanic current,CBA7A0F0CA3,thermogalvanic redox conversion,controlled_rule
thermogalvanic power,CBA7A0F0CA3,thermogalvanic redox conversion,controlled_rule
thermogalvanic redox,CBA7A0F0CA3,thermogalvanic redox conversion,controlled_rule
thermogalvanic voltage,CBA7A0F0CA3,thermogalvanic redox conversion,controlled_rule
CaMoO6,CBA7BD99FC4,CaMoO6,canonical
RMnO3,CBA94BEB3CA,RMnO3,canonical
Li2CrO4,CBB2D87901B,Li2CrO4,canonical
increases configurational entropy contribution to ionic migration entropy,CBB6654C4D5,increases configurational entropy contribution to ionic migration entropy,canonical
Ag8SnSe6,CBB7C54B845,Ag8SnSe6,canonical
MgTFSI2,CBC05FE903D,MgTFSI2,canonical
Ba2Cu3O7,CBC2FED1E78,Ba2Cu3O7,canonical
Sr2CeBiO6,CBC3400BD75,Sr2CeBiO6,canonical
LaF3,CBC4FEE7561,LaF3,canonical
ionic conductivity,CBC536166F4,ionic conductivity,canonical
Pr4Ga2Se7O2,CBC7C840714,Pr4Ga2Se7O2,canonical
Ba11W4,CBCD8DB85FF,Ba11W4,canonical
Mo2C,CBCDA7C7382,Mo2C,canonical
LaT4X12,CBCE302615A,LaT4X12,canonical
Sr2Yb0,CBCE608A792,Sr2Yb0,canonical
MgCu3MSe4,CBCFF017669,MgCu3MSe4,canonical
[Bi3I12],CBD5EA3A3DA,[Bi3I12],canonical
Se75In25,CBD81E34BDA,Se75In25,canonical
inhibits thermosensitive crystal precipitation,CBD8431BA38,inhibits thermosensitive crystal precipitation,canonical
Sr2MoSbO6,CBD92B36F5A,Sr2MoSbO6,canonical
LaGa0,CBD9E3D458E,LaGa0,canonical
high seebeck coefficients,CBDA7CBD21E,high seebeck coefficients,canonical
Te3Cu0,CBDEECE9765,Te3Cu0,canonical
hap/sio2/zno/zro2 nanoparticles. solid-liquid phase transition stores heat,CBE4462A820,hap/sio2/zno/zro2 nanoparticles. solid-liquid phase transition stores heat,canonical
Na2TlSbCl6,CBEB4F1E2A2,Na2TlSbCl6,canonical
GaGe2Te,CBEDF6ECEED,GaGe2Te,canonical
electronic-structure modulation,CBF24CD6AF1,electronic-structure modulation,canonical
Density of states,CBF24CD6AF1,electronic-structure modulation,controlled_rule
Electronic structure,CBF24CD6AF1,electronic-structure modulation,controlled_rule
band gap,CBF24CD6AF1,electronic-structure modulation,controlled_rule
Sb4S13,CBF4B438EF7,Sb4S13,canonical
Ag2Te1,CBF7050739F,Ag2Te1,canonical
PrFe4P12,CBF7EAB746B,PrFe4P12,canonical
SnO4,CBF86FC0A3C,SnO4,canonical
metal selenide,CBFA1FD5D8A,metal selenide,canonical
selenide thermoelectric,CBFA1FD5D8A,metal selenide,controlled_rule
electrostatic interaction,CBFAB31D6E6,electrostatic interaction,canonical
electrostatic interactions,CBFAB31D6E6,electrostatic interaction,cleaned_open_concept
Coulomb interaction,CBFAB31D6E6,electrostatic interaction,controlled_rule
Li7MnN4,CBFC4C05F30,Li7MnN4,canonical
Ag8Sn,CBFF976DCFD,Ag8Sn,canonical
CF3SO3K,CC00F42C541,CF3SO3K,canonical
RE3+,CC0116CEA45,RE3+,canonical
3d multi-structured electrodes. cu2+ crystallization boosts thermopower,CC01396E78A,3d multi-structured electrodes. cu2+ crystallization boosts thermopower,canonical
solvation entropy,CC022D91D01,solvation entropy,canonical
anti-freezing organohydrogel design,CC028ABF9C6,anti-freezing organohydrogel design,canonical
or propylene carbonate. selective solvation between ionic liquids,CC040D01839,or propylene carbonate. selective solvation between ionic liquids,canonical
Cu2BaSn,CC0603DFD24,Cu2BaSn,canonical
FePb3Sb4Se10,CC086E25A85,FePb3Sb4Se10,canonical
NaCa2Ta3H10,CC0E4AB811F,NaCa2Ta3H10,canonical
WO3,CC14F8BF81F,WO3,canonical
nucleates ferrocyanide crystallization,CC156D74235,nucleates ferrocyanide crystallization,canonical
Li5La3Nb2O12,CC1A7D56B91,Li5La3Nb2O12,canonical
M2X3,CC1BAAF5FEE,M2X3,canonical
NaBF4,CC1BFBE56C4,NaBF4,canonical
Li3As,CC1C41CAB5A,Li3As,canonical
wearable biointerface thermocell,CC1DFFF3702,wearable biointerface thermocell,canonical
radiative-cooling thermogalvanic night generator,CC21FAA9671,radiative-cooling thermogalvanic night generator,canonical
SO32-,CC23D89DB7E,SO32-,canonical
Ag2PbSiS4,CC23F6539A8,Ag2PbSiS4,canonical
binder-free ti3c2tx mxene ppy electrodes. acid,CC249ADCC29,binder-free ti3c2tx mxene ppy electrodes. acid,canonical
high seebeck,CC2754A6A87,high seebeck,canonical
Sb2Se3,CC27710F85E,Sb2Se3,canonical
Na2MoO4,CC27FCAA063,Na2MoO4,canonical
cu2-xse superionic conductor. first-order superionic phase transition,CC2A0DC257F,cu2-xse superionic conductor. first-order superionic phase transition,canonical
Cs2ScAgBr6,CC2FBCFAFFE,Cs2ScAgBr6,canonical
RbSrBr3,CC30613EC7F,RbSrBr3,canonical
/k3 redox electrolyte. photothermal layer creates temperature gradient,CC3423BED18,/k3 redox electrolyte. photothermal layer creates temperature gradient,canonical
LiClO4,CC36BACA58A,LiClO4,canonical
ionic-electronic coupling,CC3BA67827F,ionic-electronic coupling,canonical
mixed ionic electronic,CC3BA67827F,ionic-electronic coupling,controlled_rule
y-shaped microchannel liquid-flow thermocell,CC3F20DA5F8,y-shaped microchannel liquid-flow thermocell,canonical
EMIMBF4,CC4208AB219,EMIMBF4,canonical
Ba8Li5Ge41,CC44B39A1D2,Ba8Li5Ge41,canonical
ionic seebeck coefficient,CC44C08236F,ionic seebeck coefficient,canonical
Cu6Sn5(110),CC460A25844,Cu6Sn5(110),canonical
FeCl3,CC4889A8451,FeCl3,canonical
Ac2MgGa,CC4999BD8D5,Ac2MgGa,canonical
CO3,CC506F97717,CO3,canonical
RbTaO3,CC540A483CD,RbTaO3,canonical
LaInO3,CC58682E896,LaInO3,canonical
convection and mass transport,CC5968B917E,convection and mass transport,canonical
convection,CC5968B917E,convection and mass transport,controlled_rule
convective mass transfer,CC5968B917E,convection and mass transport,controlled_rule
mass transport,CC5968B917E,convection and mass transport,controlled_rule
etched carbon-cloth redox interface,CC59B7CDA15,etched carbon-cloth redox interface,canonical
AgMgF3,CC5B25FF874,AgMgF3,canonical
Pb3O4-50,CC66B3FDE5A,Pb3O4-50,canonical
SrRuO3,CC7406754AF,SrRuO3,canonical
LaNi0,CC7B06292A0,LaNi0,canonical
mixed ionic-covalent bonding,CC7D2579013,mixed ionic-covalent bonding,canonical
ionic-covalent bonding,CC7D2579013,mixed ionic-covalent bonding,controlled_rule
mixed ionic-covalent,CC7D2579013,mixed ionic-covalent bonding,controlled_rule
FeNdO3,CC7F230CCDF,FeNdO3,canonical
CsNdZnTe3,CC7F4E39E29,CsNdZnTe3,canonical
Nafion,CC80A29B7B0,Nafion,canonical
CaZrO3,CC8794D3FD6,CaZrO3,canonical
dual-ion complexation,CC8AD192778,dual-ion complexation,canonical
conductivity measured,CC8B10C70C2,conductivity measured,canonical
EuLaCuSe3,CC8E7D1099C,EuLaCuSe3,canonical
thermoelectric conversion efficiency,CC8FC17BFDB,thermoelectric conversion efficiency,canonical
CuCrSe2,CC9289BCDC3,CuCrSe2,canonical
CaMnO3,CC93188DA83,CaMnO3,canonical
LiFe1,CC949124823,LiFe1,canonical
K2CdSn,CC960051B35,K2CdSn,canonical
MoO4,CC9ACD05074,MoO4,canonical
La3Co29,CC9F5A64A53,La3Co29,canonical
biomass-derived porous carbon electrode,CCA96556522,biomass-derived porous carbon electrode,canonical
ferri/ferrocyanide redox chemistry,CCAABE058E7,ferri/ferrocyanide redox chemistry,canonical
ferri/ferrocyanide thermogalvanic,CCAABE058E7,ferri/ferrocyanide redox chemistry,cleaned_open_concept
TeO2-,CCACE9FE8A2,TeO2-,canonical
KBF4,CCADB8DAB3E,KBF4,canonical
Ca2RuO4,CCB000C829F,Ca2RuO4,canonical
Cu22Sn10S32,CCB05190003,Cu22Sn10S32,canonical
lower lattice thermal conductivity,CCB610B0F66,lower lattice thermal conductivity,canonical
ionic liquid,CCB7E33D0FE,ionic liquid,canonical
Ionic liquids,CCB7E33D0FE,ionic liquid,controlled_rule
CaAl2Si2,CCBCA6BFAFF,CaAl2Si2,canonical
MoO3,CCC7004384F,MoO3,canonical
Cs2AgCrBr6,CCC8D6BF170,Cs2AgCrBr6,canonical
seebeck coefficient alpha,CCD0AA30DA3,seebeck coefficient alpha,canonical
high power density,CCD1F5CE332,high power density,canonical
[Fe(CN)6]3-/,CCD51364AD7,[Fe(CN)6]3-/,canonical
LiBaH3,CCD8DCF7C16,LiBaH3,canonical
Sr2MgSeO6,CCDA320E804,Sr2MgSeO6,canonical
GaCuS2,CCDB890E1F1,GaCuS2,canonical
Li3N,CCDD59286D4,Li3N,canonical
YxAl1,CCE755F319D,YxAl1,canonical
Cu12Sb4S13,CCEB91538FE,Cu12Sb4S13,canonical
LiPF6,CCF34ED361A,LiPF6,canonical
Nb2CSe2,CCF3E562646,Nb2CSe2,canonical
thermal conductivity,CCF542D6217,thermal conductivity,canonical
density functional theory calculations,CCF7BB8C525,density functional theory calculations,canonical
La2Ni0,CCF9E4AAADC,La2Ni0,canonical
AgMnSn1,CCFAF24AB3C,AgMnSn1,canonical
Cs2InAgCl6,CCFCE88B3A6,Cs2InAgCl6,canonical
solid electrolyte,CCFD9A81EEE,solid electrolyte,canonical
solid state electrolyte,CCFD9A81EEE,solid electrolyte,controlled_rule
BaCe0,CD01AF9707C,BaCe0,canonical
Cs2LiGaCl6,CD0321430AE,Cs2LiGaCl6,canonical
YBa2Cu3O6,CD0451C17DB,YBa2Cu3O6,canonical
AgCoF3,CD0865E65C3,AgCoF3,canonical
ultralow lattice thermal conductivity,CD0AC412088,ultralow lattice thermal conductivity,canonical
carbon cloth,CD0FD071A10,carbon cloth,canonical
Cs2CdZnCl6,CD151A57EA9,Cs2CdZnCl6,canonical
AlSiTe3,CD17501215E,AlSiTe3,canonical
K2IrCl6,CD1949CBFBA,K2IrCl6,canonical
TTFCOONH4,CD2945515EE,TTFCOONH4,canonical
[Co(bpy)3]2+/3+,CD2D107090A,[Co(bpy)3]2+/3+,canonical
TiO3,CD2F5C2DDDC,TiO3,canonical
AgBiS2,CD32A34027E,AgBiS2,canonical
CuSO4,CD3462DB8FF,CuSO4,canonical
hydrogen bonding enable p-type thermodiffusion,CD3728B716D,hydrogen bonding enable p-type thermodiffusion,canonical
NbSe2Br2,CD38DBF4F2F,NbSe2Br2,canonical
phase stability,CD3DDD3849E,phase stability,canonical
host-guest complexation,CD486BA800F,host-guest complexation,canonical
cyclodextrin-triiodide complex,CD486BA800F,host-guest complexation,controlled_rule
host-guest,CD486BA800F,host-guest complexation,controlled_rule
LaAl0,CD4A92135B6,LaAl0,canonical
lowers charge-transfer/diffusion resistance,CD4AEDD19F8,lowers charge-transfer/diffusion resistance,canonical
low conductivity,CD4C833BBB0,low conductivity,canonical
highest seebeck coefficient,CD4EE2672A4,highest seebeck coefficient,canonical
CaMg2Sb2,CD4FA8BFE63,CaMg2Sb2,canonical
higher seebeck,CD50D757FDC,higher seebeck,canonical
polaron hopping,CD515CCF7C2,polaron hopping,canonical
polaronic hopping,CD515CCF7C2,polaron hopping,controlled_rule
small polaron,CD515CCF7C2,polaron hopping,controlled_rule
SnZrO3,CD584AD3F5A,SnZrO3,canonical
enhancing thermodiffusion,CD6888A448B,enhancing thermodiffusion,canonical
Li2GeSnX6,CD6DF65AC0A,Li2GeSnX6,canonical
SiO2-3,CD71179F534,SiO2-3,canonical
NH4CoF3,CD738BC5CB3,NH4CoF3,canonical
porous/pin-electrode thermal-gradient architecture,CD75A87C7E8,porous/pin-electrode thermal-gradient architecture,canonical
Cs2RbTlI6,CD778042A55,Cs2RbTlI6,canonical
fe3+/fe2+. dmso-eg hydrogen bonding prevents crystallization/evaporation,CD77CF16F8F,fe3+/fe2+. dmso-eg hydrogen bonding prevents crystallization/evaporation,canonical
SrMoO4,CD7C09EB6BD,SrMoO4,canonical
cl- determine soret minima,CD7E6864615,cl- determine soret minima,canonical
CdBi4,CD827E823AE,CdBi4,canonical
Ge2Sb2Se4Te,CD831CF7D4E,Ge2Sb2Se4Te,canonical
high-thermopower ionic,CD8689A4074,high-thermopower ionic,canonical
nanochannel-based ionic thermoelectric systems. soret-driven ion migration,CD86D356C53,nanochannel-based ionic thermoelectric systems. soret-driven ion migration,canonical
TiCuF3,CD886CF8242,TiCuF3,canonical
CsAg4Br3,CD9053F2FA5,CsAg4Br3,canonical
H3PO4,CD9110998D6,H3PO4,canonical
[Sr2F2]2+,CD9A3189699,[Sr2F2]2+,canonical
KI3,CD9CFBAF0F7,KI3,canonical
Ca11Sb10,CD9E88BC092,Ca11Sb10,canonical
Sb2S3,CD9ECDD15B4,Sb2S3,canonical
total thermal conductivity,CDA0271FE39,total thermal conductivity,canonical
NaBH4,CDA058FF9DB,NaBH4,canonical
Ag3AuSxSe2,CDA689CC5BD,Ag3AuSxSe2,canonical
Co2VAl,CDAA2E00999,Co2VAl,canonical
Li2SO4,CDAD26E0706,Li2SO4,canonical
machine learning,CDAD3B4D79F,machine learning,canonical
selective ion transport pathways that enhance thermodiffusion,CDAD656FC4E,selective ion transport pathways that enhance thermodiffusion,canonical
dmso-water hydrogen bonding gives anti-freezing,CDAE0A7B4D2,dmso-water hydrogen bonding gives anti-freezing,canonical
AlCl4,CDB19AE3DD8,AlCl4,canonical
CaF2,CDB754D99FD,CaF2,canonical
conductivity measurements,CDB90DFF9A6,conductivity measurements,canonical
HfSe2,CDBBD5033EA,HfSe2,canonical
polymer-water interaction,CDBC384EF52,polymer-water interaction,canonical
bound water,CDBC384EF52,polymer-water interaction,controlled_rule
water state,CDBC384EF52,polymer-water interaction,controlled_rule
thermoelectric refrigeration system,CDBDF469917,thermoelectric refrigeration system,canonical
TiCoSb1,CDC20A3CE0C,TiCoSb1,canonical
MxCoO2,CDC64643A66,MxCoO2,canonical
different charge-transfer resistances,CDC92402782,different charge-transfer resistances,canonical
Bi2O3,CDCCAF92956,Bi2O3,canonical
CsGe7As15,CDCF2D71089,CsGe7As15,canonical
CsCu2I3,CDD604AC194,CsCu2I3,canonical
effects heat-flux definition controls interpretation of interfacial heat,CDD6DB2816A,effects heat-flux definition controls interpretation of interfacial heat,canonical
CrFe2O4,CDDAE130E1E,CrFe2O4,canonical
deep-eutectic eutogel electrolyte,CDDD624085F,deep-eutectic eutogel electrolyte,canonical
Cs2AgCrI6,CDE2022B047,Cs2AgCrI6,canonical
increases redox entropy change,CDEA6E7932D,increases redox entropy change,canonical
Ag8GeS6,CDEB6762A9E,Ag8GeS6,canonical
biomimetic conical nanochannel membrane. directed ionic flow,CDEE4581130,biomimetic conical nanochannel membrane. directed ionic flow,canonical
AlB3,CDF5B4B5F9D,AlB3,canonical
high-entropy gel thermocell,CDF76A156B5,high-entropy gel thermocell,canonical
nanocomposite,CDF78985483,nanocomposite,canonical
nanocomposites,CDF78985483,nanocomposite,controlled_rule
negative thermopower,CDF793D9F68,negative thermopower,canonical
interfacial entropy tune electrochemical thermopower within tio2,CDF799F3050,interfacial entropy tune electrochemical thermopower within tio2,canonical
photothermal layer creates in-plane temperature gradient,CDF7BFCBAA7,photothermal layer creates in-plane temperature gradient,canonical
Y3Ba5Cu8,CDFAF163EF0,Y3Ba5Cu8,canonical
proton soret effect,CE043FE931F,proton soret effect,canonical
atomic force microscopy,CE096C1531E,atomic force microscopy,canonical
CuFeS2,CE0C8909862,CuFeS2,canonical
Fe2O3,CE0DABA7381,Fe2O3,canonical
Manning counterion condensation,CE10EBC642C,Manning counterion condensation,canonical
counterion condensation,CE10EBC642C,Manning counterion condensation,controlled_rule
Cu7PSe5,CE13A8036EE,Cu7PSe5,canonical
Bi2Te2,CE155A90258,Bi2Te2,canonical
scanning electron microscopy,CE1E499232F,scanning electron microscopy,canonical
SEM,CE1E499232F,scanning electron microscopy,controlled_rule
conductivity data,CE21E61349E,conductivity data,canonical
Na2S,CE22826F1F4,Na2S,canonical
KAg3Se2,CE231AFE61B,KAg3Se2,canonical
redox-kinetics enhancement,CE2D00B183C,redox-kinetics enhancement,canonical
redox kinetics,CE2D00B183C,redox-kinetics enhancement,cleaned_open_concept
electrode kinetics,CE2D00B183C,redox-kinetics enhancement,controlled_rule
exchange current density,CE2D00B183C,redox-kinetics enhancement,controlled_rule
Nb2O5,CE2D3B9DC27,Nb2O5,canonical
InGeF3,CE2D490C93F,InGeF3,canonical
RbXF3,CE2E0B850A9,RbXF3,canonical
ultralow thermal conductivity,CE310918694,ultralow thermal conductivity,canonical
YBa2,CE331B8032E,YBa2,canonical
Ca2CoO3,CE3343359B9,Ca2CoO3,canonical
redox-layer ionic-gradient cell,CE39B16551E,redox-layer ionic-gradient cell,canonical
negative-thermopower ionic organohydrogel,CE39CD296E9,negative-thermopower ionic organohydrogel,canonical
RbLiZnS2,CE3AEB6368A,RbLiZnS2,canonical
[CdSe6],CE45735CCE1,[CdSe6],canonical
Ag8TS6,CE45D211EA2,Ag8TS6,canonical
low thermopower,CE482465EFA,low thermopower,canonical
SnSe6,CE48616ECBB,SnSe6,canonical
piezoresistive-thermoelectric coupling,CE48798D135,piezoresistive-thermoelectric coupling,canonical
piezoresistive,CE48798D135,piezoresistive-thermoelectric coupling,controlled_rule
resistance gating,CE48798D135,piezoresistive-thermoelectric coupling,controlled_rule
[C4C1Im]3,CE49BFF2DCB,[C4C1Im]3,canonical
interfacial charge transfer,CE4B0E242E7,interfacial charge transfer,canonical
charge transfer,CE4B0E242E7,interfacial charge transfer,cleaned_open_concept
interfacial ion and electron transfer,CE4B0E242E7,interfacial charge transfer,controlled_rule
i2/ki/emim bf4 electrolyte. bf4- chaotropicity,CE4B65B2571,i2/ki/emim bf4 electrolyte. bf4- chaotropicity,canonical
n-type thermopower,CE527D376EA,n-type thermopower,canonical
Sb2O3,CE6923132AC,Sb2O3,canonical
Cu3Sn(100),CE6B3D66856,Cu3Sn(100),canonical
opposite-entropy redox pairs,CE6DDD0FBCA,opposite-entropy redox pairs,canonical
dynamic crosslinked gel network,CE6FC512ED2,dynamic crosslinked gel network,canonical
PEM proton-coupled thermoelectrochemical converter,CE72046E870,PEM proton-coupled thermoelectrochemical converter,canonical
ionogel,CE7888BA5E1,ionogel,canonical
Ionogels,CE7888BA5E1,ionogel,controlled_rule
LaCoO3,CE7BBDE9AA2,LaCoO3,canonical
BiOCu1,CE7C9C00EA0,BiOCu1,canonical
species. thermodiffusion of electrolyte ions plus i-/i3- conversion,CE7D1F2A10A,species. thermodiffusion of electrolyte ions plus i-/i3- conversion,canonical
MXene-reinforced thermogalvanic gel,CE8285F698E,MXene-reinforced thermogalvanic gel,canonical
EuMg2Bi2,CE863580186,EuMg2Bi2,canonical
mxene/pva hydrogel,CE864B1B8E4,mxene/pva hydrogel,canonical
diffusion produce ion-specific soret coefficients,CE8B04DC684,diffusion produce ion-specific soret coefficients,canonical
Ag2MoO4,CE917D2DA27,Ag2MoO4,canonical
thermal charging,CE98C075230,thermal charging,canonical
BaWO4,CE9A58564C1,BaWO4,canonical
PrMnO3,CE9AD160EA7,PrMnO3,canonical
thermal-gradient heat-transfer control,CEA29EF1A99,thermal-gradient heat-transfer control,canonical
Thermal Management,CEA29EF1A99,thermal-gradient heat-transfer control,controlled_rule
heat transfer,CEA29EF1A99,thermal-gradient heat-transfer control,controlled_rule
thermal resistance,CEA29EF1A99,thermal-gradient heat-transfer control,controlled_rule
thermally isolates,CEA29EF1A99,thermal-gradient heat-transfer control,controlled_rule
eumelanin. photothermal water transpiration creates thermal gradients,CEA7881BA28,eumelanin. photothermal water transpiration creates thermal gradients,canonical
CeCu2Si2,CEA85B237A2,CeCu2Si2,canonical
oriented ion-transport channels,CEA97D4EE60,oriented ion-transport channels,canonical
oriented ionic transport nanochannel,CEA97D4EE60,oriented ion-transport channels,controlled_rule
oriented with an excellent single crystalline phase. The smaller ionic radius of the transition metal elements makes the QLs of Bi2Se3 thinner. Their abundant magnetism will provide spin-phonon coupling channel,CEA97D4EE60,oriented ion-transport channels,controlled_rule
molten salt,CEA9836CD32,molten salt,canonical
eutectic melt,CEA9836CD32,molten salt,controlled_rule
graphene oxide nanochannel membranes,CEADEDECCF6,graphene oxide nanochannel membranes,canonical
MnO3,CEAE99FC3AE,MnO3,canonical
LaO1,CEB7BFF9CF6,LaO1,canonical
NC4N,CEBDAD9BB1E,NC4N,canonical
LiNO3,CEBF8E29E0A,LiNO3,canonical
