variant,source,source_label,target,target_label,rank,cosine,same_paper
baseline_80,TG:P0150:n2,ionic conductivity,TG:P0146:n4,ionic conductivity,5,0.8888599276542664,False
baseline_80,TG:P0150:n2,ionic conductivity,TG:P0045:n1,salting out effect,6,0.8819351196289062,False
baseline_80,TG:P0150:n2,ionic conductivity,TG:P0288:n1,superior ionic conductivity,7,0.8710401058197021,False
baseline_80,TG:P0150:n2,ionic conductivity,TG:P0014:n4,ionic conductivity,8,0.8692996501922607,False
baseline_80,TG:P0150:n2,ionic conductivity,TG:P0013:n2,electrical performance,9,0.8609195947647095,False
baseline_80,TG:P0150:n2,ionic conductivity,TG:P0047:n3,ionic crosslinks,10,0.8580679893493652,False
baseline_80,TG:P0186:n4,output current density,TG:P0186:n3,effective surface area,1,0.9580721259117126,True
baseline_80,TG:P0186:n4,output current density,TG:P0186:n2,thermopower,2,0.9513401389122009,True
baseline_80,TG:P0186:n4,output current density,TG:P0186:n1,electrode composition,3,0.9463143348693848,True
baseline_80,TG:P0186:n4,output current density,TG:P0289:n3,current generation capacity and overall efficiency,4,0.8986294865608215,False
baseline_80,TG:P0186:n4,output current density,TG:P0154:n3,output power,5,0.883298397064209,False
baseline_80,TG:P0186:n4,output current density,TG:P0199:n3,output power density,6,0.8809821009635925,False
baseline_80,TG:P0186:n4,output current density,TG:P0289:n1,electrochemically accessible surface areas,7,0.8795545101165771,False
baseline_80,TG:P0186:n4,output current density,TG:P0229:n4,short circuit current,8,0.8780794739723206,False
baseline_80,TG:P0186:n4,output current density,TG:P0208:n2,power output,9,0.8700799942016602,False
baseline_80,TG:P0186:n4,output current density,TG:P0011:n4,power density output,10,0.8660910725593567,False
baseline_80,TG:P0189:n4,power density,TG:P0189:n2,natural convection,1,0.9728084802627563,True
baseline_80,TG:P0189:n4,power density,TG:P0189:n3,ion transport flux and overpotentials,2,0.9637842774391174,True
baseline_80,TG:P0189:n4,power density,TG:P0077:n2,power density,3,0.9071715474128723,False
baseline_80,TG:P0189:n4,power density,TG:P0199:n3,output power density,4,0.9025456309318542,False
baseline_80,TG:P0189:n4,power density,TG:P0303:n1,Natural convection,5,0.8892179131507874,False
baseline_80,TG:P0189:n4,power density,TG:P0303:n3,conversion efficiency,6,0.8882181644439697,False
baseline_80,TG:P0189:n4,power density,TG:P0281:n2,output power,7,0.8841216564178467,False
baseline_80,TG:P0189:n4,power density,TG:P0189:n1,operating parameter,8,0.8832671046257019,True
baseline_80,TG:P0189:n4,power density,TG:P0077:n1,enhancing (suppressing) heat transfer between the hot (cold) side and ambient air,9,0.8776081800460815,False
baseline_80,TG:P0189:n4,power density,TG:P0211:n1,internal resistances of the cell,10,0.8739123940467834,False
baseline_80,TG:P0206:n2,mechanical performance,TG:P0206:n4,Seebeck coefficient,1,0.9551140666007996,True
baseline_80,TG:P0206:n2,mechanical performance,TG:P0206:n3,water retention,2,0.9291903376579285,True
baseline_80,TG:P0206:n2,mechanical performance,TG:P0206:n1,"strong interactions between CMC, the polyacrylamide network, water molecules and thermogalvanic ions",3,0.9168293476104736,True
baseline_80,TG:P0206:n2,mechanical performance,TG:P0185:n3,mechanical performance and output power density,4,0.8700663447380066,False
baseline_80,TG:P0206:n2,mechanical performance,TG:P0055:n3,power output,5,0.8672861456871033,False
baseline_80,TG:P0206:n2,mechanical performance,TG:P0013:n2,electrical performance,6,0.8665621280670166,False
baseline_80,TG:P0206:n2,mechanical performance,TG:P0200:n2,thermopower and mechanical properties,7,0.8621362447738647,False
baseline_80,TG:P0206:n2,mechanical performance,TG:P0156:n2,thermoelectric hydrogel,8,0.8608776926994324,False
baseline_80,TG:P0206:n2,mechanical performance,TG:P0156:n3,voltage output,9,0.8600893020629883,False
baseline_80,TG:P0206:n2,mechanical performance,TG:P0032:n3,sensing performance,10,0.8549601435661316,False
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0224:n1,thermodiffusion term,1,0.9698389172554016,True
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0224:n5,particle concentration and the applied magnetic field strength and direction,2,0.9579166769981384,True
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0224:n3,Eastman entropy of transfer,3,0.9558349251747131,True
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0224:n4,electrophoretic charge number of colloidal particles,4,0.9448184967041016,True
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0247:n2,thermal diffusion,5,0.8539025187492371,False
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0232:n1,thermal diffusion,6,0.848214328289032,False
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0247:n3,Seebeck coefficient,7,0.8355671763420105,False
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0295:n3,thermally driven mass diffusion (the Soret effect),8,0.8348013758659363,False
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0295:n1,temperature gradient,9,0.829820454120636,False
baseline_80,TG:P0224:n2,diffusion coefficient,TG:P0288:n2,higher diffusion coefficients,10,0.8293455243110657,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0232:n3,heat generation at an interface,1,0.9730545878410339,True
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0232:n2,Dufour energy flux density,2,0.9655565619468689,True
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0134:n3,thermal diffusion potential (TDP),3,0.9126675724983215,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0129:n2,diffusion-convection transport,4,0.9032955169677734,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0129:n1,diffusion-migration transport,5,0.9005225300788879,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0129:n3,concentration distribution,6,0.8970760703086853,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0133:n2,electrical power,7,0.8947657942771912,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0129:n4,current-voltage curves,8,0.8903627395629883,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0133:n3,high thermal flux,9,0.8819600939750671,False
baseline_80,TG:P0232:n1,thermal diffusion,TG:P0247:n2,thermal diffusion,10,0.8770990371704102,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0247:n1,ionic interactions,1,0.9798908829689026,True
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0247:n3,Seebeck coefficient,2,0.9781848192214966,True
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0288:n2,higher diffusion coefficients,3,0.887179970741272,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0053:n2,ion diffusion,4,0.882575511932373,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0232:n1,thermal diffusion,5,0.8770990371704102,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0295:n3,thermally driven mass diffusion (the Soret effect),6,0.8652433753013611,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0080:n3,Seebeck coefficient,7,0.8637027740478516,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0225:n3,Seebeck coefficient,8,0.8616832494735718,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0067:n3,thermal conductivity,9,0.8612038493156433,False
baseline_80,TG:P0247:n2,thermal diffusion,TG:P0079:n1,Seebeck coefficient,10,0.8606619238853455,False
baseline_80,TG:P0261:n5,ion transport,TG:P0261:n2,viscoelasticity of the precursor,1,0.9587470293045044,True
baseline_80,TG:P0261:n5,ion transport,TG:P0261:n4,mechanical robustness,2,0.9581362009048462,True
baseline_80,TG:P0261:n5,ion transport,TG:P0261:n3,double-network porous structure,3,0.9556408524513245,True
baseline_80,TG:P0261:n5,ion transport,TG:P0261:n1,kappa-carrageenan,4,0.9513548016548157,True
baseline_80,TG:P0261:n5,ion transport,TG:P0006:n3,ion-transport highway,5,0.8571636080741882,False
baseline_80,TG:P0261:n5,ion transport,TG:P0045:n2,confined ion transportation in micro/nano channels,6,0.8559626936912537,False
baseline_80,TG:P0261:n5,ion transport,TG:P0006:n5,mechanical strength,7,0.8541701436042786,False
baseline_80,TG:P0261:n5,ion transport,TG:P0249:n3,ion transport can be unipolar,8,0.8505487442016602,False
baseline_80,TG:P0261:n5,ion transport,TG:P0045:n3,ion concentration,9,0.8439335823059082,False
baseline_80,TG:P0261:n5,ion transport,TG:P0006:n1,thermosensitive-crystallization,10,0.8407548069953918,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0279:n1,surface was modified to be hydrophilic,1,0.9575841426849365,True
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0067:n2,thermal barrier,2,0.8473289608955383,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0067:n3,thermal conductivity,3,0.8439670205116272,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0008:n2,resistance of the hydrogel to dehydration and low temperatures,4,0.8363084197044373,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0169:n4,interface charge transfer resistance,5,0.8312177658081055,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0076:n1,low thermal conductivity,6,0.8285772800445557,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0067:n4,Seebeck coefficient,7,0.8275089263916016,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0067:n1,polyvinylidene fluoride diaphragm,8,0.827470064163208,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0088:n3,thermal resistances,9,0.8251858353614807,False
baseline_80,TG:P0279:n2,interfacial resistance,TG:P0052:n2,flexibility at -80 degrees C,10,0.8236647844314575,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0297:n3,ionic thermopower,1,0.9868943095207214,True
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0297:n1,RH is raised,2,0.9694773554801941,True
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0288:n1,superior ionic conductivity,3,0.9053499102592468,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0180:n3,coupled ionic Seebeck effect,4,0.8841930627822876,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0288:n3,power enhancement,5,0.8832569122314453,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0227:n2,thermoelectric power,6,0.879935085773468,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0146:n4,ionic conductivity,7,0.879875659942627,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0227:n3,high ionic-liquid concentrations,8,0.8738322257995605,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0285:n4,ionic conductivity,9,0.8687431216239929,False
baseline_80,TG:P0297:n2,ionic electrical conductivity,TG:P0096:n3,decoupling of thermopower and ionic conductivity,10,0.8686058521270752,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0316:n1,accumulation of potassium ions at doped CNT electrodes,1,0.9764183163642883,True
baseline_80,TG:P0316:n2,short-circuit current,TG:P0229:n4,short circuit current,2,0.8452414274215698,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0332:n2,supply electric power after the temperature difference between the electrodes was removed,3,0.8401284217834473,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0127:n2,power conversion efficiency,4,0.83820641040802,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0267:n1,copper electrodes,5,0.8360099792480469,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0083:n3,performance,6,0.8347727656364441,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0229:n1,electrolyte concentration,7,0.833118200302124,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0041:n3,electrical power,8,0.8331000804901123,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0289:n3,current generation capacity and overall efficiency,9,0.8279815316200256,False
baseline_80,TG:P0316:n2,short-circuit current,TG:P0332:n1,concentration differences between the two region separated by the ion-exchange membrane,10,0.8272824883460999,False
baseline_80,TG:P0326:n2,corrosion,TG:P0326:n1,"compact passive layer comprising of Cr2O3, Fe3O4 and Fe2O3",1,0.9533886909484863,True
baseline_80,TG:P0326:n2,corrosion,TG:P0327:n2,corrosion,2,0.9377541542053223,False
baseline_80,TG:P0326:n2,corrosion,TG:P0327:n1,adding inhibitor Li2CrO4,3,0.918688952922821,False
baseline_80,TG:P0326:n2,corrosion,TG:P0323:n2,corrosion area,4,0.8933112025260925,False
baseline_80,TG:P0326:n2,corrosion,TG:P0323:n1,"formation of the aqueous species FeBr2(aq) and FeBr3(aq) and destabilization of the solid species Fe, Fe(OH)(2)(s), Fe3O4, and Fe2O3",5,0.871263325214386,False
baseline_80,TG:P0326:n2,corrosion,TG:P0131:n3,pitting potential,6,0.8589962720870972,False
baseline_80,TG:P0326:n2,corrosion,TG:P0330:n2,low-resistance electrolyte,7,0.8553718328475952,False
baseline_80,TG:P0326:n2,corrosion,TG:P0131:n1,high temperatures,8,0.8553335666656494,False
baseline_80,TG:P0326:n2,corrosion,TG:P0131:n2,passive current densities,9,0.8486201167106628,False
baseline_80,TG:P0326:n2,corrosion,TG:P0230:n1,Temperature and Reynolds number,10,0.8378361463546753,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0346:n2,pi-pi interactions between Fmoc groups,1,0.9817726016044617,True
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0346:n3,highly porous colloidal network,2,0.9766486883163452,True
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0686:n2,dynamic noncovalent interactions,3,0.8458637595176697,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0686:n1,fluorine-rich copolymer network,4,0.8390750885009766,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0602:n1,solid networks formed by PVDF-HFP,5,0.8335675597190857,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0686:n3,multifunctionality,6,0.8322260975837708,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0602:n2,microstructure,7,0.8319692611694336,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0457:n1,dynamic ion-dipole interactions,8,0.8205034136772156,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0434:n2,aggregation of positively charged molecular chains,9,0.8179978728294373,False
baseline_80,iTE:P0346:n1,Fmoc-FF,iTE:P0900:n1,colloidal component of the shaped elements,10,0.8172139525413513,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0346:n1,Fmoc-FF,1,0.9817726016044617,True
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0346:n3,highly porous colloidal network,2,0.9705448150634766,True
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0686:n2,dynamic noncovalent interactions,3,0.839252769947052,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0602:n1,solid networks formed by PVDF-HFP,4,0.8339822888374329,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P1614:n1,electrostatic and ion-pi interactions,5,0.8315957188606262,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0602:n2,microstructure,6,0.8280296325683594,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0466:n2,pi-pi* stacking,7,0.8277920484542847,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0434:n2,aggregation of positively charged molecular chains,8,0.8261377811431885,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0466:n1,hydrophobic anions of nFSI(-),9,0.8259053230285645,False
baseline_80,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0944:n1,"interfacial interactions (cation-pi, pi-pi, d-p coupling)",10,0.8234457969665527,False
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0371:n3,repeated charge and discharge cycles,1,0.9656184315681458,True
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0371:n1,carbon nanotube-cellulose membrane,2,0.9596306681632996,True
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0371:n2,temporally varying temperature gradients,3,0.9537837505340576,True
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0353:n5,continuous power generation,4,0.8605652451515198,False
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0828:n4,continuous power output,5,0.8548336029052734,False
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0370:n3,periodic temperature gradient,6,0.8503019213676453,False
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0370:n1,charging and discharging current from ITESCs,7,0.8414204120635986,False
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0373:n3,cyclic power generation,8,0.8407022356987,False
baseline_80,iTE:P0371:n4,continuous operation,iTE:P1694:n2,self-maintained capability,9,0.8403522968292236,False
baseline_80,iTE:P0371:n4,continuous operation,iTE:P0607:n2,accumulation of charge carriers in response to temperature gradient,10,0.8401909470558167,False
baseline_80,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0387:n4,positive Seebeck coefficient,1,0.9926787614822388,True
baseline_80,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0387:n3,cation-generating species,2,0.9679635167121887,True
baseline_80,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0387:n1,mobile anion-generating species,3,0.9644308090209961,True
baseline_80,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0625:n3,negative Seebeck coefficient,4,0.8965471386909485,False
baseline_80,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0379:n3,Seebeck coefficient,5,0.8895483016967773,False
