concept_id,domain,display_label,display_label_source,member_count,source_mention_ids,raw_labels,paper_ids,source_roles,canonical_role,role_status,judge_partition_id,normalization_basis,concept_status,acceptance_status,required_human_review,run_id
draft:v2:TG:1a80b964ec9b50cf8c8d,TG,activation overpotential,raw_phrase,1,"[""TG:P0127:n3""]","[""activation overpotential""]","[""P0127""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1a84d8a092e29f5e27fb,TG,18-crown-6,raw_phrase,1,"[""TG:P0030:n1""]","[""18-crown-6""]","[""P0030""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1a99d401b52c8ac6a734,TG,电池输出电流,judge_partition_definition,3,"[""TG:P0094:n5"", ""TG:P0127:n4"", ""TG:P0175:n3""]","[""cell current"", ""current""]","[""P0094"", ""P0127"", ""P0175""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g090:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1aa6cb3e0d463e57b7e9,TG,ultraviolet damage,raw_phrase,1,"[""TG:P0191:n3""]","[""ultraviolet damage""]","[""P0191""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1bc012d3b63cfd18d30f,TG,high ionic-liquid concentrations,raw_phrase,1,"[""TG:P0227:n3""]","[""high ionic-liquid concentrations""]","[""P0227""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1bdaf8043fc8cc0eb071,TG,modification with (3-trimethylammonium bromide)thiopropane,raw_phrase,1,"[""TG:P0041:n1""]","[""modification with (3-trimethylammonium bromide)thiopropane""]","[""P0041""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1c666b03cc9d618681e1,TG,Fe3+ concentration,raw_phrase,1,"[""TG:P0026:n2""]","[""Fe3+ concentration""]","[""P0026""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1c6b727a9bea309dc27e,TG,sheet conductance,raw_phrase,1,"[""TG:P0231:n2""]","[""sheet conductance""]","[""P0231""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1ca0ae9356549f507358,TG,microcrystalline regions,raw_phrase,1,"[""TG:P0057:n3""]","[""microcrystalline regions""]","[""P0057""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1cad0be52d94cb1d5758,TG,双LiCoO2/Li电池温度循环,judge_partition_definition,1,"[""TG:P0115:n1""]","[""two LiCoO2/Li cells were separately cycled between two temperatures""]","[""P0115""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,astra:g098:p000,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1ccb421e1bb6ed03b366,TG,water containing DES,raw_phrase,1,"[""TG:P0246:n1""]","[""water containing DES""]","[""P0246""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1ce4b2c805100dba61ea,TG,KCl,raw_phrase,1,"[""TG:P0043:n1""]","[""KCl""]","[""P0043""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1ceb7c6b66ecda45a6d7,TG,heat-flux transduction,raw_phrase,1,"[""TG:P0079:n2""]","[""heat-flux transduction""]","[""P0079""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1d61af2cc2e74b9a6283,TG,"hydrogen bonds among phytic acid, glycerol, and water",raw_phrase,1,"[""TG:P0013:n1""]","[""hydrogen bonds among phytic acid, glycerol, and water""]","[""P0013""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1dda2c310181961e3a1b,TG,ionic interactions,raw_phrase,1,"[""TG:P0247:n1""]","[""ionic interactions""]","[""P0247""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1e67b7fe71e696c30a2c,TG,redox kinetics,raw_phrase,1,"[""TG:P0135:n4""]","[""redox kinetics""]","[""P0135""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1f25e15bf0d44e21ea96,TG,solid-electrolyte cell,raw_phrase,1,"[""TG:P0241:n1""]","[""solid-electrolyte cell""]","[""P0241""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:1fa1ef9783f66e96eaf7,TG,self-supplying temperature difference,raw_phrase,1,"[""TG:P0005:n4""]","[""self-supplying temperature difference""]","[""P0005""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:203d8543a7685e24d52f,TG,passive current densities,raw_phrase,1,"[""TG:P0131:n2""]","[""passive current densities""]","[""P0131""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:20afd48e5bc5c44c7eeb,TG,thermal convection,raw_phrase,1,"[""TG:P0278:n3""]","[""thermal convection""]","[""P0278""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:20b6b815c1025680a071,TG,electron transfer,raw_phrase,1,"[""TG:P0293:n2""]","[""electron transfer""]","[""P0293""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:20b6d4dfae05addad419,TG,carbon/Iodolyte HI-30/carbon structure,raw_phrase,1,"[""TG:P0325:n1""]","[""carbon/Iodolyte HI-30/carbon structure""]","[""P0325""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:20d0e7a4a9f265dc1f30,TG,asymmetric cells,raw_phrase,1,"[""TG:P0226:n1""]","[""asymmetric cells""]","[""P0226""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:20fb61be4963a2e80eac,TG,maximum power output density,judge_partition_definition,1,"[""TG:P0296:n2""]","[""maximum power output density""]","[""P0296""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g159:p001,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2110e9cf2adecf3deecf,TG,double-jellyroll structure of the LFP cell,raw_phrase,1,"[""TG:P0256:n1""]","[""double-jellyroll structure of the LFP cell""]","[""P0256""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2119be068ff4e08bc6c8,TG,concentration gradient of the free I-3(-),raw_phrase,1,"[""TG:P0093:n3""]","[""concentration gradient of the free I-3(-)""]","[""P0093""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2129656c19e3323a8f87,TG,electrochemical reactions between hydrogen-absorbing metals and hydride ion in molten salts,raw_phrase,1,"[""TG:P0132:n1""]","[""electrochemical reactions between hydrogen-absorbing metals and hydride ion in molten salts""]","[""P0132""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2148ca6b6e8e56ddcd01,TG,absorb light,raw_phrase,1,"[""TG:P0069:n2""]","[""absorb light""]","[""P0069""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:21a51a22b42dea8c2f41,TG,electrode area in contact with the electrolyte,raw_phrase,1,"[""TG:P0187:n1""]","[""electrode area in contact with the electrolyte""]","[""P0187""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:21ef68e9efb2ce3f2f9b,TG,copper deposition rate,raw_phrase,1,"[""TG:P0148:n4""]","[""copper deposition rate""]","[""P0148""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2202c6f410813b498a2c,TG,redox pair with reaction entropies of opposite signs,raw_phrase,1,"[""TG:P0171:n1""]","[""redox pair with reaction entropies of opposite signs""]","[""P0171""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2219d0cdfcab00d45e04,TG,enhancing (suppressing) heat transfer between the hot (cold) side and ambient air,raw_phrase,1,"[""TG:P0077:n1""]","[""enhancing (suppressing) heat transfer between the hot (cold) side and ambient air""]","[""P0077""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:224dd556a93df70df082,TG,thermopower and mechanical properties,raw_phrase,1,"[""TG:P0200:n2""]","[""thermopower and mechanical properties""]","[""P0200""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2256c51db0254a237a8b,TG,diffusion pathways of electrolyte ions,raw_phrase,1,"[""TG:P0300:n3""]","[""diffusion pathways of electrolyte ions""]","[""P0300""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2257649897fa1109cdb4,TG,密度分母待定,judge_partition_definition,1,"[""TG:P0187:n2""]","[""power output density""]","[""P0187""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g009:p005,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:22c7a0c310321a20aa56,TG,n-type thermopower,raw_phrase,1,"[""TG:P0072:n3""]","[""n-type thermopower""]","[""P0072""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2315fc0ef3ac78b3d404,TG,temperatures above the freezing point,raw_phrase,1,"[""TG:P0333:n1""]","[""temperatures above the freezing point""]","[""P0333""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:232dd684fb828718d71a,TG,increase in the limiting current at high angular velocities,raw_phrase,1,"[""TG:P0314:n2""]","[""increase in the limiting current at high angular velocities""]","[""P0314""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2342d6c7b921c173c3d7,TG,different solvation environment near the electrodes,raw_phrase,1,"[""TG:P0278:n2""]","[""different solvation environment near the electrodes""]","[""P0278""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:237948039828480c8227,TG,ionic kinetics,raw_phrase,1,"[""TG:P0258:n3""]","[""ionic kinetics""]","[""P0258""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:237c2250ab3fa53c86a2,TG,liberation of ClO4- ions,raw_phrase,1,"[""TG:P0014:n2""]","[""liberation of ClO4- ions""]","[""P0014""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:23be1e73d17e3622a731,TG,passivating behavior is eventually lost,raw_phrase,1,"[""TG:P0091:n1""]","[""passivating behavior is eventually lost""]","[""P0091""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:23d61e16f47eaab68652,TG,[I-]/[I-3(-)] ratio,raw_phrase,1,"[""TG:P0299:n3""]","[""[I-]/[I-3(-)] ratio""]","[""P0299""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2408f7c624d0847d78c3,TG,combination of local percolation behavior and shear-induced diffusion,raw_phrase,1,"[""TG:P0314:n1""]","[""combination of local percolation behavior and shear-induced diffusion""]","[""P0314""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:241352497a3e432cdbcc,TG,抗冻性能,judge_partition_definition,3,"[""TG:P0004:n2"", ""TG:P0048:n3"", ""TG:P0054:n2""]","[""anti-freezing"", ""anti-freezing properties""]","[""P0004"", ""P0048"", ""P0054""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g086:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:243c3709ee0f968df334,TG,coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups,raw_phrase,1,"[""TG:P0142:n1""]","[""coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups""]","[""P0142""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:2453cd0d99a5666d0c5b,TG,MEMSA hydroxide and guanidine hydrochloride,raw_phrase,1,"[""TG:P0248:n1""]","[""MEMSA hydroxide and guanidine hydrochloride""]","[""P0248""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:24548847f93f957e7b14,TG,localized oxidation of a nickel-bipyridine complex at the hot electrode only,raw_phrase,1,"[""TG:P0081:n2""]","[""localized oxidation of a nickel-bipyridine complex at the hot electrode only""]","[""P0081""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:249370d2e535274c065f,TG,dE/dT,raw_phrase,1,"[""TG:P0125:n2""]","[""dE/dT""]","[""P0125""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:24d35f0a0953521e6d54,TG,operating parameter,raw_phrase,1,"[""TG:P0189:n1""]","[""operating parameter""]","[""P0189""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:24dbc0144f7bd5482e33,TG,increasing width,raw_phrase,1,"[""TG:P0055:n4""]","[""increasing width""]","[""P0055""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:253ec1ee11eb63b8593b,TG,碘氧化还原与不锈钢腐蚀共同贡献的表观Seebeck系数,judge_partition_definition,1,"[""TG:P0119:n3""]","[""apparent Seebeck coefficient""]","[""P0119""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g003:p007,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
