mention_id,domain,paper_id,initial_concept_id,draft_concept_id,judge_partition_id,mapping_action,decision_basis,role_status,raw_label,claim_id,node_evidence_locator,source_applied,run_id,before_member_count,after_member_count
TG:P0025:n2,TG,P0025,TG:P0025:initial_n2,draft:v2:TG:47aeb93a7543bcdeb239,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,desolvation of redox ions,TG:P0025:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0025:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0025:n3,TG,P0025,TG:P0025:initial_n3,draft:v2:TG:672b469479c2535c1859,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,reaction kinetics,TG:P0025:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0025:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0025:n4,TG,P0025,TG:P0025:initial_n4,draft:v2:TG:b7a1c4dad59989aff1d3,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,short-circuit current density,TG:P0025:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0025:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0025:n5,TG,P0025,TG:P0025:initial_n5,draft:v2:TG:817d3e3e38f1a8d1ad03,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,stabilizer for water,TG:P0025:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0025:n5,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0025:n6,TG,P0025,TG:P0025:initial_n6,draft:v2:TG:f9c93b252d1db86d2803,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,activation energy of the redox reaction,TG:P0025:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0025:n6,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0025:n7,TG,P0025,TG:P0025:initial_n7,draft:v2:TG:445d3e52f835bdfd41ba,,retain_singleton,identity_only,deferred,thermoelectric power,TG:P0025:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0025:n7,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0026:n1,TG,P0026,TG:P0026:initial_n1,draft:v2:TG:684a0f94992d743467cf,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,temperature and pH,TG:P0026:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0026:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0026:n2,TG,P0026,TG:P0026:initial_n2,draft:v2:TG:1c666b03cc9d618681e1,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Fe3+ concentration,TG:P0026:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0026:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0026:n3,TG,P0026,TG:P0026:initial_n3,draft:v2:TG:bbc77370feca535c7678,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,reversible transformation between Fe3+ and Fe(OH)3,TG:P0026:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0026:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0026:n4,TG,P0026,TG:P0026:initial_n4,draft:v2:TG:519def499cb6b1615385,astra:g014:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermopower,TG:P0026:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0026:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,13
TG:P0026:n5,TG,P0026,TG:P0026:initial_n5,draft:v2:TG:f0ec85fcfa5fb8b9705b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermochromism,TG:P0026:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0026:n5,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0027:n1,TG,P0027,TG:P0027:initial_n1,draft:v2:TG:a1d1f6b55aae3036acdc,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,guanidium chloride (GdmCl) salts,TG:P0027:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0027:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0027:n2,TG,P0027,TG:P0027:initial_n2,draft:v2:TG:3db7f82b84ec49786dc9,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ioninduced crystallization,TG:P0027:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0027:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0027:n3,TG,P0027,TG:P0027:initial_n3,draft:v2:TG:c90ab2d13b329a75a042,astra:g003:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Seebeck coefficient,TG:P0027:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0027:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,23
TG:P0028:n1,TG,P0028,TG:P0028:initial_n1,draft:v2:TG:90b07e4529f210835373,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,fully additive and scalable fabrication strategy,TG:P0028:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0028:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0028:n2,TG,P0028,TG:P0028:initial_n2,draft:v2:TG:9d461247cf22cd67e662,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,precise assembly of complex architectures,TG:P0028:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0028:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0029:n1,TG,P0029,TG:P0029:initial_n1,draft:v2:TG:7173e7785a6e2a472923,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ion-solvent interaction,TG:P0029:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0029:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0029:n2,TG,P0029,TG:P0029:initial_n2,draft:v2:TG:35f8d33de1ffd9591838,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,DFT-derived ion-solvent interaction features,TG:P0029:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0029:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0029:n3,TG,P0029,TG:P0029:initial_n3,draft:v2:TG:c90ab2d13b329a75a042,astra:g003:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Seebeck coefficient,TG:P0029:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0029:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,23
TG:P0030:n1,TG,P0030,TG:P0030:initial_n1,draft:v2:TG:1a84d8a092e29f5e27fb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,18-crown-6,TG:P0030:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0030:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0030:n2,TG,P0030,TG:P0030:initial_n2,draft:v2:TG:753219d822b883b2e175,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,cationic selective complexing agent,TG:P0030:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0030:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0030:n3,TG,P0030,TG:P0030:initial_n3,draft:v2:TG:ea3a0efe212becb1571f,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermodiffusion of the cation,TG:P0030:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0030:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0030:n4,TG,P0030,TG:P0030:initial_n4,draft:v2:TG:7529c9ec98f7878481fc,astra:g023:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermovoltage,TG:P0030:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0030:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,8
TG:P0031:n1,TG,P0031,TG:P0031:initial_n1,draft:v2:TG:c512234c44f49cd7d839,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,GO,TG:P0031:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0031:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0031:n2,TG,P0031,TG:P0031:initial_n2,draft:v2:TG:0e62b63243b8e37b4242,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,adsorbing guanidinium ions,TG:P0031:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0031:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0031:n3,TG,P0031,TG:P0031:initial_n3,draft:v2:TG:f2aa19426941e9be7cfb,astra:g089:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,crystallization of [Fe(CN)6]4-,TG:P0031:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0031:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,3
TG:P0031:n4,TG,P0031,TG:P0031:initial_n4,draft:v2:TG:537eabac196155b5f3e6,astra:g020:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermogalvanic effect,TG:P0031:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0031:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,9
TG:P0032:n1,TG,P0032,TG:P0032:initial_n1,draft:v2:TG:0b380baa5247e6b0bdc4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,optimized thermopower,TG:P0032:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0032:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0032:n2,TG,P0032,TG:P0032:initial_n2,draft:v2:TG:cbf438c2e24880fde239,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,highly reversible electrode reaction process,TG:P0032:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0032:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0032:n3,TG,P0032,TG:P0032:initial_n3,draft:v2:TG:a17e920786c97a94668e,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,sensing performance,TG:P0032:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0032:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0032:n4,TG,P0032,TG:P0032:initial_n4,draft:v2:TG:382fa54319768511d4a5,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ethylene glycol solvent exchange,TG:P0032:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0032:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0032:n5,TG,P0032,TG:P0032:initial_n5,draft:v2:TG:188182331306ef25fd04,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermopower retention,TG:P0032:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0032:n5,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0032:n6,TG,P0032,TG:P0032:initial_n6,draft:v2:TG:80bcc8adf8f61ea187a4,astra:g064:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,wide operational temperature range,TG:P0032:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0032:n6,False,normalization_draft:8b8928b254fa3bab0fef,1,2
TG:P0033:n1,TG,P0033,TG:P0033:initial_n1,draft:v2:TG:92b8b48383c985a07f72,astra:g151:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,hydrogen bonds that were formed between DMSO and H2O,TG:P0033:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0033:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
TG:P0033:n2,TG,P0033,TG:P0033:initial_n2,draft:v2:TG:6bdaebd0fe42bde165bd,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,operate continuously in experiments at low temperatures,TG:P0033:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0033:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0033:n3,TG,P0033,TG:P0033:initial_n3,draft:v2:TG:787681ac7d1e2dbfa649,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,mechanical tensile properties,TG:P0033:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0033:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0034:n1,TG,P0034,TG:P0034:initial_n1,draft:v2:TG:082d96349d28bb7db69b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,AP,TG:P0034:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0034:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0034:n2,TG,P0034,TG:P0034:initial_n2,draft:v2:TG:9a0254282a5628a981be,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,self-regulation of the pH,TG:P0034:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0034:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0034:n3,TG,P0034,TG:P0034:initial_n3,draft:v2:TG:f1bf522c9d58dac70f09,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,"equilibrium between the HQ and its redox partner, benzoquinone (BQ)",TG:P0034:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0034:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0034:n4,TG,P0034,TG:P0034:initial_n4,draft:v2:TG:8ec958762e495cd6a7dc,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,selective transport of the target redox material,TG:P0034:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0034:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0034:n5,TG,P0034,TG:P0034:initial_n5,draft:v2:TG:838cca22b7c37eb6f016,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,accumulation of HQ near the cold electrode,TG:P0034:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0034:n5,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0034:n6,TG,P0034,TG:P0034:initial_n6,draft:v2:TG:ee18169dd16cd1a7a678,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,spontaneous reaction of HQ to form BQ,TG:P0034:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0034:n6,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0035:n1,TG,P0035,TG:P0035:initial_n1,draft:v2:TG:dab142a9f5736bff8054,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,MC,TG:P0035:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0035:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0035:n2,TG,P0035,TG:P0035:initial_n2,draft:v2:TG:3193c999a42951d07468,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,in situ redox reactions,TG:P0035:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0035:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0035:n3,TG,P0035,TG:P0035:initial_n3,draft:v2:TG:0436d373fed0477897f3,astra:g045:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,redox species concentration gradients near the electrodes,TG:P0035:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0035:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,2
TG:P0035:n4,TG,P0035,TG:P0035:initial_n4,draft:v2:TG:7529c9ec98f7878481fc,astra:g023:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermoelectric voltage,TG:P0035:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0035:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,8
TG:P0036:n1,TG,P0036,TG:P0036:initial_n1,draft:v2:TG:88f41c4300a7edcd518c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,concave-arranged TGH array,TG:P0036:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0036:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0036:n2,TG,P0036,TG:P0036:initial_n2,draft:v2:TG:e50fc91fb5846ad2d48c,,retain_singleton,identity_only,deferred,extracting self-existent intrinsic temperature features,TG:P0036:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0036:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0036:n3,TG,P0036,TG:P0036:initial_n3,draft:v2:TG:089b06b3e252010d7224,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,characteristics of users can be distinguished,TG:P0036:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0036:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0037:n1,TG,P0037,TG:P0037:initial_n1,draft:v2:TG:d57eedee9de426d8f779,,retain_singleton,identity_only,deferred,thermogalvanic cells (TGCs),TG:P0037:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0037:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0037:n2,TG,P0037,TG:P0037:initial_n2,draft:v2:TG:2c0725b075d077fe6176,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,harvesting low-grade exhaust heat produced in AFCs,TG:P0037:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0037:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0037:n3,TG,P0037,TG:P0037:initial_n3,draft:v2:TG:8ed7e0ab3c2d47981572,astra:g009:p001,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,electric power generation,TG:P0037:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0037:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,4
TG:P0039:n1,TG,P0039,TG:P0039:initial_n1,draft:v2:TG:011cb33b812722888e05,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,guanidine ion,TG:P0039:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0039:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0039:n2,TG,P0039,TG:P0039:initial_n2,draft:v2:TG:f2aa19426941e9be7cfb,astra:g089:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,[Fe(CN)(6)](4-) ion crystallization,TG:P0039:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0039:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,3
TG:P0039:n3,TG,P0039,TG:P0039:initial_n3,draft:v2:TG:537eabac196155b5f3e6,astra:g020:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermogalvanic effect,TG:P0039:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0039:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,9
TG:P0040:n1,TG,P0040,TG:P0040:initial_n1,draft:v2:TG:9473c743bfb40fed4403,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,decomplexation and re-entanglement of gelatin chains,TG:P0040:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0040:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0040:n2,TG,P0040,TG:P0040:initial_n2,draft:v2:TG:fdf75699a508b135c7f4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermo-reversible gelling,TG:P0040:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0040:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0040:n3,TG,P0040,TG:P0040:initial_n3,draft:v2:TG:de07afb7f547abed1080,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,temperature-responsive adhesion,TG:P0040:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0040:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0041:n1,TG,P0041,TG:P0041:initial_n1,draft:v2:TG:1bdaf8043fc8cc0eb071,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,modification with (3-trimethylammonium bromide)thiopropane,TG:P0041:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0041:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0041:n2,TG,P0041,TG:P0041:initial_n2,draft:v2:TG:42d4bb313f6491cc84f9,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,electrostatic electrocatalysis,TG:P0041:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0041:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
TG:P0041:n3,TG,P0041,TG:P0041:initial_n3,draft:v2:TG:cf31f14318fcef766412,astra:g009:p002,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,electrical power,TG:P0041:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0041:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,9
TG:P0041:n4,TG,P0041,TG:P0041:initial_n4,draft:v2:TG:ea7400c36e730e55b7da,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,gold passivation,TG:P0041:claim_block,inputs/raw/node_evidence.csv::mention_id=TG:P0041:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
