sentence_pair_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,left_global_concept_id,left_layer_node_id,left_label,left_surface,left_char_start,left_char_end,right_global_concept_id,right_layer_node_id,right_label,right_surface,right_char_start,right_char_end,pair_key,evidence_scope,strict_syntax_relation_supported
SP_9418f4862235,P0002,TG,TG,2025,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,10.1016/j.joule.2025.101822,6,"As a result, the optimized electrolyte could potentially reach '70% improvement of cooling power, and a direct cooling of electrolyte '1.42 K was demonstrated with only 0.11 W cm-2 input, showing promise for practical electrochemical refrigeration.",GC_52c27199b958,LN_754ce830305f,cooling power,cooling power,972,985,GC_f410b2cafd73,LN_9b7aad2347d8,direct cooling,direct cooling,993,1007,GC_52c27199b958::GC_f410b2cafd73,same_sentence_cooccurrence_not_causal,False
SP_3ed44b4cbf54,P0002,TG,TG,2025,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,10.1016/j.joule.2025.101822,6,"As a result, the optimized electrolyte could potentially reach '70% improvement of cooling power, and a direct cooling of electrolyte '1.42 K was demonstrated with only 0.11 W cm-2 input, showing promise for practical electrochemical refrigeration.",GC_1004290be41e,LN_d026365adce4,practical electrochemical refrigeration,practical electrochemical refrigeration,1097,1136,GC_f410b2cafd73,LN_9b7aad2347d8,direct cooling,direct cooling,993,1007,GC_1004290be41e::GC_f410b2cafd73,same_sentence_cooccurrence_not_causal,False
SP_becfb99c6733,P0002,TG,TG,2025,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,10.1016/j.joule.2025.101822,6,"As a result, the optimized electrolyte could potentially reach '70% improvement of cooling power, and a direct cooling of electrolyte '1.42 K was demonstrated with only 0.11 W cm-2 input, showing promise for practical electrochemical refrigeration.",GC_1004290be41e,LN_d026365adce4,practical electrochemical refrigeration,practical electrochemical refrigeration,1097,1136,GC_52c27199b958,LN_754ce830305f,cooling power,cooling power,972,985,GC_1004290be41e::GC_52c27199b958,same_sentence_cooccurrence_not_causal,False
SP_cba3adced7b2,P0004,TG,TG,2024,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication,10.1002/adfm.202314419,1,"Self-powered electronic skins (e-skins), as on-skin human-machine interfaces, play a significant role in cyber security and personal electronics.",GC_3be2e7216e42,LN_5f312e845fe1,self powered,Self-powered,0,12,GC_b74f3b2d2a63,LN_4b27b395efa1,human machine,human-machine,52,65,GC_3be2e7216e42::GC_b74f3b2d2a63,same_sentence_cooccurrence_not_causal,False
SP_f562b481c6f6,P0004,TG,TG,2024,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication,10.1002/adfm.202314419,4,"Owing to the formation of Li+(H2O)n hydration structure, the TGH presents excellent anti-freezing and non-drying performance.",GC_b0baa36e009a,LN_377b503b2abf,n hydration,n hydration,588,599,GC_b922063cd003,LN_3be04fdf9063,anti freezing,anti-freezing,638,651,GC_b0baa36e009a::GC_b922063cd003,same_sentence_cooccurrence_not_causal,False
SP_40e12b6a4de7,P0004,TG,TG,2024,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication,10.1002/adfm.202314419,4,"Owing to the formation of Li+(H2O)n hydration structure, the TGH presents excellent anti-freezing and non-drying performance.",GC_b0baa36e009a,LN_377b503b2abf,n hydration,n hydration,588,599,GC_dc60b27f6e41,LN_838ed806d0d6,non drying,non-drying,656,666,GC_b0baa36e009a::GC_dc60b27f6e41,same_sentence_cooccurrence_not_causal,False
SP_483c8bca0033,P0004,TG,TG,2024,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication,10.1002/adfm.202314419,4,"Owing to the formation of Li+(H2O)n hydration structure, the TGH presents excellent anti-freezing and non-drying performance.",GC_b922063cd003,LN_3be04fdf9063,anti freezing,anti-freezing,638,651,GC_dc60b27f6e41,LN_838ed806d0d6,non drying,non-drying,656,666,GC_b922063cd003::GC_dc60b27f6e41,same_sentence_cooccurrence_not_causal,False
SP_40fc36357e09,P0004,TG,TG,2024,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication,10.1002/adfm.202314419,7,This work exhibits the TGH-based e-skin's tremendous potential in the new generation of human-computer interaction and information security.,GC_257cabaa88ef,LN_a5dee342f9d8,human computer,human-computer,1123,1137,GC_64edff37db97,LN_a7327e552a7b,human computer interaction,human-computer interaction,1123,1149,GC_257cabaa88ef::GC_64edff37db97,same_sentence_cooccurrence_not_causal,False
SP_0d5fa164c1ae,P0004,TG,TG,2024,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication,10.1002/adfm.202314419,9,"Besides, acting as a self-powered e-skin, the hydrogel is combined with deep learning technology for signature recognition and biometric authentication, achieving an accuracy of 92.97%.",GC_3be2e7216e42,LN_5f312e845fe1,self powered,self-powered,1436,1448,GC_4a92e5f4fe38,LN_ce78e7c63303,hydrogel,hydrogel,1461,1469,GC_3be2e7216e42::GC_4a92e5f4fe38,same_sentence_cooccurrence_not_causal,False
SP_19b1a8383e1f,P0006,TG,TG,2024,"Ultrastrong, flexible thermogalvanic armor with a Carnot-relative efficiency over 8%",10.1038/s41467-024-51002-8,2,Emerging tough thermogalvanic device could be a sustainable platform to convert body heat energy into electricity for powering wearable electronics if its Carnot-relative efficiency (eta(r)) reaches similar to 5%.,GC_3f4a896f4f63,LN_aa8e052e8b24,carnot relative efficiency,Carnot-relative efficiency,273,299,GC_f2c6e01f2e8c,LN_bc05ad0d81ee,carnot relative,Carnot-relative,273,288,GC_3f4a896f4f63::GC_f2c6e01f2e8c,same_sentence_cooccurrence_not_causal,False
SP_5f64a7ddc179,P0006,TG,TG,2024,"Ultrastrong, flexible thermogalvanic armor with a Carnot-relative efficiency over 8%",10.1038/s41467-024-51002-8,5,The key to our design lies in simultaneously realizing the thermosensitive-crystallization and salting-out effect in the elaborately designed ion-transport highway to boost eta(r) and improve mechanical strength.,GC_9016de567c2f,LN_3a4591bce013,elaborately designed ion transport,elaborately designed ion-transport,723,757,GC_967653ea5f9f,LN_4a0ae177e1fa,thermosensitive crystallization,thermosensitive-crystallization,661,692,GC_9016de567c2f::GC_967653ea5f9f,same_sentence_cooccurrence_not_causal,False
SP_1c70f8f88a70,P0006,TG,TG,2024,"Ultrastrong, flexible thermogalvanic armor with a Carnot-relative efficiency over 8%",10.1038/s41467-024-51002-8,5,The key to our design lies in simultaneously realizing the thermosensitive-crystallization and salting-out effect in the elaborately designed ion-transport highway to boost eta(r) and improve mechanical strength.,GC_08f3d1289864,LN_8cb7a4dcfe6c,mechanical strength,mechanical strength,794,813,GC_9016de567c2f,LN_3a4591bce013,elaborately designed ion transport,elaborately designed ion-transport,723,757,GC_08f3d1289864::GC_9016de567c2f,same_sentence_cooccurrence_not_causal,False
SP_f9447e2c5976,P0006,TG,TG,2024,"Ultrastrong, flexible thermogalvanic armor with a Carnot-relative efficiency over 8%",10.1038/s41467-024-51002-8,5,The key to our design lies in simultaneously realizing the thermosensitive-crystallization and salting-out effect in the elaborately designed ion-transport highway to boost eta(r) and improve mechanical strength.,GC_08f3d1289864,LN_8cb7a4dcfe6c,mechanical strength,mechanical strength,794,813,GC_967653ea5f9f,LN_4a0ae177e1fa,thermosensitive crystallization,thermosensitive-crystallization,661,692,GC_08f3d1289864::GC_967653ea5f9f,same_sentence_cooccurrence_not_causal,False
SP_53b0ad103f60,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,1,"The emergence of an e-skin receptor is an optimal solution for restoring the hand function of patients with sensation disorder, while constructing an e-skin receptor with high sensitivity, self-supervised capability, and open-environmental stability remains challenging.",GC_5efe1dacdcd8,LN_185b2faf0a79,open environmental stability,open-environmental stability,221,249,GC_ba346f55e9c3,LN_7b29b7d2ab82,self supervised,self-supervised,189,204,GC_5efe1dacdcd8::GC_ba346f55e9c3,same_sentence_cooccurrence_not_causal,False
SP_b05415853cbc,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,1,"The emergence of an e-skin receptor is an optimal solution for restoring the hand function of patients with sensation disorder, while constructing an e-skin receptor with high sensitivity, self-supervised capability, and open-environmental stability remains challenging.",GC_5efe1dacdcd8,LN_185b2faf0a79,open environmental stability,open-environmental stability,221,249,GC_f9528f0a257f,LN_e8a47e5adab3,open environmental,open-environmental,221,239,GC_5efe1dacdcd8::GC_f9528f0a257f,same_sentence_cooccurrence_not_causal,False
SP_7bf8aca57f7b,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,1,"The emergence of an e-skin receptor is an optimal solution for restoring the hand function of patients with sensation disorder, while constructing an e-skin receptor with high sensitivity, self-supervised capability, and open-environmental stability remains challenging.",GC_ba346f55e9c3,LN_7b29b7d2ab82,self supervised,self-supervised,189,204,GC_f9528f0a257f,LN_e8a47e5adab3,open environmental,open-environmental,221,239,GC_ba346f55e9c3::GC_f9528f0a257f,same_sentence_cooccurrence_not_causal,False
SP_b32e36181f02,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,2,"Here, inspired by the human skin perception mechanism, an ultrasensitive self-powered multimodal fingertip receptor that integrates thermogalvanic hydrogels as active mechanoreceptors and thermoreceptors for entropy-stabilized material fingerprint perception is proposed.",GC_3a908d089814,LN_43500b8525f9,integrates thermogalvanic hydrogel,integrates thermogalvanic hydrogels,392,427,GC_3be2e7216e42,LN_5f312e845fe1,self powered,self-powered,344,356,GC_3a908d089814::GC_3be2e7216e42,same_sentence_cooccurrence_not_causal,False
SP_67dae1522a9b,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,2,"Here, inspired by the human skin perception mechanism, an ultrasensitive self-powered multimodal fingertip receptor that integrates thermogalvanic hydrogels as active mechanoreceptors and thermoreceptors for entropy-stabilized material fingerprint perception is proposed.",GC_3a908d089814,LN_43500b8525f9,integrates thermogalvanic hydrogel,integrates thermogalvanic hydrogels,392,427,GC_d80a5b617020,LN_c1eb55255e9c,entropy stabilized,entropy-stabilized,479,497,GC_3a908d089814::GC_d80a5b617020,same_sentence_cooccurrence_not_causal,False
SP_c4ace5bd9387,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,2,"Here, inspired by the human skin perception mechanism, an ultrasensitive self-powered multimodal fingertip receptor that integrates thermogalvanic hydrogels as active mechanoreceptors and thermoreceptors for entropy-stabilized material fingerprint perception is proposed.",GC_3be2e7216e42,LN_5f312e845fe1,self powered,self-powered,344,356,GC_d80a5b617020,LN_c1eb55255e9c,entropy stabilized,entropy-stabilized,479,497,GC_3be2e7216e42::GC_d80a5b617020,same_sentence_cooccurrence_not_causal,False
SP_94984b7e20c6,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,5,"The self-supervised thermovoltage compensation is realized by self-decoupling contact pressure and thermal contact coefficients of materials, accommodating variations in applied forces.",GC_4728ee375c82,LN_8183d9385195,self supervised thermovoltage,self-supervised thermovoltage,923,952,GC_ba346f55e9c3,LN_7b29b7d2ab82,self supervised,self-supervised,923,938,GC_4728ee375c82::GC_ba346f55e9c3,same_sentence_cooccurrence_not_causal,False
SP_f0755b77164d,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,5,"The self-supervised thermovoltage compensation is realized by self-decoupling contact pressure and thermal contact coefficients of materials, accommodating variations in applied forces.",GC_4728ee375c82,LN_8183d9385195,self supervised thermovoltage,self-supervised thermovoltage,923,952,GC_b7df2b603798,LN_dd569362fa2b,self decoupling,self-decoupling,981,996,GC_4728ee375c82::GC_b7df2b603798,same_sentence_cooccurrence_not_causal,False
SP_260908ec25e6,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,5,"The self-supervised thermovoltage compensation is realized by self-decoupling contact pressure and thermal contact coefficients of materials, accommodating variations in applied forces.",GC_b7df2b603798,LN_dd569362fa2b,self decoupling,self-decoupling,981,996,GC_ba346f55e9c3,LN_7b29b7d2ab82,self supervised,self-supervised,923,938,GC_b7df2b603798::GC_ba346f55e9c3,same_sentence_cooccurrence_not_causal,False
SP_abcc45e50805,P0007,TG,TG,2025,Bionic Multimodal Augmented Somatosensory Receptor Enabled by Thermogalvanic Hydrogel,10.1002/advs.202505873,6,"Benefiting from the robust interfacial heat transfer process and thermoelectric conversion, the tactile perception mechanism demonstrates universality under various external surroundings and contact conditions.",GC_3b7b7b2bdc85,LN_615a30f16834,robust interfacial heat transfer,robust interfacial heat transfer,1125,1157,GC_4b155e3c784d,LN_5f68d5e6a98a,thermoelectric conversion,thermoelectric conversion,1170,1195,GC_3b7b7b2bdc85::GC_4b155e3c784d,same_sentence_cooccurrence_not_causal,False
SP_7ccca1162d63,P0009,TG,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,1,"High-performance thermogalvanic cells have the potential to convert thermal energy into electricity, but their effectiveness is limited by the low concentration difference of redox ions.",GC_41374fb28f21,LN_235359c120ea,redox ion,redox ions,175,185,GC_720e69b53d5a,LN_32b3af464493,concentration difference,concentration difference,147,171,GC_41374fb28f21::GC_720e69b53d5a,same_sentence_cooccurrence_not_causal,False
SP_c43d599ad5f0,P0009,TG,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,1,"High-performance thermogalvanic cells have the potential to convert thermal energy into electricity, but their effectiveness is limited by the low concentration difference of redox ions.",GC_3ea8786de366,LN_e5b6c67a0e2e,thermogalvanic cell,thermogalvanic cells,17,37,GC_720e69b53d5a,LN_32b3af464493,concentration difference,concentration difference,147,171,GC_3ea8786de366::GC_720e69b53d5a,same_sentence_cooccurrence_not_causal,False
SP_dbc25cfd5668,P0009,TG,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,1,"High-performance thermogalvanic cells have the potential to convert thermal energy into electricity, but their effectiveness is limited by the low concentration difference of redox ions.",GC_3ea8786de366,LN_e5b6c67a0e2e,thermogalvanic cell,thermogalvanic cells,17,37,GC_41374fb28f21,LN_235359c120ea,redox ion,redox ions,175,185,GC_3ea8786de366::GC_41374fb28f21,same_sentence_cooccurrence_not_causal,False
SP_7f2942cdbdf0,P0009,TG,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,2,We report an in situ photocatalytically enhanced redox reaction that generates hydrogen and oxygen to realize a continuous concentration gradient of redox ions in thermogalvanic devices.,GC_3e2f500dc35e,LN_f8a7c3d894fb,continuous concentration gradient,continuous concentration gradient,299,332,GC_dad97d797387,LN_13114a75157e,redox reaction,redox reaction,236,250,GC_3e2f500dc35e::GC_dad97d797387,same_sentence_cooccurrence_not_causal,False
SP_ab137a1bac04,P0009,TG,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,2,We report an in situ photocatalytically enhanced redox reaction that generates hydrogen and oxygen to realize a continuous concentration gradient of redox ions in thermogalvanic devices.,GC_3e2f500dc35e,LN_f8a7c3d894fb,continuous concentration gradient,continuous concentration gradient,299,332,GC_41374fb28f21,LN_235359c120ea,redox ion,redox ions,336,346,GC_3e2f500dc35e::GC_41374fb28f21,same_sentence_cooccurrence_not_causal,False
SP_a6371981a38c,P0009,TG,TG,2023,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,10.1126/science.adg0164,2,We report an in situ photocatalytically enhanced redox reaction that generates hydrogen and oxygen to realize a continuous concentration gradient of redox ions in thermogalvanic devices.,GC_41374fb28f21,LN_235359c120ea,redox ion,redox ions,336,346,GC_dad97d797387,LN_13114a75157e,redox reaction,redox reaction,236,250,GC_41374fb28f21::GC_dad97d797387,same_sentence_cooccurrence_not_causal,False
