mention_id,domain,paper_id,raw_phrase,status
TG:P0095:n1,TG,P0095,highly charged superabsorbent hydrogels,not_yet_annotated
TG:P0095:n2,TG,P0095,electrocatalysis,not_yet_annotated
TG:P0095:n3,TG,P0095,ohmic resistance,not_yet_annotated
TG:P0095:n4,TG,P0095,thermogalvanic conversion,not_yet_annotated
TG:P0095:n5,TG,P0095,thermocapacitive storage,not_yet_annotated
TG:P0097:n1,TG,P0097,diethylenetriaminepentaacetic acid,not_yet_annotated
TG:P0097:n2,TG,P0097,thermodynamic and kinetic properties,not_yet_annotated
TG:P0098:n1,TG,P0098,quasi-stable water-in-salt region (up to 2.4 m),not_yet_annotated
TG:P0098:n2,TG,P0098,power,not_yet_annotated
TG:P0099:n1,TG,P0099,0.7 M CuSO4 + 0.2 M H2SO4 electrolyte,not_yet_annotated
TG:P0099:n2,TG,P0099,Seebeck coefficient,not_yet_annotated
TG:P0100:n1,TG,P0100,compositional leveling,not_yet_annotated
TG:P0100:n2,TG,P0100,charge difference accumulation,not_yet_annotated
TG:P0100:n3,TG,P0100,measurements of the thermogalvanic profile,not_yet_annotated
TG:P0102:n1,TG,P0102,sponge-confined electrolyte,not_yet_annotated
TG:P0102:n2,TG,P0102,heat localization effect,not_yet_annotated
TG:P0102:n3,TG,P0102,thermogalvanic and pyroelectric performance,not_yet_annotated
TG:P0103:n1,TG,P0103,ISV and 3-electrode assemblies,not_yet_annotated
TG:P0103:n2,TG,P0103,current and power output,not_yet_annotated
TG:P0104:n1,TG,P0104,chemical equilibria,not_yet_annotated
TG:P0104:n2,TG,P0104,apparent Seebeck coefficients,not_yet_annotated
TG:P0104:n3,TG,P0104,temperature difference,not_yet_annotated
TG:P0105:n1,TG,P0105,sodium sulphate,not_yet_annotated
TG:P0105:n2,TG,P0105,sodium hydrogen sulphate,not_yet_annotated
TG:P0105:n3,TG,P0105,[Fe(SO4)(2)](-/2-),not_yet_annotated
TG:P0105:n4,TG,P0105,[FeSO4](0/+)and [Fe(HSO4)](+/2+),not_yet_annotated
TG:P0106:n1,TG,P0106,polypyrrole (PPy) broadband absorber/radiator,not_yet_annotated
TG:P0106:n2,TG,P0106,thermal storage material (Cu foam/PEG1000),not_yet_annotated
TG:P0106:n3,TG,P0106,continuous utilization of environmental thermal energy,not_yet_annotated
TG:P0107:n1,TG,P0107,gold nanoparticles,not_yet_annotated
TG:P0107:n2,TG,P0107,electron transfer resistance,not_yet_annotated
TG:P0107:n3,TG,P0107,dissolution of the gold nanoparticles,not_yet_annotated
TG:P0107:n4,TG,P0107,passivating gold analogues of Prussian blue,not_yet_annotated
TG:P0108:n1,TG,P0108,impedance analysis,not_yet_annotated
TG:P0108:n2,TG,P0108,kinetic rate constants,not_yet_annotated
TG:P0108:n3,TG,P0108,ion diffusion coefficients,not_yet_annotated
TG:P0109:n1,TG,P0109,H-2/H+ redox reaction,not_yet_annotated
TG:P0109:n2,TG,P0109,gas-containing electrolyte layer,not_yet_annotated
TG:P0109:n3,TG,P0109,heat convection between electrodes,not_yet_annotated
TG:P0109:n4,TG,P0109,water-vaporizing effect,not_yet_annotated
TG:P0110:n1,TG,P0110,Peltier coefficient,not_yet_annotated
TG:P0110:n2,TG,P0110,sensitivity,not_yet_annotated
TG:P0110:n3,TG,P0110,thermal noise,not_yet_annotated
TG:P0110:n4,TG,P0110,resolution,not_yet_annotated
TG:P0111:n1,TG,P0111,Samarium (III) Chloride,not_yet_annotated
TG:P0111:n2,TG,P0111,mesoporous silica matrix,not_yet_annotated
TG:P0111:n3,TG,P0111,thermogalvanic effect,not_yet_annotated
TG:P0111:n4,TG,P0111,dielectric permittivity,not_yet_annotated
TG:P0112:n1,TG,P0112,pseudocapacitive property,not_yet_annotated
TG:P0112:n2,TG,P0112,area-specific capacitance,not_yet_annotated
TG:P0112:n3,TG,P0112,thermally induced energy storage density,not_yet_annotated
TG:P0114:n1,TG,P0114,hydrogen is consumed in the cold side and regenerated in the hot side,not_yet_annotated
TG:P0114:n2,TG,P0114,heat flux,not_yet_annotated
TG:P0114:n3,TG,P0114,electrical energy,not_yet_annotated
TG:P0116:n1,TG,P0116,distillation of sodium hydroxide solution in temperature gradient,not_yet_annotated
TG:P0116:n2,TG,P0116,dependence of solubility of sodium hydroxide on temperature,not_yet_annotated
TG:P0116:n3,TG,P0116,Concentration difference,not_yet_annotated
TG:P0117:n1,TG,P0117,5 wt% organic semiconductor orange dye aqueous solution,not_yet_annotated
TG:P0117:n2,TG,P0117,open-circuit voltage,not_yet_annotated
TG:P0117:n3,TG,P0117,Seebeck coefficient,not_yet_annotated
TG:P0118:n1,TG,P0118,Temperature gradients,not_yet_annotated
TG:P0118:n2,TG,P0118,galvanic currents,not_yet_annotated
TG:P0118:n3,TG,P0118,30 degrees C critical point,not_yet_annotated
TG:P0119:n1,TG,P0119,iodide/triiodide thermogalvanic redox couple,not_yet_annotated
TG:P0119:n2,TG,P0119,thermogalvanic iodine-induced corrosion of the stainless steel,not_yet_annotated
TG:P0119:n3,TG,P0119,apparent Seebeck coefficient,not_yet_annotated
TG:P0120:n1,TG,P0120,temperature,not_yet_annotated
TG:P0120:n2,TG,P0120,"distributions of ions, molecule net charge, and electrical potential",not_yet_annotated
TG:P0121:n1,TG,P0121,natural convection,not_yet_annotated
TG:P0121:n2,TG,P0121,power generation,not_yet_annotated
TG:P0121:n3,TG,P0121,electrode spacing,not_yet_annotated
TG:P0123:n1,TG,P0123,temperature,not_yet_annotated
TG:P0123:n2,TG,P0123,cathodic behaviour of the hot electrode,not_yet_annotated
TG:P0123:n3,TG,P0123,thermogalvanic coupling time,not_yet_annotated
TG:P0123:n4,TG,P0123,protective properties of the passive film,not_yet_annotated
TG:P0124:n1,TG,P0124,Thermogalvanic corrosion,not_yet_annotated
TG:P0124:n2,TG,P0124,corrosion rates,not_yet_annotated
TG:P0125:n1,TG,P0125,electrolyte solvent (EC:DMC vs PC),not_yet_annotated
TG:P0125:n2,TG,P0125,dE/dT,not_yet_annotated
TG:P0125:n3,TG,P0125,extent of lithium intercalation (x),not_yet_annotated
TG:P0126:n1,TG,P0126,temperature gradients between copper electrodes,not_yet_annotated
TG:P0126:n2,TG,P0126,hot anodes,not_yet_annotated
TG:P0126:n3,TG,P0126,thermogalvanic currents,not_yet_annotated
TG:P0127:n1,TG,P0127,ohmic overpotential,not_yet_annotated
TG:P0127:n2,TG,P0127,power conversion efficiency,not_yet_annotated
TG:P0127:n3,TG,P0127,activation overpotential,not_yet_annotated
TG:P0127:n4,TG,P0127,cell current,not_yet_annotated
TG:P0127:n5,TG,P0127,Mass transport,not_yet_annotated
TG:P0128:n1,TG,P0128,ohmic resistances,not_yet_annotated
TG:P0128:n2,TG,P0128,mass-transport limitations,not_yet_annotated
TG:P0128:n3,TG,P0128,power outputs,not_yet_annotated
TG:P0129:n1,TG,P0129,diffusion-migration transport,not_yet_annotated
TG:P0129:n2,TG,P0129,diffusion-convection transport,not_yet_annotated
TG:P0129:n3,TG,P0129,concentration distribution,not_yet_annotated
TG:P0129:n4,TG,P0129,current-voltage curves,not_yet_annotated
TG:P0131:n1,TG,P0131,high temperatures,not_yet_annotated
TG:P0131:n2,TG,P0131,passive current densities,not_yet_annotated
TG:P0131:n3,TG,P0131,pitting potential,not_yet_annotated
TG:P0132:n1,TG,P0132,electrochemical reactions between hydrogen-absorbing metals and hydride ion in molten salts,not_yet_annotated
TG:P0132:n2,TG,P0132,thermogalvanic cell,not_yet_annotated
TG:P0133:n1,TG,P0133,charge and mass transfer overvoltages,not_yet_annotated
TG:P0133:n2,TG,P0133,electrical power,not_yet_annotated
TG:P0133:n3,TG,P0133,high thermal flux,not_yet_annotated
TG:P0133:n4,TG,P0133,efficiency,not_yet_annotated
TG:P0134:n1,TG,P0134,temperature difference,not_yet_annotated
TG:P0134:n2,TG,P0134,redox reactions,not_yet_annotated
TG:P0134:n3,TG,P0134,thermal diffusion potential (TDP),not_yet_annotated
TG:P0134:n4,TG,P0134,current continuously,not_yet_annotated
TG:P0135:n1,TG,P0135,hollow microsphere structures,not_yet_annotated
TG:P0135:n2,TG,P0135,electrochemically active surface area,not_yet_annotated
TG:P0135:n3,TG,P0135,oxygen terminations,not_yet_annotated
TG:P0135:n4,TG,P0135,redox kinetics,not_yet_annotated
TG:P0138:n1,TG,P0138,"thermogalvanic, piezoionic, and diffusion mechanisms",not_yet_annotated
TG:P0138:n2,TG,P0138,"sensing of skin temperature, arterial pulsation, and sweat secretion",not_yet_annotated
TG:P0140:n1,TG,P0140,SCH formation/dissociation,not_yet_annotated
TG:P0140:n2,TG,P0140,TBAF concentration in the liquid phase,not_yet_annotated
TG:P0140:n3,TG,P0140,rearrangement of the ion pair of ferricyanide and cations,not_yet_annotated
TG:P0140:n4,TG,P0140,temperature coefficient,not_yet_annotated
TG:P0147:n1,TG,P0147,thermogalvanic and piezoresistive effects,not_yet_annotated
TG:P0147:n2,TG,P0147,"identity recognition, stroke analysis, and grip posture assessment",not_yet_annotated
TG:P0148:n1,TG,P0148,thermogalvanic deposition process,not_yet_annotated
TG:P0148:n2,TG,P0148,copper dissolution process,not_yet_annotated
TG:P0148:n3,TG,P0148,loss of cuprous ions by violent microstirring,not_yet_annotated
TG:P0148:n4,TG,P0148,copper deposition rate,not_yet_annotated
TG:P0151:n1,TG,P0151,variable temperature distribution along the metal surface,not_yet_annotated
TG:P0151:n2,TG,P0151,thermogalvanic corrosion of iron,not_yet_annotated
TG:P0152:n1,TG,P0152,"urotropine, benzotriazole, and thiocarbamide",not_yet_annotated
TG:P0152:n2,TG,P0152,thermogalvanic (TG) corrosion intensity,not_yet_annotated
TG:P0152:n3,TG,P0152,TG currents,not_yet_annotated
TG:P0153:n1,TG,P0153,pH,not_yet_annotated
TG:P0153:n2,TG,P0153,thermogalvanic effects,not_yet_annotated
TG:P0154:n1,TG,P0154,Ti3C2Tx and PANI,not_yet_annotated
TG:P0154:n2,TG,P0154,mass and charge transport at the electrolyte-electrode interface,not_yet_annotated
TG:P0154:n3,TG,P0154,output power,not_yet_annotated
TG:P0155:n1,TG,P0155,conformal design,not_yet_annotated
TG:P0155:n2,TG,P0155,effective working ambient temperature range,not_yet_annotated
TG:P0155:n3,TG,P0155,output power,not_yet_annotated
TG:P0156:n1,TG,P0156,cotton/PPy photothermal layer,not_yet_annotated
TG:P0156:n2,TG,P0156,thermoelectric hydrogel,not_yet_annotated
TG:P0156:n3,TG,P0156,voltage output,not_yet_annotated
TG:P0157:n1,TG,P0157,hydrogel,not_yet_annotated
TG:P0157:n2,TG,P0157,thermochromic visualization,not_yet_annotated
TG:P0157:n3,TG,P0157,thermoelectric sensing of body temperature,not_yet_annotated
TG:P0158:n1,TG,P0158,reduction in hydrogel thickness,not_yet_annotated
TG:P0158:n2,TG,P0158,crosstalk between pixels,not_yet_annotated
TG:P0158:n3,TG,P0158,spatial resolution,not_yet_annotated
TG:P0160:n1,TG,P0160,water formation driven by a net-zero hydrogen redox process,not_yet_annotated
TG:P0160:n2,TG,P0160,positive entropy change,not_yet_annotated
TG:P0160:n3,TG,P0160,heat into electrical energy,not_yet_annotated
TG:P0161:n1,TG,P0161,aggregation of ions near the two electrodes,not_yet_annotated
TG:P0161:n2,TG,P0161,gel structure,not_yet_annotated
TG:P0161:n3,TG,P0161,ion transport and concentration equilibrium,not_yet_annotated
TG:P0161:n4,TG,P0161,charge storage,not_yet_annotated
TG:P0164:n1,TG,P0164,precipitation-driven Thermogalvanic effect,not_yet_annotated
TG:P0164:n2,TG,P0164,thermoelectric conversion and energy storage,not_yet_annotated
TG:P0165:n1,TG,P0165,battery-type molybdenum nitride quantum dot into carbon matrix,not_yet_annotated
TG:P0165:n2,TG,P0165,abundant electroactive sites,not_yet_annotated
TG:P0165:n3,TG,P0165,high conductivity,not_yet_annotated
TG:P0165:n4,TG,P0165,thermopower,not_yet_annotated
TG:P0166:n1,TG,P0166,EG,not_yet_annotated
TG:P0166:n2,TG,P0166,solvation entropy change and concentration ratio difference of redox ions,not_yet_annotated
TG:P0166:n3,TG,P0166,thermopower,not_yet_annotated
TG:P0166:n4,TG,P0166,hydrogen bonds among water molecules,not_yet_annotated
TG:P0166:n5,TG,P0166,freezing,not_yet_annotated
TG:P0167:n1,TG,P0167,coordination of carboxyl groups on PAA with Fe3+,not_yet_annotated
TG:P0167:n2,TG,P0167,crystallization induced by Gdm(+) with [Fe(CN)(6)](4-),not_yet_annotated
TG:P0167:n3,TG,P0167,thermoelectric performance,not_yet_annotated
TG:P0168:n1,TG,P0168,facial muscle activities,not_yet_annotated
TG:P0168:n2,TG,P0168,interfacial contact statuses between the gel and face,not_yet_annotated
TG:P0168:n3,TG,P0168,facial thermoelectric variation,not_yet_annotated
TG:P0171:n1,TG,P0171,redox pair with reaction entropies of opposite signs,not_yet_annotated
TG:P0171:n2,TG,P0171,temporal temperature fluctuations,not_yet_annotated
TG:P0171:n3,TG,P0171,alternating current power,not_yet_annotated
TG:P0172:n1,TG,P0172,trimethyl phosphate and ethylene glycol,not_yet_annotated
TG:P0172:n2,TG,P0172,asymmetric solvation structures,not_yet_annotated
TG:P0172:n3,TG,P0172,solvation entropy differences of redox ions,not_yet_annotated
TG:P0172:n4,TG,P0172,concentration gradient,not_yet_annotated
TG:P0172:n5,TG,P0172,redox ion transport,not_yet_annotated
TG:P0173:n1,TG,P0173,thermogalvanic effect,not_yet_annotated
TG:P0173:n2,TG,P0173,electrochemical potential,not_yet_annotated
TG:P0173:n3,TG,P0173,output voltage,not_yet_annotated
TG:P0177:n1,TG,P0177,solar-driven watersteam and brine production,not_yet_annotated
TG:P0177:n2,TG,P0177,high-concentration brine,not_yet_annotated
TG:P0177:n3,TG,P0177,cation exchange membrane,not_yet_annotated
TG:P0177:n4,TG,P0177,electricity generation,not_yet_annotated
TG:P0178:n1,TG,P0178,gel electrolytes with positive and negative thermo-electrochemical Seebeck coefficients,not_yet_annotated
TG:P0178:n2,TG,P0178,output voltage,not_yet_annotated
TG:P0179:n1,TG,P0179,hydrophobic interaction between methylcellulose and I3- ions,not_yet_annotated
TG:P0179:n2,TG,P0179,polarization switching from n-type to p-type,not_yet_annotated
TG:P0179:n3,TG,P0179,gelation of methylcellulose and KCl-induced complexation,not_yet_annotated
TG:P0179:n4,TG,P0179,entropy change and concentration difference of redox couple,not_yet_annotated
TG:P0181:n1,TG,P0181,integrative multilayer film cell,not_yet_annotated
TG:P0181:n2,TG,P0181,heat losses,not_yet_annotated
TG:P0181:n3,TG,P0181,solar thermal conversion efficiency,not_yet_annotated
TG:P0183:n1,TG,P0183,intercalation of acetone molecules into the first solvation shell of the Fe2+,not_yet_annotated
TG:P0183:n2,TG,P0183,a of Fe3+/Fe2+,not_yet_annotated
TG:P0183:n3,TG,P0183,variance of solvent dipole orientation,not_yet_annotated
TG:P0184:n1,TG,P0184,copper hexacyanoferrate cathode and a Cu/Cu2+ anode,not_yet_annotated
TG:P0184:n2,TG,P0184,charged at a temperature and then discharged at a different temperature,not_yet_annotated
TG:P0184:n3,TG,P0184,heat-to-electricity energy conversion efficiency,not_yet_annotated
TG:P0185:n1,TG,P0185,bionic mechanical training,not_yet_annotated
TG:P0185:n2,TG,P0185,hierarchical fibrils and aligned nanochannels,not_yet_annotated
TG:P0185:n3,TG,P0185,mechanical performance and output power density,not_yet_annotated
TG:P0186:n1,TG,P0186,electrode composition,not_yet_annotated
TG:P0186:n2,TG,P0186,thermopower,not_yet_annotated
TG:P0186:n3,TG,P0186,effective surface area,not_yet_annotated
TG:P0186:n4,TG,P0186,output current density,not_yet_annotated
TG:P0187:n1,TG,P0187,electrode area in contact with the electrolyte,not_yet_annotated
TG:P0187:n2,TG,P0187,power output density,not_yet_annotated
TG:P0189:n1,TG,P0189,operating parameter,not_yet_annotated
TG:P0189:n2,TG,P0189,natural convection,not_yet_annotated
TG:P0189:n3,TG,P0189,ion transport flux and overpotentials,not_yet_annotated
TG:P0189:n4,TG,P0189,power density,not_yet_annotated
TG:P0190:n1,TG,P0190,dynamic crosslinked double networks,not_yet_annotated
TG:P0190:n2,TG,P0190,ultra-stretchability,not_yet_annotated
TG:P0190:n3,TG,P0190,temperature sensing,not_yet_annotated
TG:P0191:n1,TG,P0191,oxidation of pyrogallic acid by Fe(CN)63-,not_yet_annotated
TG:P0191:n2,TG,P0191,photothermal layer,not_yet_annotated
TG:P0191:n3,TG,P0191,ultraviolet damage,not_yet_annotated
TG:P0191:n4,TG,P0191,interlocking structure at the interface,not_yet_annotated
TG:P0192:n1,TG,P0192,organic solvent with an appropriate solubility parameter,not_yet_annotated
TG:P0192:n2,TG,P0192,rearrangement of the solvation shell,not_yet_annotated
TG:P0192:n3,TG,P0192,entropy change of the overall redox system,not_yet_annotated
TG:P0192:n4,TG,P0192,electrochemical thermopower,not_yet_annotated
TG:P0193:n1,TG,P0193,coordination effect of Li+ ions with water molecules,not_yet_annotated
TG:P0193:n2,TG,P0193,colligative properties,not_yet_annotated
TG:P0193:n3,TG,P0193,ice crystallization,not_yet_annotated
TG:P0194:n1,TG,P0194,double-acting ion migration,not_yet_annotated
TG:P0194:n2,TG,P0194,thermogalvanic effect,not_yet_annotated
TG:P0194:n3,TG,P0194,sustainable short-circuit-current density,not_yet_annotated
TG:P0195:n1,TG,P0195,encapsulation of a guest,not_yet_annotated
TG:P0195:n2,TG,P0195,water molecules that structurally resemble amorphous ice are displaced from the host cavity,not_yet_annotated
TG:P0195:n3,TG,P0195,degrees of freedom and ordering of the solvent,not_yet_annotated
TG:P0195:n4,TG,P0195,entropy,not_yet_annotated
TG:P0198:n1,TG,P0198,interfacial evaporation,not_yet_annotated
TG:P0198:n2,TG,P0198,salinity and temperature gradient,not_yet_annotated
TG:P0198:n3,TG,P0198,synergistic ion transport effect,not_yet_annotated
TG:P0198:n4,TG,P0198,mutual power enhancement,not_yet_annotated
TG:P0199:n1,TG,P0199,aligned ion transport pathways,not_yet_annotated
TG:P0199:n2,TG,P0199,electroactive interface,not_yet_annotated
TG:P0199:n3,TG,P0199,output power density,not_yet_annotated
TG:P0200:n1,TG,P0200,nanofiber-macromolecular entanglement network,not_yet_annotated
TG:P0200:n2,TG,P0200,thermopower and mechanical properties,not_yet_annotated
TG:P0202:n1,TG,P0202,photothermal membranes,not_yet_annotated
TG:P0202:n2,TG,P0202,thermal concentration,not_yet_annotated
TG:P0202:n3,TG,P0202,Delta T,not_yet_annotated
TG:P0202:n4,TG,P0202,STE generation,not_yet_annotated
TG:P0203:n1,TG,P0203,charging-discharging an electrochemical cell at different temperatures,not_yet_annotated
TG:P0203:n2,TG,P0203,conversion to electricity,not_yet_annotated
TG:P0204:n1,TG,P0204,temperature-induced pseudocapacitive effect of graphene oxide,not_yet_annotated
TG:P0204:n2,TG,P0204,thermogalvanic effect of Fe2+/Fe3+,not_yet_annotated
TG:P0204:n3,TG,P0204,voltage,not_yet_annotated
TG:P0204:n4,TG,P0204,oxidizing polyaniline and reducing Fe3+,not_yet_annotated
TG:P0204:n5,TG,P0204,discharges continuously,not_yet_annotated
TG:P0205:n1,TG,P0205,mass transfer overpotential inside the porous electrode,not_yet_annotated
TG:P0205:n2,TG,P0205,resistance of the ion exchange membrane,not_yet_annotated
TG:P0205:n3,TG,P0205,efficiency and power density,not_yet_annotated
TG:P0206:n1,TG,P0206,"strong interactions between CMC, the polyacrylamide network, water molecules and thermogalvanic ions",not_yet_annotated
TG:P0206:n2,TG,P0206,mechanical performance,not_yet_annotated
TG:P0206:n3,TG,P0206,water retention,not_yet_annotated
TG:P0206:n4,TG,P0206,Seebeck coefficient,not_yet_annotated
TG:P0207:n1,TG,P0207,bifunctional current collector/solar absorber,not_yet_annotated
TG:P0207:n2,TG,P0207,electrical conductivity,not_yet_annotated
TG:P0207:n3,TG,P0207,solar absorption and photothermal transduction,not_yet_annotated
