paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P0017,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,PVA dual-network binary-solvent hydrogel fiber with Fe2+/Fe3+ redox ions | nostril temperature swings from respiration generate thermogalvanic signals while strong solvent hydrogen bonding maintains moisture,domain_curated_rule,0.97
P0018,C25D09DDC57,Fe2+/Fe3+ solvation redox chemistry,redox_chemistry,redox mechanism,material+mechanism+abstract,"sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator | ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",domain_curated_rule,0.97
P0018,CA6C42A1D77,ferri/ferrocyanide family,material_entity,redox couple family,material_raw,ferrocyanide/ferricyanide,controlled_rule+prediction_family_collapse,0.94
P0018,CAC2DF0E231,solvation structure,material_system,material/system,material+mechanism+abstract,"sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator | ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",domain_curated_rule,0.97
P0018,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator | ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",domain_curated_rule,0.97
P0018,CCAABE058E7,ferri/ferrocyanide redox chemistry,redox_chemistry,redox mechanism,material+mechanism+abstract,"sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator | ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",domain_curated_rule,0.97
P0018,CF8594C4108,power density,property_metric,device metric,abstract,power density,controlled_rule,0.94
P0019,C4A92E5F4FE,hydrogel,material_system,soft material platform,title,hydrogel,controlled_rule,0.94
P0019,C83B8CE46CF,high conductivity,property_metric,property/metric,abstract/material/mechanism,high conductivity,cleaned_open_concept,0.78
P0019,CABD4C9C815,salting-out confined ion gel,gel_microstructure,soft-material mechanism,material+mechanism+abstract,dynamic crystalline ion-injected thermoelectric gel DCI-TEG | solvent-exchange salting-out creates robust ionic gel that couples thermogalvanic current with piezoresistive pressure sensing,domain_curated_rule,0.97
P0019,CBA7A0F0CA3,thermogalvanic redox conversion,device_mechanism,thermoelectrochemical conversion,mechanism_raw,thermogalvanic current,controlled_rule,0.94
P0019,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P0019,CE48798D135,piezoresistive-thermoelectric coupling,device_mechanism,multimodal conversion,mechanism_raw,piezoresistive,controlled_rule,0.94
P0019,CF652A991A2,salting-out,phase_or_species_transition,phase/species transition,mechanism_raw,salting-out,controlled_rule,0.94
P0020,C1E6D605CE0,[Ni(bpy)3]2+/3+,material_entity,chemical formula,material_raw,[Ni(bpy)3]2+/3+,chemical_formula_parser,0.9
P0020,C22DDC0180F,Ni-bipyridine hydration-shell entropy,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,aqueous [Ni(bpy)3]2+/3+ thermogalvanic redox agent | different hydration-shell behavior between oxidant/reductant creates configurational entropy difference for stable high thermopower,domain_curated_rule,0.97
P0020,C2C6E45217A,high thermopower,property_metric,property/metric,abstract/material/mechanism,high thermopower,cleaned_open_concept,0.78
P0020,C5324084A22,molecular dynamics,computational_method,atomistic simulation,abstract,Molecular dynamics,controlled_rule,0.94
P0020,C555F4672C1,configurational-entropy modulation,phase_or_species_transition,entropy mechanism,material+mechanism+abstract,aqueous [Ni(bpy)3]2+/3+ thermogalvanic redox agent | different hydration-shell behavior between oxidant/reductant creates configurational entropy difference for stable high thermopower,domain_curated_rule,0.97
P0020,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0020,C720E904BA7,hydration-shell regulation,solvation_entropy,hydration,abstract,hydration shell,controlled_rule,0.94
P0020,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P0020,CA6C42A1D77,ferri/ferrocyanide family,material_entity,redox couple family,abstract,[Fe(CN)6]4-/,controlled_rule+prediction_family_collapse,0.94
P0020,CBA7A0F0CA3,thermogalvanic redox conversion,device_mechanism,thermoelectrochemical conversion,material_raw,thermogalvanic redox,controlled_rule,0.94
P0021,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,double-layer gelatin K4[Fe(CN)6]/K3[Fe(CN)6] thermogalvanic cell | spatially separated redox gel layers maintain ion concentration gradients and boost thermogalvanic voltage/efficiency,domain_curated_rule,0.97
P0021,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,double-layer gelatin K4[Fe(CN)6]/K3[Fe(CN)6] thermogalvanic cell | spatially separated redox gel layers maintain ion concentration gradients and boost thermogalvanic voltage/efficiency,domain_curated_rule,0.97
P0021,CA6C42A1D77,ferri/ferrocyanide family,material_entity,redox couple family,material_raw,[Fe(CN)6],chemical_formula_parser+prediction_family_collapse,0.9
P0021,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,double-layer gelatin K4[Fe(CN)6]/K3[Fe(CN)6] thermogalvanic cell | spatially separated redox gel layers maintain ion concentration gradients and boost thermogalvanic voltage/efficiency,domain_curated_rule,0.97
P0021,CBA7A0F0CA3,thermogalvanic redox conversion,device_mechanism,thermoelectrochemical conversion,mechanism_raw,thermogalvanic voltage,controlled_rule,0.94
P0021,CDAC0413DCA,gelatin-based polymer family,material_entity,biopolymer family,material_raw,gelatin,controlled_rule+prediction_family_collapse,0.94
P0021,CE39B16551E,redox-layer ionic-gradient cell,transport_mechanism,transport mechanism,material+mechanism+abstract,double-layer gelatin K4[Fe(CN)6]/K3[Fe(CN)6] thermogalvanic cell | spatially separated redox gel layers maintain ion concentration gradients and boost thermogalvanic voltage/efficiency,domain_curated_rule,0.97
P0021,CF8594C4108,power density,property_metric,device metric,abstract,power density,controlled_rule,0.94
P0022,C0153E11F9A,Cu-ethylenediamine chelation entropy,redox_chemistry,redox mechanism,material+mechanism+abstract,"Cu/Cu(en)2 2+ redox couple with ethylenediamine, Cu electrode, (NH4)2SO4 electrolyte | Cu/en chelation reaction creates large entropy change for high n-type thermogalvanic temperature coefficient",domain_curated_rule,0.97
P0022,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"Cu/Cu(en)2 2+ redox couple with ethylenediamine, Cu electrode, (NH4)2SO4 electrolyte | Cu/en chelation reaction creates large entropy change for high n-type thermogalvanic temperature coefficient",domain_curated_rule,0.97
P0022,C3CB102B9BB,normalized power density,property_metric,property/metric,abstract/material/mechanism,normalized power density,cleaned_open_concept,0.78
P0022,C6386C58B01,SO4,material_entity,chemical formula,material_raw,SO4,chemical_formula_parser,0.9
P0022,C6C76863E52,copper electrode,material_entity,electrode material,material_raw,Cu electrode,controlled_rule,0.94
P0022,C8A6C84DB46,NH4,material_entity,chemical formula,material_raw,NH4,chemical_formula_parser,0.9
P0022,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,"Cu/Cu(en)2 2+ redox couple with ethylenediamine, Cu electrode, (NH4)2SO4 electrolyte | Cu/en chelation reaction creates large entropy change for high n-type thermogalvanic temperature coefficient",domain_curated_rule,0.97
P0022,CF8594C4108,power density,property_metric,device metric,abstract,power density,controlled_rule,0.94
P0023,C1F3FEDB678,high seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,high seebeck coefficient,cleaned_open_concept,0.78
P0023,C2A8A04727D,guanidinium chloride (GdmCl),material_entity,functional additive,material_raw,guanidine hydrochloride,controlled_rule,0.94
P0023,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0023,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0023,C78B8F896F7,polyacrylamide (PAM),material_entity,polymer,material_raw,polyacrylamide,controlled_rule,0.94
P0023,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"polyacrylamide hydrogel with Fe(CN)6 3-/4-, guanidine hydrochloride, sodium pyrrolidone carboxylate | redox thermogalvanic effect harvests device waste heat; guanidine boosts thermopower and sodium PCA improves water retention/mechanics",domain_curated_rule,0.97
P0023,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P0023,CA6C42A1D77,ferri/ferrocyanide family,material_entity,redox couple family,material_raw,"polyacrylamide hydrogel with Fe(CN)6 3-/4-, guanidine hydrochloride, sodium pyrrolidone carboxylate",minimal_clean_family_recall,0.96
P0023,CBA7A0F0CA3,thermogalvanic redox conversion,device_mechanism,thermoelectrochemical conversion,mechanism_raw,thermogalvanic effect,controlled_rule,0.94
P0023,CC2754A6A87,high seebeck,property_metric,property/metric,abstract/material/mechanism,high seebeck,cleaned_open_concept,0.78
P0023,CCAABE058E7,ferri/ferrocyanide redox chemistry,redox_chemistry,redox mechanism,material+mechanism+abstract,"polyacrylamide hydrogel with Fe(CN)6 3-/4-, guanidine hydrochloride, sodium pyrrolidone carboxylate | redox thermogalvanic effect harvests device waste heat; guanidine boosts thermopower and sodium PCA improves water retention/mechanics",domain_curated_rule,0.97
P0023,CE482465EFA,low thermopower,property_metric,property/metric,abstract/material/mechanism,low thermopower,cleaned_open_concept,0.78
P0023,CF8594C4108,power density,property_metric,device metric,abstract,power density,controlled_rule,0.94
P0024,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,"solar liquid thermogalvanic generator with thermally sensitive TGCs and spectrally selective solar absorbers | solar absorber supplies heat directly to liquid TGCs, enabling full-spectrum solar-thermal-to-electric conversion without optical concentrator",domain_curated_rule,0.97
P0024,C41ADB600CD,solar-thermal liquid thermogalvanic generator,device_function,device function,material+mechanism+abstract,"solar liquid thermogalvanic generator with thermally sensitive TGCs and spectrally selective solar absorbers | solar absorber supplies heat directly to liquid TGCs, enabling full-spectrum solar-thermal-to-electric conversion without optical concentrator",domain_curated_rule,0.97
P0024,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"solar liquid thermogalvanic generator with thermally sensitive TGCs and spectrally selective solar absorbers | solar absorber supplies heat directly to liquid TGCs, enabling full-spectrum solar-thermal-to-electric conversion without optical concentrator",domain_curated_rule,0.97
P0025,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogels,controlled_rule,0.94
P0025,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"formamide/water thermogalvanic hydrogels | formamide increases redox reaction entropy, promotes ion desolvation, lowers activation energy, and accelerates reaction kinetics",domain_curated_rule,0.97
P0025,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,thermopower,controlled_rule,0.94
P0025,C9B7EF4194A,promotes ion desolvation,material_system,material/system,material+mechanism+abstract,"formamide/water thermogalvanic hydrogels | formamide increases redox reaction entropy, promotes ion desolvation, lowers activation energy, and accelerates reaction kinetics",domain_curated_rule,0.97
P0025,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,"formamide/water thermogalvanic hydrogels | formamide increases redox reaction entropy, promotes ion desolvation, lowers activation energy, and accelerates reaction kinetics",domain_curated_rule,0.97
