retrieval_unit_id,mention_id,paper_id,domain
TG:retrieval:d2e584f0075836,TG:P0004:n1,P0004,TG
TG:retrieval:d1784ba84a9072,TG:P0218:n1,P0218,TG
TG:retrieval:2036190c6ac043,TG:P0057:n2,P0057,TG
TG:retrieval:25268dd0fc3cb9,TG:P0323:n1,P0323,TG
TG:retrieval:45fe47f1ac30cc,TG:P0285:n2,P0285,TG
TG:retrieval:60e03f36936b52,TG:P0150:n1,P0150,TG
TG:retrieval:7f1f8d597baa07,TG:P0166:n5,P0166,TG
TG:retrieval:cb40519fb26a33,TG:P0028:n1,P0028,TG
TG:retrieval:10d23f390434fb,TG:P0197:n1,P0197,TG
TG:retrieval:098b2fe5eb9975,TG:P0230:n2,P0230,TG
TG:retrieval:9d159ecc79dc1d,TG:P0118:n2,P0118,TG
TG:retrieval:aab80254b87e4c,TG:P0109:n2,P0109,TG
TG:retrieval:e5c908828b54c0,TG:P0178:n1,P0178,TG
TG:retrieval:cf8fea88f5f2f0,TG:P0064:n1,P0064,TG
TG:retrieval:25a8c07599c62d,TG:P0161:n2,P0161,TG
TG:retrieval:39210caf2a6f29,TG:P0068:n1,P0068,TG
TG:retrieval:dd460f775c399c,TG:P0179:n3,P0179,TG
TG:retrieval:7557da1a7f647f,TG:P0092:n3,P0092,TG
TG:retrieval:7557da1a7f647f,TG:P0208:n1,P0208,TG
TG:retrieval:b4a1a5341b01ee,TG:P0305:n2,P0305,TG
TG:retrieval:f328a768b8a783,TG:P0331:n2,P0331,TG
TG:retrieval:06381b7a7bb556,TG:P0024:n2,P0024,TG
TG:retrieval:de13647da01cf8,TG:P0313:n2,P0313,TG
TG:retrieval:282a9a0b9fe50d,TG:P0259:n1,P0259,TG
TG:retrieval:8e013290b56ade,TG:P0107:n1,P0107,TG
TG:retrieval:dc36b2bb203446,TG:P0041:n4,P0041,TG
TG:retrieval:2472d02b1ce583,TG:P0053:n4,P0053,TG
TG:retrieval:e5d27f571f49b8,TG:P0039:n1,P0039,TG
TG:retrieval:005a0ad8678631,TG:P0090:n1,P0090,TG
TG:retrieval:a6ad16afd53791,TG:P0027:n1,P0027,TG
TG:retrieval:889bbee0a0ed37,TG:P0037:n2,P0037,TG
TG:retrieval:5a2a0ed9aa3ab7,TG:P0069:n3,P0069,TG
TG:retrieval:5a084e9b4a907d,TG:P0109:n3,P0109,TG
TG:retrieval:351cb771f3d9dd,TG:P0092:n2,P0092,TG
TG:retrieval:351cb771f3d9dd,TG:P0114:n2,P0114,TG
TG:retrieval:eec3f37e5634dd,TG:P0232:n3,P0232,TG
TG:retrieval:cd680da98e84cd,TG:P0160:n3,P0160,TG
TG:retrieval:791f39adab9a8a,TG:P0102:n2,P0102,TG
TG:retrieval:ddf2c6145c326c,TG:P0076:n4,P0076,TG
TG:retrieval:8d910b6709d3d3,TG:P0181:n2,P0181,TG
TG:retrieval:0e5239b1d86881,TG:P0086:n2,P0086,TG
TG:retrieval:520813440d062d,TG:P0076:n3,P0076,TG
TG:retrieval:133c761c6f9331,TG:P0208:n3,P0208,TG
TG:retrieval:75cc434540d84c,TG:P0310:n1,P0310,TG
TG:retrieval:b5ab4ac0a743a3,TG:P0079:n2,P0079,TG
TG:retrieval:c79883d3f65393,TG:P0196:n3,P0196,TG
TG:retrieval:c79883d3f65393,TG:P0047:n2,P0047,TG
TG:retrieval:4e7fa4fc571f61,TG:P0214:n4,P0214,TG
TG:retrieval:9946ad12db3f14,TG:P0184:n3,P0184,TG
TG:retrieval:28da2b1fb1130e,TG:P0209:n3,P0209,TG
TG:retrieval:28de0fe82fe526,TG:P0185:n2,P0185,TG
TG:retrieval:0a80b0520afd8c,TG:P0096:n2,P0096,TG
TG:retrieval:4306f790b68fbd,TG:P0165:n3,P0165,TG
TG:retrieval:28c2850368755b,TG:P0227:n3,P0227,TG
TG:retrieval:47c4d9f6e5c056,TG:P0131:n1,P0131,TG
TG:retrieval:7bca09a88fb0f4,TG:P0133:n3,P0133,TG
TG:retrieval:c8999e0855ba58,TG:P0177:n2,P0177,TG
TG:retrieval:b7396daa0c012d,TG:P0288:n2,P0288,TG
TG:retrieval:fa61ef3506c396,TG:P0328:n2,P0328,TG
TG:retrieval:a96f0b73f0961a,TG:P0241:n2,P0241,TG
TG:retrieval:065d853fed37a3,TG:P0312:n2,P0312,TG
TG:retrieval:468cff68bd18ff,TG:P0095:n1,P0095,TG
TG:retrieval:bb46ac6399ef1b,TG:P0032:n2,P0032,TG
TG:retrieval:9a23bd0c0371b4,TG:P0269:n3,P0269,TG
TG:retrieval:bc54ded0e2c77f,TG:P0135:n1,P0135,TG
TG:retrieval:e17efe4f83c619,TG:P0094:n4,P0094,TG
TG:retrieval:682372aa8fdd70,TG:P0315:n1,P0315,TG
TG:retrieval:c220033949db6c,TG:P0126:n2,P0126,TG
TG:retrieval:2ba93b03728c3f,TG:P0048:n1,P0048,TG
TG:retrieval:ec33079cfe06cd,TG:P0170:n1,P0170,TG
TG:retrieval:729f55c0dfb16f,TG:P0062:n1,P0062,TG
TG:retrieval:45ccf9b25c25a4,TG:P0296:n1,P0296,TG
TG:retrieval:6d2703426cb9e0,TG:P0141:n1,P0141,TG
TG:retrieval:5aedf3ceac7c9c,TG:P0049:n1,P0049,TG
TG:retrieval:02ef1a7205ccc8,TG:P0157:n1,P0157,TG
TG:retrieval:72d86a568e1e7d,TG:P0078:n1,P0078,TG
TG:retrieval:098cf31e104199,TG:P0073:n2,P0073,TG
TG:retrieval:0ef47e95beb534,TG:P0052:n1,P0052,TG
TG:retrieval:9d6d8c94579196,TG:P0017:n1,P0017,TG
TG:retrieval:89e24b532747aa,TG:P0061:n2,P0061,TG
TG:retrieval:58538fb4704d6f,TG:P0139:n7,P0139,TG
TG:retrieval:6b099b94195374,TG:P0013:n1,P0013,TG
TG:retrieval:18f7c1a16da335,TG:P0166:n4,P0166,TG
TG:retrieval:a9e6d297794a9f,TG:P0059:n1,P0059,TG
TG:retrieval:44de760f25cea0,TG:P0054:n1,P0054,TG
TG:retrieval:4c908e59029d33,TG:P0066:n2,P0066,TG
TG:retrieval:a8b262c297a57c,TG:P0033:n1,P0033,TG
TG:retrieval:89402a9e557322,TG:P0114:n1,P0114,TG
TG:retrieval:9c012a6ea8975c,TG:P0009:n4,P0009,TG
TG:retrieval:20f6ac248d1c96,TG:P0260:n1,P0260,TG
TG:retrieval:878a3562dbad51,TG:P0179:n1,P0179,TG
TG:retrieval:2de2f061513355,TG:P0193:n3,P0193,TG
TG:retrieval:55b1750494d5c8,TG:P0147:n2,P0147,TG
TG:retrieval:883afa48254db5,TG:P0108:n1,P0108,TG
TG:retrieval:0774b3d111926c,TG:P0272:n1,P0272,TG
TG:retrieval:f6905c705d6688,TG:P0009:n1,P0009,TG
TG:retrieval:8cfcc17c54ea05,TG:P0035:n2,P0035,TG
TG:retrieval:c3ede6d13858f2,TG:P0215:n1,P0215,TG
TG:retrieval:3e7dac7c73ba01,TG:P0011:n1,P0011,TG
TG:retrieval:9b659498a7bc89,TG:P0249:n1,P0249,TG
TG:retrieval:7f8b5d84236da1,TG:P0008:n1,P0008,TG
TG:retrieval:36d756a4edf59f,TG:P0003:n1,P0003,TG
TG:retrieval:4efa025fa7c1ed,TG:P0322:n2,P0322,TG
TG:retrieval:fc1f122bacddf8,TG:P0329:n1,P0329,TG
TG:retrieval:32afa9c0caf4a1,TG:P0314:n2,P0314,TG
TG:retrieval:ea94df06510475,TG:P0055:n4,P0055,TG
TG:retrieval:344e28dfedf6ba,TG:P0324:n1,P0324,TG
TG:retrieval:0e7e949952fd9d,TG:P0215:n2,P0215,TG
TG:retrieval:4e65c04fa5a891,TG:P0024:n1,P0024,TG
TG:retrieval:91b0dd3bb17fe7,TG:P0181:n1,P0181,TG
TG:retrieval:21464bafacbb53,TG:P0249:n2,P0249,TG
TG:retrieval:2df91fc458bc4c,TG:P0146:n1,P0146,TG
TG:retrieval:7d2e9517a1b6d0,TG:P0257:n1,P0257,TG
TG:retrieval:22b5770844980b,TG:P0258:n5,P0258,TG
TG:retrieval:3fa601ebf73b97,TG:P0162:n2,P0162,TG
TG:retrieval:3cc3525bc50b7e,TG:P0183:n1,P0183,TG
TG:retrieval:ea7d3255ab8f2f,TG:P0251:n5,P0251,TG
TG:retrieval:5c71ae49d58fa2,TG:P0016:n2,P0016,TG
TG:retrieval:4dc19b02a7c332,TG:P0101:n4,P0101,TG
TG:retrieval:40079ccf572da1,TG:P0169:n4,P0169,TG
TG:retrieval:1691d0aeb8fc75,TG:P0083:n2,P0083,TG
TG:retrieval:9d5aa19c8c064d,TG:P0168:n2,P0168,TG
TG:retrieval:b637d64d1c0529,TG:P0275:n1,P0275,TG
TG:retrieval:29ceab9000c407,TG:P0198:n1,P0198,TG
TG:retrieval:1ef8f728cf1ae0,TG:P0251:n3,P0251,TG
TG:retrieval:5158ccfb155c76,TG:P0279:n2,P0279,TG
TG:retrieval:669a448f68a152,TG:P0082:n2,P0082,TG
TG:retrieval:c72749492e847f,TG:P0191:n4,P0191,TG
TG:retrieval:5da69d49436edc,TG:P0211:n1,P0211,TG
TG:retrieval:b3c5db99dd1de2,TG:P0137:n4,P0137,TG
TG:retrieval:a4e0a1f0ba9f67,TG:P0071:n4,P0071,TG
TG:retrieval:0be5b5898d9265,TG:P0119:n1,P0119,TG
TG:retrieval:c40a77d260d831,TG:P0045:n3,P0045,TG
TG:retrieval:9c13b05cadad1b,TG:P0021:n3,P0021,TG
TG:retrieval:2cdcd7aaed4cb1,TG:P0046:n6,P0046,TG
TG:retrieval:2cdcd7aaed4cb1,TG:P0053:n2,P0053,TG
TG:retrieval:3a7ebbd8452408,TG:P0108:n3,P0108,TG
TG:retrieval:749d9ff964337a,TG:P0144:n4,P0144,TG
TG:retrieval:6162b6b2f4dc18,TG:P0080:n1,P0080,TG
TG:retrieval:ef3f7b1e7a4aa2,TG:P0261:n5,P0261,TG
TG:retrieval:14d28ed8599c10,TG:P0161:n3,P0161,TG
TG:retrieval:4f9e3a597b28eb,TG:P0249:n3,P0249,TG
TG:retrieval:f10a15232152e5,TG:P0189:n3,P0189,TG
TG:retrieval:88556e8e106529,TG:P0029:n1,P0029,TG
TG:retrieval:03eb33581899ff,TG:P0006:n3,P0006,TG
TG:retrieval:1a2dd11d3aa07d,TG:P0065:n1,P0065,TG
TG:retrieval:f4ad3bfafd37c5,TG:P0146:n4,P0146,TG
TG:retrieval:f4ad3bfafd37c5,TG:P0150:n2,P0150,TG
TG:retrieval:f4ad3bfafd37c5,TG:P0014:n4,P0014,TG
TG:retrieval:f4ad3bfafd37c5,TG:P0285:n4,P0285,TG
TG:retrieval:8c281ec9aacc24,TG:P0047:n3,P0047,TG
TG:retrieval:63858b1c570195,TG:P0297:n2,P0297,TG
TG:retrieval:0fd417edc2b429,TG:P0247:n1,P0247,TG
TG:retrieval:12336f13d7cf72,TG:P0258:n3,P0258,TG
TG:retrieval:ebfb798aff9e0e,TG:P0159:n1,P0159,TG
TG:retrieval:22cccf2932e14d,TG:P0305:n1,P0305,TG
TG:retrieval:fe673f17186e37,TG:P0275:n2,P0275,TG
TG:retrieval:ccea38e8febf82,TG:P0175:n1,P0175,TG
TG:retrieval:4f5fe169c39932,TG:P0146:n5,P0146,TG
TG:retrieval:6ee4a76620e6c7,TG:P0297:n3,P0297,TG
TG:retrieval:9ebc0fcfa80e3d,TG:P0027:n2,P0027,TG
TG:retrieval:d7f9356460deb1,TG:P0290:n1,P0290,TG
TG:retrieval:f7e1db2acf0894,TG:P0322:n1,P0322,TG
TG:retrieval:1e0f03c88e702b,TG:P0261:n1,P0261,TG
TG:retrieval:92f7b48754bdf7,TG:P0108:n2,P0108,TG
TG:retrieval:6fe2feae8f63cf,TG:P0014:n2,P0014,TG
TG:retrieval:b3e65e6d9b7b8a,TG:P0089:n4,P0089,TG
TG:retrieval:6ab872960057f1,TG:P0089:n2,P0089,TG
TG:retrieval:26a8451cc6fac0,TG:P0016:n1,P0016,TG
TG:retrieval:a355169e8e4382,TG:P0042:n2,P0042,TG
TG:retrieval:b5908bee3ebfe2,TG:P0081:n2,P0081,TG
TG:retrieval:6aa735fa024e14,TG:P0148:n3,P0148,TG
TG:retrieval:fb229e5a43779a,TG:P0025:n1,P0025,TG
TG:retrieval:fae5a58c37adf8,TG:P0065:n4,P0065,TG
TG:retrieval:a1da4e734503b9,TG:P0042:n3,P0042,TG
TG:retrieval:a1da4e734503b9,TG:P0076:n1,P0076,TG
TG:retrieval:23c3c8cef5e003,TG:P0330:n2,P0330,TG
TG:retrieval:147fa1510ac6de,TG:P0218:n4,P0218,TG
TG:retrieval:ebd93b4f03cff0,TG:P0154:n2,P0154,TG
TG:retrieval:8b30feb66bef37,TG:P0162:n5,P0162,TG
TG:retrieval:c01409488657f5,TG:P0205:n1,P0205,TG
TG:retrieval:8cd0541cb0e793,TG:P0252:n2,P0252,TG
TG:retrieval:cd8fe087b4d436,TG:P0086:n3,P0086,TG
TG:retrieval:bd8bde4b699289,TG:P0128:n2,P0128,TG
TG:retrieval:464afa0930063c,TG:P0286:n3,P0286,TG
TG:retrieval:c83b8761e73666,TG:P0317:n2,P0317,TG
TG:retrieval:01cb523d2855e9,TG:P0308:n2,P0308,TG
TG:retrieval:71d48b62233929,TG:P0094:n6,P0094,TG
TG:retrieval:33b5ca3a89bbbd,TG:P0296:n2,P0296,TG
TG:retrieval:fd5eef830898e5,TG:P0100:n3,P0100,TG
TG:retrieval:468793fa677c8b,TG:P0206:n2,P0206,TG
TG:retrieval:364b0648e029b8,TG:P0185:n3,P0185,TG
TG:retrieval:9b852b6e7f77e3,TG:P0023:n3,P0023,TG
TG:retrieval:96d95e7664e5d8,TG:P0261:n4,P0261,TG
TG:retrieval:04279ef5096f6b,TG:P0073:n1,P0073,TG
TG:retrieval:9bb35a49101562,TG:P0006:n5,P0006,TG
TG:retrieval:2ad4a672107db5,TG:P0033:n3,P0033,TG
TG:retrieval:142109b703ec7f,TG:P0044:n2,P0044,TG
TG:retrieval:54fe2b97d8f69a,TG:P0223:n3,P0223,TG
TG:retrieval:3365a906faf59e,TG:P0111:n2,P0111,TG
TG:retrieval:eaf934b1630d2f,TG:P0071:n2,P0071,TG
TG:retrieval:9e2ba681c27ac7,TG:P0101:n1,P0101,TG
TG:retrieval:93c3d43afd769f,TG:P0057:n3,P0057,TG
TG:retrieval:50b28aad91092e,TG:P0007:n1,P0007,TG
TG:retrieval:2639f45de0f016,TG:P0162:n1,P0162,TG
TG:retrieval:678878a5ae4ebc,TG:P0258:n1,P0258,TG
TG:retrieval:414ca2549b1e40,TG:P0041:n1,P0041,TG
TG:retrieval:9c088b59ac0630,TG:P0085:n1,P0085,TG
TG:retrieval:cfb1aa53a45dfe,TG:P0139:n2,P0139,TG
TG:retrieval:94f2345285fd5f,TG:P0277:n1,P0277,TG
TG:retrieval:ad72ecae25d1eb,TG:P0306:n2,P0306,TG
TG:retrieval:fee41448d7622a,TG:P0011:n2,P0011,TG
TG:retrieval:fc39fcc60c56b6,TG:P0301:n1,P0301,TG
TG:retrieval:4bd655270affc3,TG:P0198:n4,P0198,TG
TG:retrieval:60a5cfcd2eeabd,TG:P0257:n3,P0257,TG
TG:retrieval:4b7d4bc672fbcf,TG:P0072:n3,P0072,TG
TG:retrieval:ecc15e07385094,TG:P0200:n1,P0200,TG
TG:retrieval:cbb177e4ebfe6a,TG:P0093:n1,P0093,TG
TG:retrieval:d8a1fc176f4911,TG:P0086:n1,P0086,TG
TG:retrieval:d8a1fc176f4911,TG:P0121:n1,P0121,TG
TG:retrieval:d8a1fc176f4911,TG:P0189:n2,P0189,TG
TG:retrieval:53f767ad283cd9,TG:P0174:n3,P0174,TG
TG:retrieval:06452ac8c2b5c7,TG:P0268:n5,P0268,TG
TG:retrieval:a098980dd4f7ec,TG:P0286:n2,P0286,TG
TG:retrieval:ea7c83ea8a49dd,TG:P0019:n1,P0019,TG
TG:retrieval:23c03010253017,TG:P0285:n1,P0285,TG
TG:retrieval:3c84c6ccf7f4be,TG:P0004:n3,P0004,TG
TG:retrieval:fbfc4f0e0f55f9,TG:P0054:n3,P0054,TG
TG:retrieval:6576d22425d16c,TG:P0270:n3,P0270,TG
TG:retrieval:45192b9f3487e2,TG:P0127:n1,P0127,TG
TG:retrieval:45192b9f3487e2,TG:P0229:n3,P0229,TG
TG:retrieval:fcba21b2ea6a99,TG:P0095:n3,P0095,TG
TG:retrieval:c467d14ef0b9d8,TG:P0128:n1,P0128,TG
TG:retrieval:e1cce92f2f7a65,TG:P0225:n2,P0225,TG
TG:retrieval:3435acf01e3fc5,TG:P0051:n4,P0051,TG
TG:retrieval:3435acf01e3fc5,TG:P0117:n2,P0117,TG
TG:retrieval:a4fbcf50883db2,TG:P0033:n2,P0033,TG
TG:retrieval:d23db2040ca085,TG:P0075:n3,P0075,TG
TG:retrieval:deeb449e577fb3,TG:P0189:n1,P0189,TG
TG:retrieval:b10fd157dcbc3b,TG:P0246:n3,P0246,TG
TG:retrieval:1cb72fee4449a1,TG:P0032:n1,P0032,TG
TG:retrieval:ed889284c395a9,TG:P0063:n1,P0063,TG
TG:retrieval:f60a019fe736c4,TG:P0192:n1,P0192,TG
TG:retrieval:07f4ec2852cb83,TG:P0233:n1,P0233,TG
TG:retrieval:e0ee8bb50685e0,TG:P0209:n2,P0209,TG
TG:retrieval:5e3bbb57637208,TG:P0186:n4,P0186,TG
TG:retrieval:c4a0044b69f6fc,TG:P0163:n3,P0163,TG
TG:retrieval:4811c1dab58b4c,TG:P0154:n3,P0154,TG
TG:retrieval:4811c1dab58b4c,TG:P0155:n3,P0155,TG
TG:retrieval:4811c1dab58b4c,TG:P0281:n2,P0281,TG
TG:retrieval:99cd8f86129b8e,TG:P0199:n3,P0199,TG
TG:retrieval:89ccb646967ea6,TG:P0307:n2,P0307,TG
TG:retrieval:070b6b3684e9e7,TG:P0173:n3,P0173,TG
TG:retrieval:070b6b3684e9e7,TG:P0178:n2,P0178,TG
TG:retrieval:070b6b3684e9e7,TG:P0210:n3,P0210,TG
TG:retrieval:7b4dba7aa73e4d,TG:P0218:n3,P0218,TG
TG:retrieval:a761647bb0258f,TG:P0191:n1,P0191,TG
TG:retrieval:9e094e54595727,TG:P0204:n4,P0204,TG
TG:retrieval:a376854fde8f62,TG:P0135:n3,P0135,TG
TG:retrieval:ac4c0fa341cca5,TG:P0093:n4,P0093,TG
TG:retrieval:d1ceb0a001be84,TG:P0163:n1,P0163,TG
TG:retrieval:d18eae6d1eef0c,TG:P0153:n1,P0153,TG
TG:retrieval:2db1341bf87ff6,TG:P0224:n5,P0224,TG
TG:retrieval:ccc6541fd5cfe1,TG:P0091:n1,P0091,TG
TG:retrieval:be60310d296201,TG:P0107:n4,P0107,TG
TG:retrieval:0547e2d8a77de6,TG:P0131:n2,P0131,TG
TG:retrieval:7a3fe78cd4a7f9,TG:P0115:n4,P0115,TG
TG:retrieval:467f2a1ac0d50d,TG:P0293:n1,P0293,TG
TG:retrieval:4a1898716ef677,TG:P0141:n2,P0141,TG
TG:retrieval:4a1898716ef677,TG:P0159:n3,P0159,TG
TG:retrieval:4a1898716ef677,TG:P0083:n3,P0083,TG
TG:retrieval:4a1898716ef677,TG:P0265:n2,P0265,TG
TG:retrieval:ac2c6b98eeb481,TG:P0220:n3,P0220,TG
TG:retrieval:feea63b78a780a,TG:P0283:n3,P0283,TG
TG:retrieval:725a90cb8f5c2f,TG:P0255:n2,P0255,TG
TG:retrieval:c1ddc404fb35fa,TG:P0044:n1,P0044,TG
TG:retrieval:41be7f20a06ebd,TG:P0212:n1,P0212,TG
TG:retrieval:54bffcf5896b65,TG:P0159:n2,P0159,TG
TG:retrieval:c01ccf23b5c860,TG:P0136:n2,P0136,TG
TG:retrieval:c01ccf23b5c860,TG:P0051:n2,P0051,TG
TG:retrieval:b38c11cd557a35,TG:P0191:n2,P0191,TG
TG:retrieval:97f4fc48248c51,TG:P0202:n1,P0202,TG
TG:retrieval:8ebda3bbe12e1d,TG:P0087:n1,P0087,TG
TG:retrieval:f59de0d1f2e436,TG:P0273:n1,P0273,TG
TG:retrieval:911876d946d30d,TG:P0131:n3,P0131,TG
TG:retrieval:d6c99e4e4d9472,TG:P0136:n1,P0136,TG
TG:retrieval:1e1e8f9d0017cf,TG:P0280:n1,P0280,TG
TG:retrieval:64b2547bad7790,TG:P0197:n3,P0197,TG
TG:retrieval:1f6586958acbdf,TG:P0179:n2,P0179,TG
TG:retrieval:065401565157a6,TG:P0182:n3,P0182,TG
TG:retrieval:6eb549be5fd747,TG:P0106:n1,P0106,TG
TG:retrieval:bc1688e54a16cc,TG:P0067:n1,P0067,TG
TG:retrieval:14f4de6a276b6c,TG:P0076:n2,P0076,TG
TG:retrieval:7aacbfc9b398b5,TG:P0160:n2,P0160,TG
TG:retrieval:07d715edb696fb,TG:P0113:n2,P0113,TG
TG:retrieval:07d715edb696fb,TG:P0098:n2,P0098,TG
TG:retrieval:35242df890d139,TG:P0127:n2,P0127,TG
TG:retrieval:7b2c268e600f71,TG:P0077:n2,P0077,TG
TG:retrieval:7b2c268e600f71,TG:P0189:n4,P0189,TG
TG:retrieval:ae54457f61857f,TG:P0011:n4,P0011,TG
TG:retrieval:ae7a904595125e,TG:P0288:n3,P0288,TG
TG:retrieval:3560c1a04740b8,TG:P0121:n2,P0121,TG
TG:retrieval:933a27575fdacf,TG:P0055:n3,P0055,TG
TG:retrieval:933a27575fdacf,TG:P0208:n2,P0208,TG
TG:retrieval:d9627997fdee71,TG:P0187:n2,P0187,TG
TG:retrieval:674120f1da5486,TG:P0128:n3,P0128,TG
TG:retrieval:d846d9e80803e6,TG:P0164:n1,P0164,TG
TG:retrieval:5abc5fa0d717d3,TG:P0028:n2,P0028,TG
TG:retrieval:8b7698226f3a30,TG:P0123:n4,P0123,TG
TG:retrieval:89548ca97b18b9,TG:P0112:n1,P0112,TG
TG:retrieval:b96dc01d2756b5,TG:P0306:n1,P0306,TG
TG:retrieval:7f0dc60d603753,TG:P0098:n1,P0098,TG
TG:retrieval:24dd4b9f75409d,TG:P0078:n3,P0078,TG
TG:retrieval:9c8797925220ae,TG:P0005:n3,P0005,TG
TG:retrieval:26ab26d45eb8cb,TG:P0197:n5,P0197,TG
TG:retrieval:0482613a82d25f,TG:P0022:n2,P0022,TG
TG:retrieval:3da072c2200bc3,TG:P0025:n3,P0025,TG
TG:retrieval:16e7089071650d,TG:P0140:n3,P0140,TG
TG:retrieval:4b51dcd4f9c7cc,TG:P0192:n2,P0192,TG
TG:retrieval:a32d0bbfcdc0b5,TG:P0064:n3,P0064,TG
TG:retrieval:ecbb6ef794f31b,TG:P0085:n2,P0085,TG
TG:retrieval:399e0bb9efaec3,TG:P0172:n5,P0172,TG
TG:retrieval:e74cf5e0af07d2,TG:P0047:n1,P0047,TG
TG:retrieval:8c2d1193dcc615,TG:P0049:n2,P0049,TG
TG:retrieval:aec74c96d338ff,TG:P0135:n4,P0135,TG
TG:retrieval:f7b3771fda4bf1,TG:P0171:n1,P0171,TG
TG:retrieval:4ab3c9751650d7,TG:P0201:n3,P0201,TG
TG:retrieval:0801c17756c837,TG:P0267:n2,P0267,TG
TG:retrieval:e62adce6cbe4c7,TG:P0046:n3,P0046,TG
TG:retrieval:e62adce6cbe4c7,TG:P0053:n5,P0053,TG
TG:retrieval:e62adce6cbe4c7,TG:P0134:n2,P0134,TG
TG:retrieval:c1c65175e9223a,TG:P0258:n4,P0258,TG
TG:retrieval:1b5aa144221f9e,TG:P0035:n3,P0035,TG
TG:retrieval:6b1ab435fda7ef,TG:P0072:n1,P0072,TG
TG:retrieval:7c3e38945087dc,TG:P0321:n1,P0321,TG
TG:retrieval:7839ae4319ac3f,TG:P0197:n4,P0197,TG
TG:retrieval:a560785d04310b,TG:P0158:n1,P0158,TG
TG:retrieval:4f8d1a79a5bbb8,TG:P0311:n1,P0311,TG
TG:retrieval:bcbbc70c329462,TG:P0082:n3,P0082,TG
TG:retrieval:d60e82122207ae,TG:P0008:n2,P0008,TG
TG:retrieval:40038d1502d0e9,TG:P0205:n2,P0205,TG
TG:retrieval:76fe2e384a8bba,TG:P0139:n8,P0139,TG
TG:retrieval:f7fbd5853d1194,TG:P0110:n4,P0110,TG
TG:retrieval:9bb907da7f5a5d,TG:P0064:n2,P0064,TG
TG:retrieval:ec83baf345620a,TG:P0017:n2,P0017,TG
TG:retrieval:80ac8308d65486,TG:P0047:n5,P0047,TG
TG:retrieval:25bdec3839ab0a,TG:P0273:n3,P0273,TG
TG:retrieval:934872bf993ffe,TG:P0175:n2,P0175,TG
TG:retrieval:5dd43d3dbc5f23,TG:P0026:n3,P0026,TG
TG:retrieval:2422e9549a96e9,TG:P0198:n2,P0198,TG
TG:retrieval:8f3a41af23d40a,TG:P0222:n1,P0222,TG
TG:retrieval:39ec695e66ef19,TG:P0045:n1,P0045,TG
TG:retrieval:d0d28347966aaa,TG:P0006:n2,P0006,TG
TG:retrieval:e93db4702464b0,TG:P0256:n2,P0256,TG
TG:retrieval:70851418f6b562,TG:P0002:n2,P0002,TG
TG:retrieval:cd086e4f37e257,TG:P0093:n2,P0093,TG
TG:retrieval:9556dba602464f,TG:P0137:n5,P0137,TG
TG:retrieval:99e679e0f677f4,TG:P0299:n1,P0299,TG
TG:retrieval:5604fab830c82d,TG:P0137:n2,P0137,TG
TG:retrieval:87b5b6873504db,TG:P0034:n4,P0034,TG
TG:retrieval:c64f4f302620a5,TG:P0084:n2,P0084,TG
TG:retrieval:797122894d9cca,TG:P0250:n2,P0250,TG
TG:retrieval:8e5ef99c294adf,TG:P0056:n1,P0056,TG
TG:retrieval:19d657c1434a5e,TG:P0034:n2,P0034,TG
TG:retrieval:bb8908e550f607,TG:P0005:n4,P0005,TG
TG:retrieval:2da1e64b520016,TG:P0019:n5,P0019,TG
TG:retrieval:97e5f196b07208,TG:P0138:n2,P0138,TG
TG:retrieval:cc1b2e617e9f99,TG:P0032:n3,P0032,TG
TG:retrieval:5c16250fd4bb69,TG:P0007:n2,P0007,TG
TG:retrieval:5c16250fd4bb69,TG:P0110:n2,P0110,TG
TG:retrieval:7a6a14e2b57a47,TG:P0291:n2,P0291,TG
TG:retrieval:a4c8bf873136cb,TG:P0231:n2,P0231,TG
TG:retrieval:4a606af997cb13,TG:P0229:n4,P0229,TG
TG:retrieval:063259d1f77f8f,TG:P0316:n2,P0316,TG
TG:retrieval:81b7f0b52b56ba,TG:P0025:n4,P0025,TG
TG:retrieval:200003a8334827,TG:P0295:n2,P0295,TG
TG:retrieval:d6c7e9d9cf1bf4,TG:P0105:n2,P0105,TG
TG:retrieval:7b0f7d4c61aaa9,TG:P0023:n1,P0023,TG
TG:retrieval:77a080960635e0,TG:P0105:n1,P0105,TG
TG:retrieval:ae0e58c7ec6cce,TG:P0207:n3,P0207,TG
TG:retrieval:9c159c91bb505b,TG:P0181:n3,P0181,TG
TG:retrieval:15b57bd36fa0e9,TG:P0177:n1,P0177,TG
TG:retrieval:5c89b1df4b9bff,TG:P0241:n1,P0241,TG
TG:retrieval:7f5c3a88803c60,TG:P0246:n5,P0246,TG
TG:retrieval:fe6ba53124bd1a,TG:P0257:n2,P0257,TG
TG:retrieval:06f81012937940,TG:P0166:n2,P0166,TG
TG:retrieval:1cfde907dadf38,TG:P0264:n3,P0264,TG
TG:retrieval:ad03284b802e7a,TG:P0172:n3,P0172,TG
TG:retrieval:1f2fce3efb93f6,TG:P0251:n6,P0251,TG
TG:retrieval:718a84b9ac452a,TG:P0213:n3,P0213,TG
TG:retrieval:c0c74f7a0a2da8,TG:P0018:n3,P0018,TG
TG:retrieval:6b702702fe126d,TG:P0248:n2,P0248,TG
TG:retrieval:e5fde11025ba80,TG:P0063:n5,P0063,TG
