concept,concept_type,doc_freq,score
conduction band,material_system,30,207.5666345596702
increase seebeck,property_metric,30,207.5666345596702
increasing ionic,material_system,29,201.9156198901702
increasing temperature,material_system,29,201.9156198901702
optical conductivity,property_metric,29,201.9156198901702
phonon dispersion,material_system,29,201.9156198901702
property ionic,material_system,29,201.9156198901702
poly ethylenedioxythiophene poly styrenesulfonate pedot,material_system,22,201.21415792675091
ethylenedioxythiophene poly styrenesulfonate pedot:pss,material_system,22,201.21415792675091
ethylenedioxythiophene poly styrenesulfonate pedot,material_system,22,201.21415792675091
electrical conductivity sigma,property_metric,25,201.18961989207824
energy conversion efficiency,property_metric,25,201.18961989207824
polyvinyl alcohol pva,material_system,25,201.18961989207824
high seebeck coefficients,property_metric,25,201.18961989207824
generalized gradient approximation,material_system,25,201.18961989207824
mobile ions,material_system,28,196.21867023697598
redox reaction,redox_chemistry,28,196.21867023697598
deep eutectic,material_system,28,196.21867023697598
charge transfer,electrode_interface,28,196.21867023697598
thermogalvanic hydrogel,material_system,28,196.21867023697598
styrenesulfonate pedot,material_system,28,196.21867023697598
harvesting applications,material_system,28,196.21867023697598
sulfonate pedot:pss,material_system,28,196.21867023697598
gradient approximation,material_system,28,196.21867023697598
sulfonate pedot,material_system,28,196.21867023697598
different temperatures,material_system,28,196.21867023697598
styrenesulfonate pedot:pss,material_system,28,196.21867023697598
ion diffusion,transport_mechanism,28,196.21867023697598
systematically investigated,material_system,28,196.21867023697598
successive ionic layer adsorption reaction,material_system,19,196.02182435648143
large seebeck coefficient,property_metric,24,194.55398076991324
seebeck coefficient power,property_metric,24,194.55398076991324
seebeck coefficient mu,property_metric,24,194.55398076991324
x ray scattering,characterization_method,24,194.55398076991324
electrical conductivity thermoelectric power,property_metric,21,193.6238715291505
cations anions,material_system,27,190.47414809886112
electricity generation,material_system,27,190.47414809886112
entropy difference,material_system,27,190.47414809886112
high ionic seebeck,property_metric,23,187.855923715449
powder x ray,characterization_method,23,187.855923715449
energy harvesting applications,material_system,23,187.855923715449
electronic transport property,material_system,23,187.855923715449
vinyl alcohol pva,material_system,23,187.855923715449
n-type ionic thermoelectric,material_system,23,187.855923715449
ionic layer adsorption reaction silar,material_system,18,187.39756494724523
x ray photoelectron spectroscopy,characterization_method,20,185.9543543584493
optical absorption,material_system,26,184.6802950190492
liquids ils,material_system,26,184.6802950190492
high conductivity,property_metric,26,184.6802950190492
ionic conductor,material_system,26,184.6802950190492
covalent ionic,material_system,26,184.6802950190492
conductivity low,property_metric,26,184.6802950190492
structure calculations,material_system,26,184.6802950190492
small temperature,material_system,26,184.6802950190492
solid solutions,material_system,26,184.6802950190492
transport thermoelectric,material_system,25,178.83521768184733
pedot:pss films,material_system,25,178.83521768184733
optoelectronic applications,material_system,25,178.83521768184733
effect ionic,material_system,25,178.83521768184733
temperature differences,material_system,25,178.83521768184733
ionic layer adsorption reaction,material_system,19,178.20165850589217
successive ionic layer adsorption,material_system,19,178.20165850589217
powder x ray diffraction,characterization_method,19,178.20165850589217
poly styrene sulfonate pedot,material_system,19,178.20165850589217
poly styrene sulfonate pedot:pss,material_system,19,178.20165850589217
ionic thermoelectric hydrogel,material_system,21,174.26148437623547
thermoelectric transport property,material_system,21,174.26148437623547
dimensionless figure merit,material_system,21,174.26148437623547
deep eutectic solvent,material_system,21,174.26148437623547
redox ions,material_system,24,172.93687179547842
superionic conductors,material_system,24,172.93687179547842
transmission electron,material_system,24,172.93687179547842
transition metal,material_system,24,172.93687179547842
ionic bonds,material_system,24,172.93687179547842
ionic size,material_system,24,172.93687179547842
phonon transport,material_system,24,172.93687179547842
entropy change,material_system,24,172.93687179547842
ionic conductivity conductivity,property_metric,24,172.93687179547842
theory calculations,material_system,24,172.93687179547842
ionic character,material_system,24,172.93687179547842
lattice thermal conductivity kappa,property_metric,18,170.36142267931382
dimensionless figure merit zt,material_system,18,170.36142267931382
high ionic seebeck coefficient,property_metric,18,170.36142267931382
layer adsorption reaction silar,material_system,18,170.36142267931382
x ray photoelectron,characterization_method,20,167.35891892260437
ionic thermoelectric performance,material_system,20,167.35891892260437
redox pair,material_system,23,166.98304330262133
semiconducting behavior,material_system,23,166.98304330262133
seebeck coefficient power factor,property_metric,17,162.42880379978754
temperature degrees,material_system,22,160.97132634140073
ionic bond,material_system,22,160.97132634140073
ionic/covalent bonding,material_system,22,160.97132634140073
ionic nature,material_system,22,160.97132634140073
electrode materials,material_system,22,160.97132634140073
eutectic solvent,material_system,22,160.97132634140073
water molecules,material_system,22,160.97132634140073
wide temperature,material_system,22,160.97132634140073
pedot:pss film,material_system,22,160.97132634140073
thermogalvanic cells tgcs,material_system,19,160.38149265530296
microscopy scanning electron microscopy,characterization_method,19,160.38149265530296
layer adsorption reaction,material_system,19,160.38149265530296
successive ionic layer,material_system,19,160.38149265530296
ionic thermoelectric devices,material_system,19,160.38149265530296
adsorption reaction silar,material_system,19,160.38149265530296
ionic layer adsorption,material_system,19,160.38149265530296
styrene sulfonate pedot,material_system,19,160.38149265530296
styrene sulfonate pedot:pss,material_system,19,160.38149265530296
ionic figure merit,material_system,19,160.38149265530296
ionic thermoelectric material,material_system,19,160.38149265530296
dimensionless figure,material_system,21,154.8990972233204
temperature sensing,device_function,21,154.8990972233204
high-temperature thermoelectric,material_system,21,154.8990972233204
transition temperature,material_system,21,154.8990972233204
polymer network,material_system,21,154.8990972233204
raman spectroscopy,characterization_method,21,154.8990972233204
dielectric function,material_system,21,154.8990972233204
temperature coefficient,material_system,21,154.8990972233204
rational design,material_system,21,154.8990972233204
formation energy,material_system,21,154.8990972233204
conductivity thermal conductivity,property_metric,21,154.8990972233204
thermoelectric systems,material_system,21,154.8990972233204
chemical composition,material_system,21,154.8990972233204
electrical transport property,material_system,18,153.32528041138247
power density mu,property_metric,18,153.32528041138247
electrical conductivity thermal,property_metric,18,153.32528041138247
seebeck coefficient low,property_metric,18,153.32528041138247
transmission electron microscopy,characterization_method,18,153.32528041138247
ionic covalent bonding,material_system,18,153.32528041138247
electrical thermal transport,material_system,18,153.32528041138247
ionic thermoelectric property,material_system,18,153.32528041138247
high thermopower mv,property_metric,18,153.32528041138247
negative thermopower,property_metric,20,148.76348348675944
redox entropy,solvation_entropy,20,148.76348348675944
successive ionic,material_system,20,148.76348348675944
adsorption reaction,material_system,20,148.76348348675944
materials ionic,material_system,20,148.76348348675944
electron localization,material_system,20,148.76348348675944
thermopower ionic,property_metric,20,148.76348348675944
cells thermogalvanic,material_system,20,148.76348348675944
high ionic conductivity ms,property_metric,15,146.26410865592803
lattice thermal conductivity high,property_metric,15,146.26410865592803
reduce thermal conductivity,property_metric,17,146.1859234198088
ionic thermoelectric effect,material_system,17,146.1859234198088
seebeck coefficient thermal,property_metric,17,146.1859234198088
electrochemical impedance spectroscopy,characterization_method,17,146.1859234198088
value seebeck coefficient,property_metric,17,146.1859234198088
temperature range degrees,material_system,17,146.1859234198088
electron microscopy scanning electron microscopy,characterization_method,17,146.1859234198088
wide temperature range,material_system,17,146.1859234198088
reaction silar,material_system,19,142.56132680471376
liquid thermoelectric,material_system,19,142.56132680471376
seebeck response,property_metric,19,142.56132680471376
concentration gradient,material_system,19,142.56132680471376
elongation break,material_system,19,142.56132680471376
conductivity ionic,property_metric,19,142.56132680471376
conducting polymer,material_system,19,142.56132680471376
phase transitions,phase_or_species_transition,19,142.56132680471376
hole concentration,material_system,19,142.56132680471376
ambient conditions,material_system,19,142.56132680471376
temperature dependent,material_system,19,142.56132680471376
ionic layer,material_system,19,142.56132680471376
carrier transport,material_system,19,142.56132680471376
performance ionic,material_system,19,142.56132680471376
ionic figure,material_system,19,142.56132680471376
layer adsorption,material_system,19,142.56132680471376
electrical conductivity thermal conductivity,property_metric,16,138.95855338609647
temperature difference degrees,material_system,16,138.95855338609647
thermoelectric power generation,material_system,16,138.95855338609647
seebeck coefficient ionic,property_metric,16,138.95855338609647
ionic thermoelectric ite,material_system,16,138.95855338609647
ionic thermoelectric generator,material_system,16,138.95855338609647
lower thermal conductivity,property_metric,16,138.95855338609647
normalized power density,property_metric,16,138.95855338609647
high seebeck coefficient mv,property_metric,14,138.01906690540946
seebeck coefficient thermal conductivity,property_metric,14,138.01906690540946
temperatures degrees,material_system,18,136.28913814345105
semiconducting nature,material_system,18,136.28913814345105
principles investigation,material_system,18,136.28913814345105
carrier concentrations,material_system,18,136.28913814345105
energy applications,material_system,18,136.28913814345105
coefficient ionic,material_system,18,136.28913814345105
investigation structural,material_system,18,136.28913814345105
metal ions,material_system,18,136.28913814345105
