initial_concept_id,domain,label,source_mention_id,legacy_role,semantic_role,normalization_status,semantic_review_status
TG:P0225:initial_n2,TG,open circuit voltage,TG:P0225:n2,performance,,unmerged_initialization,not_reviewed
TG:P0225:initial_n3,TG,Seebeck coefficient,TG:P0225:n3,performance,,unmerged_initialization,not_reviewed
TG:P0144:initial_n1,TG,CuCl2 concentrations increase,TG:P0144:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0144:initial_n2,TG,thermogalvanic redox,TG:P0144:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0144:initial_n3,TG,thermodiffusion contribution,TG:P0144:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0144:initial_n4,TG,ion speciation,TG:P0144:n4,mechanism,,unmerged_initialization,not_reviewed
TG:P0020:initial_n1,TG,differences in hydration shell behavior between the oxidant and reductant,TG:P0020:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0020:initial_n2,TG,configurational) entropy difference,TG:P0020:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0020:initial_n3,TG,thermopower,TG:P0020:n3,performance,,unmerged_initialization,not_reviewed
TG:P0258:initial_n1,TG,mixing process of separate FeCl3 and FeCl2 electrolytes,TG:P0258:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0258:initial_n2,TG,degrade the complexes of Fe(H2O)5Cl(2)(+),TG:P0258:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0258:initial_n3,TG,ionic kinetics,TG:P0258:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0258:initial_n4,TG,redox solvation entropy,TG:P0258:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0258:initial_n5,TG,interaction of Fe3+ and water molecules,TG:P0258:n5,interaction,,unmerged_initialization,not_reviewed
TG:P0182:initial_n1,TG,synergistic chaotropic effect,TG:P0182:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0182:initial_n2,TG,strong hydrogen bonds,TG:P0182:n2,interaction,,unmerged_initialization,not_reviewed
TG:P0182:initial_n3,TG,polymers' entropic elasticity,TG:P0182:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0182:initial_n4,TG,entropy difference of thermogalvanic ions,TG:P0182:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0250:initial_n1,TG,Acetonitrile,TG:P0250:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0250:initial_n2,TG,selectively pair with the reduced metal ion only,TG:P0250:n2,interaction,,unmerged_initialization,not_reviewed
TG:P0250:initial_n3,TG,water structure,TG:P0250:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0078:initial_n1,TG,hydrogel chains,TG:P0078:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0078:initial_n2,TG,first solvation shell,TG:P0078:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0078:initial_n3,TG,radial distribution of coordinating water molecules,TG:P0078:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0078:initial_n4,TG,dipole orientation disorder,TG:P0078:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0078:initial_n5,TG,configurational disparity between oxidized and reduced species,TG:P0078:n5,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0082:initial_n1,TG,deformation,TG:P0082:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0082:initial_n2,TG,interfacial resistance gating,TG:P0082:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0082:initial_n3,TG,resistance barrier,TG:P0082:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0082:initial_n4,TG,thermoelectric current,TG:P0082:n4,performance,,unmerged_initialization,not_reviewed
TG:P0139:initial_n1,TG,strong chaotropic salts,TG:P0139:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0139:initial_n2,TG,modify the solvation shells of ions,TG:P0139:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0139:initial_n3,TG,thermopower of the p-type redox couple,TG:P0139:n3,performance,,unmerged_initialization,not_reviewed
TG:P0139:initial_n4,TG,Arrhenius acid,TG:P0139:n4,material_strategy,,unmerged_initialization,not_reviewed
TG:P0139:initial_n5,TG,deprotonation of the n-type redox couple Fe3+/Fe2+,TG:P0139:n5,mechanism,,unmerged_initialization,not_reviewed
TG:P0139:initial_n6,TG,Liquid metal electrodes,TG:P0139:n6,material_strategy,,unmerged_initialization,not_reviewed
TG:P0139:initial_n7,TG,hydrogen bonding with hydrogel surfaces,TG:P0139:n7,interaction,,unmerged_initialization,not_reviewed
TG:P0139:initial_n8,TG,resistance of thermocells,TG:P0139:n8,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0032:initial_n1,TG,optimized thermopower,TG:P0032:n1,performance,,unmerged_initialization,not_reviewed
TG:P0032:initial_n2,TG,highly reversible electrode reaction process,TG:P0032:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0032:initial_n3,TG,sensing performance,TG:P0032:n3,performance,,unmerged_initialization,not_reviewed
TG:P0032:initial_n4,TG,ethylene glycol solvent exchange,TG:P0032:n4,material_strategy,,unmerged_initialization,not_reviewed
TG:P0032:initial_n5,TG,thermopower retention,TG:P0032:n5,performance,,unmerged_initialization,not_reviewed
TG:P0032:initial_n6,TG,wide operational temperature range,TG:P0032:n6,performance,,unmerged_initialization,not_reviewed
TG:P0246:initial_n1,TG,water containing DES,TG:P0246:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0246:initial_n2,TG,solvent shell structure of redox couple,TG:P0246:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0246:initial_n3,TG,operation temperature range,TG:P0246:n3,performance,,unmerged_initialization,not_reviewed
TG:P0246:initial_n4,TG,appropriate amount of water,TG:P0246:n4,material_strategy,,unmerged_initialization,not_reviewed
TG:P0246:initial_n5,TG,solubility of [Fe(CN)6]3-/4-,TG:P0246:n5,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0246:initial_n6,TG,eutectic properties of DES,TG:P0246:n6,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0113:initial_n1,TG,conducting polymer thickness/multilayer,TG:P0113:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0113:initial_n2,TG,power,TG:P0113:n2,performance,,unmerged_initialization,not_reviewed
TG:P0090:initial_n1,TG,guanidinium and urea,TG:P0090:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0090:initial_n2,TG,entropy difference of the redox couple,TG:P0090:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0090:initial_n3,TG,Seebeck effect,TG:P0090:n3,performance,,unmerged_initialization,not_reviewed
TG:P0217:initial_n1,TG,thermocells electrically parallel and/or in series,TG:P0217:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0217:initial_n2,TG,current and potential,TG:P0217:n2,performance,,unmerged_initialization,not_reviewed
TG:P0115:initial_n1,TG,two LiCoO2/Li cells were separately cycled between two temperatures,TG:P0115:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0115:initial_n2,TG,energy conversion,TG:P0115:n2,performance,,unmerged_initialization,not_reviewed
TG:P0115:initial_n3,TG,efficiency,TG:P0115:n3,performance,,unmerged_initialization,not_reviewed
TG:P0115:initial_n4,TG,peak output power,TG:P0115:n4,performance,,unmerged_initialization,not_reviewed
TG:P0249:initial_n1,TG,incorporating electroactive polymers within hydrogels,TG:P0249:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0249:initial_n2,TG,interact discriminately with one type of ion via redox and binding mechanisms,TG:P0249:n2,interaction,,unmerged_initialization,not_reviewed
TG:P0249:initial_n3,TG,ion transport can be unipolar,TG:P0249:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0249:initial_n4,TG,counterions mobile,TG:P0249:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0047:initial_n1,TG,redox ions,TG:P0047:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0047:initial_n2,TG,heat-to-electricity conversion,TG:P0047:n2,performance,,unmerged_initialization,not_reviewed
TG:P0047:initial_n3,TG,ionic crosslinks,TG:P0047:n3,interaction,,unmerged_initialization,not_reviewed
TG:P0047:initial_n4,TG,dual-crosslinked structure,TG:P0047:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0047:initial_n5,TG,reversible bonds,TG:P0047:n5,interaction,,unmerged_initialization,not_reviewed
TG:P0047:initial_n6,TG,energy dissipation,TG:P0047:n6,mechanism,,unmerged_initialization,not_reviewed
TG:P0264:initial_n1,TG,DES,TG:P0264:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0264:initial_n2,TG,asymmetrically solvates the [Fe(CN)6]3-/4- redox couple,TG:P0264:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0264:initial_n3,TG,solvation entropy difference,TG:P0264:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0264:initial_n4,TG,thermopower,TG:P0264:n4,performance,,unmerged_initialization,not_reviewed
TG:P0060:initial_n1,TG,Soret effect,TG:P0060:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0060:initial_n2,TG,Seebeck effect,TG:P0060:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0101:initial_n1,TG,microchannel concept,TG:P0101:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0101:initial_n2,TG,thin thermal boundary layer,TG:P0101:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0101:initial_n3,TG,cooling efficiency,TG:P0101:n3,performance,,unmerged_initialization,not_reviewed
TG:P0101:initial_n4,TG,interelectrode temperature difference,TG:P0101:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0001:initial_n1,TG,TGC dressing,TG:P0001:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0001:initial_n2,TG,exogenous electric field,TG:P0001:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0001:initial_n3,TG,wound healing,TG:P0001:n3,performance,,unmerged_initialization,not_reviewed
TG:P0002:initial_n1,TG,weak Fe2+/3+-ClO4- interactions,TG:P0002:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0002:initial_n2,TG,selective association between Fe2+ and nitrile solvents,TG:P0002:n2,interaction,,unmerged_initialization,not_reviewed
TG:P0002:initial_n3,TG,entropy change available for electrochemical refrigeration,TG:P0002:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0004:initial_n1,TG,formation of Li+(H2O)n hydration structure,TG:P0004:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0004:initial_n2,TG,anti-freezing,TG:P0004:n2,performance,,unmerged_initialization,not_reviewed
TG:P0004:initial_n3,TG,non-drying performance,TG:P0004:n3,performance,,unmerged_initialization,not_reviewed
TG:P0005:initial_n1,TG,chaotropic effect,TG:P0005:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0005:initial_n2,TG,Seebeck coefficient,TG:P0005:n2,performance,,unmerged_initialization,not_reviewed
TG:P0005:initial_n3,TG,radiative cooling structure,TG:P0005:n3,material_strategy,,unmerged_initialization,not_reviewed
TG:P0005:initial_n4,TG,self-supplying temperature difference,TG:P0005:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0005:initial_n5,TG,all-weather power generation,TG:P0005:n5,performance,,unmerged_initialization,not_reviewed
TG:P0006:initial_n1,TG,thermosensitive-crystallization,TG:P0006:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0006:initial_n2,TG,salting-out effect,TG:P0006:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0006:initial_n3,TG,ion-transport highway,TG:P0006:n3,material_strategy,,unmerged_initialization,not_reviewed
TG:P0006:initial_n4,TG,eta(r),TG:P0006:n4,performance,,unmerged_initialization,not_reviewed
TG:P0006:initial_n5,TG,mechanical strength,TG:P0006:n5,performance,,unmerged_initialization,not_reviewed
TG:P0007:initial_n1,TG,micropatterned and gradient structure strategy,TG:P0007:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0007:initial_n2,TG,sensitivity,TG:P0007:n2,performance,,unmerged_initialization,not_reviewed
TG:P0008:initial_n1,TG,incorporation of zwitterions,TG:P0008:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0008:initial_n2,TG,resistance of the hydrogel to dehydration and low temperatures,TG:P0008:n2,performance,,unmerged_initialization,not_reviewed
TG:P0009:initial_n1,TG,in situ photocatalytically enhanced redox reaction,TG:P0009:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0009:initial_n2,TG,continuous concentration gradient of redox ions,TG:P0009:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0009:initial_n3,TG,thermopower,TG:P0009:n3,performance,,unmerged_initialization,not_reviewed
TG:P0009:initial_n4,TG,hydrogen production rate,TG:P0009:n4,performance,,unmerged_initialization,not_reviewed
TG:P0010:initial_n1,TG,spontaneous water evaporation,TG:P0010:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0010:initial_n2,TG,electrolyte concentration distribution,TG:P0010:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0010:initial_n3,TG,cold-end temperature,TG:P0010:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0011:initial_n1,TG,incorporating a cationic pair into a cationic electroactive network (CN),TG:P0011:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0011:initial_n2,TG,movement of redox pairs,TG:P0011:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0011:initial_n3,TG,current density,TG:P0011:n3,performance,,unmerged_initialization,not_reviewed
TG:P0011:initial_n4,TG,power density output,TG:P0011:n4,performance,,unmerged_initialization,not_reviewed
TG:P0012:initial_n1,TG,thermoelectricity,TG:P0012:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0012:initial_n2,TG,active piezoresistivity,TG:P0012:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0012:initial_n3,TG,transduction of dynamic gestures into detectable electrical signals,TG:P0012:n3,performance,,unmerged_initialization,not_reviewed
TG:P0013:initial_n1,TG,"hydrogen bonds among phytic acid, glycerol, and water",TG:P0013:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0013:initial_n2,TG,electrical performance,TG:P0013:n2,performance,,unmerged_initialization,not_reviewed
TG:P0013:initial_n3,TG,environmental stability,TG:P0013:n3,performance,,unmerged_initialization,not_reviewed
TG:P0014:initial_n1,TG,electrostatic interactions between the PEDOT:PSS matrix and the Fe2+/3+ ions,TG:P0014:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0014:initial_n2,TG,liberation of ClO4- ions,TG:P0014:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0014:initial_n3,TG,thermodiffusion,TG:P0014:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0014:initial_n4,TG,ionic conductivity,TG:P0014:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0016:initial_n1,TG,"lithium magnesium silicate, Gdm+ and lithium bromide",TG:P0016:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0016:initial_n2,TG,interconnected porous structure of the gel,TG:P0016:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0016:initial_n3,TG,thermopower,TG:P0016:n3,performance,,unmerged_initialization,not_reviewed
TG:P0017:initial_n1,TG,hydrogen bonding between solvent molecules,TG:P0017:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0017:initial_n2,TG,retains over 90 % of its moisture after 14 days,TG:P0017:n2,performance,,unmerged_initialization,not_reviewed
TG:P0018:initial_n1,TG,ethanol,TG:P0018:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0018:initial_n2,TG,concentration gradient,TG:P0018:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0018:initial_n3,TG,solvation structure,TG:P0018:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0018:initial_n4,TG,temperature coefficient of [Fe(CN)6]3-/4-,TG:P0018:n4,performance,,unmerged_initialization,not_reviewed
TG:P0018:initial_n5,TG,thermoelectric power and efficiency,TG:P0018:n5,performance,,unmerged_initialization,not_reviewed
TG:P0022:initial_n1,TG,"electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+",TG:P0022:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0022:initial_n2,TG,reaction entropy change,TG:P0022:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0022:initial_n3,TG,temperature coefficient (alpha),TG:P0022:n3,performance,,unmerged_initialization,not_reviewed
TG:P0024:initial_n1,TG,integrating thermally sensitive enhanced TGCs with spectrally selective solar absorbers,TG:P0024:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0024:initial_n2,TG,generates electricity from sunlight,TG:P0024:n2,performance,,unmerged_initialization,not_reviewed
TG:P0025:initial_n1,TG,low FA concentrations,TG:P0025:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0025:initial_n2,TG,desolvation of redox ions,TG:P0025:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0025:initial_n3,TG,reaction kinetics,TG:P0025:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0025:initial_n4,TG,short-circuit current density,TG:P0025:n4,performance,,unmerged_initialization,not_reviewed
TG:P0025:initial_n5,TG,stabilizer for water,TG:P0025:n5,mechanism,,unmerged_initialization,not_reviewed
TG:P0025:initial_n6,TG,activation energy of the redox reaction,TG:P0025:n6,physical_consequence,,unmerged_initialization,not_reviewed
