concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,0.7166036367416382,4,3,3,4,12,27,12,27,0.4444444444444444,5,7,12,0.0,1.6666666666666667,20,27,0,0.0,0.0,12,1,1,1,0,0,1,6,1,7,1,2019,2020-2020,0
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,0.18714967370033264,3,7,3,7,27,31,27,31,0.8709677419354839,7,13,20,1.6666666666666667,1.6666666666666667,27,16,1,0.1111111111111111,0.9102392266268373,21,1,1,0,0,0,1,1,2,3,1,2019,2020-2020,0
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,0.8135492205619812,3,3,3,3,27,8,8,27,0.2962962962962963,7,2,9,1.6666666666666667,0.6666666666666666,27,26,1,0.2,0.5138983423697507,9,1,1,1,0,0,1,1,0,1,0,2019,2020-2020,0
C3002C089A5,C8AD5B453CC,ionic thermodiffusion (Soret effect),ion diffusion,transport_mechanism,transport_mechanism,0.5854768753051758,8,5,5,8,16,7,7,16,0.4375,9,3,12,2.3333333333333335,0.3333333333333333,20,20,1,0.08333333333333333,0.9102392266268373,40,1,1,1,0,0,1,8,0,8,0,2019,2020-2020,0
C3002C089A5,CC5968B917E,ionic thermodiffusion (Soret effect),convection and mass transport,transport_mechanism,transport_mechanism,0.32778722047805786,8,3,3,8,16,6,6,16,0.375,9,1,10,2.3333333333333335,-0.3333333333333333,20,20,1,0.1,0.6213349345596119,24,1,1,1,0,0,1,8,9,17,1,2019,2020-2020,0
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.31740042567253113,8,2,2,8,16,6,6,16,0.375,9,4,13,2.3333333333333335,1.0,20,6,0,0.0,0.0,16,1,1,0,0,0,1,8,4,12,1,2019,2020-2020,0
C3002C089A5,CF4A6A0344F,ionic thermodiffusion (Soret effect),ion migration,transport_mechanism,transport_mechanism,0.555216372013092,8,3,3,8,16,8,8,16,0.5,9,2,11,2.3333333333333335,0.6666666666666666,20,26,0,0.0,0.0,24,1,1,1,0,0,1,8,0,8,0,2019,2020-2020,0
C3002C089A5,CFBB5A400A1,ionic thermodiffusion (Soret effect),cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.6451854705810547,8,1,1,8,16,2,2,16,0.125,9,1,10,2.3333333333333335,0.0,20,3,0,0.0,0.0,8,1,1,1,0,0,1,8,0,8,0,2019,2020-2020,0
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,0.10874047875404358,4,7,4,7,12,31,12,31,0.3870967741935484,5,13,18,1.0,1.6666666666666667,25,16,1,0.1,0.9102392266268373,28,1,1,0,0,0,1,7,2,9,1,2019,2020-2020,0
C45C8AAD12E,CD486BA800F,charge-transfer resistance engineering,host-guest complexation,electrode_interface,solvation_entropy,0.25217893719673157,4,2,2,4,12,2,2,12,0.16666666666666666,5,0,5,1.0,0.0,25,16,1,0.2,0.9102392266268373,8,1,1,0,0,0,1,7,2,9,1,2019,2020-2020,0
C78D65254F9,CBFAB31D6E6,phase transition,electrostatic interaction,phase_or_species_transition,solvation_entropy,0.20959270000457764,7,2,2,7,31,3,3,31,0.0967741935483871,13,1,14,1.6666666666666667,-0.3333333333333333,16,4,0,0.0,0.0,14,1,1,0,0,0,1,2,1,3,1,2019,2020-2020,0
C78D65254F9,CC3BA67827F,phase transition,ionic-electronic coupling,phase_or_species_transition,transport_mechanism,0.14667001366615295,7,4,4,7,31,16,16,31,0.5161290322580645,13,4,17,1.6666666666666667,0.6666666666666666,16,26,1,0.1,0.5581106265512472,28,1,1,0,0,0,1,2,0,2,0,2019,2020-2020,0
C78D65254F9,CE4B0E242E7,phase transition,interfacial charge transfer,phase_or_species_transition,electrode_interface,0.15270546078681946,7,3,3,7,31,13,13,31,0.41935483870967744,13,4,17,1.6666666666666667,0.6666666666666666,16,26,1,0.1111111111111111,0.7213475204444817,21,1,1,0,0,0,1,2,5,7,1,2019,2020-2020,0
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,0.19312822818756104,7,3,3,7,31,8,8,31,0.25806451612903225,13,2,15,1.6666666666666667,0.6666666666666666,16,26,1,0.1111111111111111,0.9102392266268373,21,1,1,0,0,0,1,2,0,2,0,2019,2020-2020,0
C7932B1CE8C,CC028ABF9C6,chaotropic polymer-water disruption,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,0.45773017406463623,5,4,4,5,2,8,2,8,0.25,2,4,6,0.6666666666666666,1.0,1,12,2,0.2857142857142857,1.631586747071319,20,1,1,1,0,0,1,1,3,4,1,2019,2020-2020,0
C7932B1CE8C,CE6FC512ED2,chaotropic polymer-water disruption,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.4072316586971283,5,4,4,5,2,2,2,2,1.0,2,2,4,0.6666666666666666,0.6666666666666666,1,0,2,0.2857142857142857,1.631586747071319,20,1,1,1,0,0,1,1,0,1,0,2019,2020-2020,0
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.020748447626829147,5,4,4,5,7,8,7,8,0.875,3,4,7,0.3333333333333333,1.0,20,12,1,0.125,0.7213475204444817,20,1,1,0,0,0,1,0,3,3,0,2019,2020-2020,0
C8AD5B453CC,CC5968B917E,ion diffusion,convection and mass transport,transport_mechanism,transport_mechanism,0.5085238218307495,5,3,3,5,7,6,6,7,0.8571428571428571,3,1,4,0.3333333333333333,-0.3333333333333333,20,20,1,0.14285714285714285,0.48089834696298783,15,1,1,1,0,0,1,0,9,9,0,2019,2020-2020,0
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.12796111404895782,5,4,4,5,7,2,2,7,0.2857142857142857,3,2,5,0.3333333333333333,0.6666666666666666,20,0,1,0.125,0.7213475204444817,20,1,1,0,0,0,1,0,0,0,0,2019,2020-2020,0
CBFAB31D6E6,CEA29EF1A99,electrostatic interaction,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,0.028140723705291748,2,2,2,2,3,6,3,6,0.5,1,4,5,-0.3333333333333333,1.0,4,6,0,0.0,0.0,4,1,1,0,0,0,1,1,4,5,1,2019,2020-2020,0
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.4400594234466553,4,4,4,4,8,2,2,8,0.25,4,2,6,1.0,0.6666666666666666,12,0,3,0.6,2.152909095746061,16,1,1,1,0,0,1,3,0,3,0,2019,2020-2020,0
CC3BA67827F,CC5968B917E,ionic-electronic coupling,convection and mass transport,transport_mechanism,transport_mechanism,0.39798370003700256,4,3,3,4,16,6,6,16,0.375,4,1,5,0.6666666666666666,-0.3333333333333333,26,20,0,0.0,0.0,12,1,1,1,0,0,1,0,9,9,0,2019,2020-2020,0
CD486BA800F,CE4B0E242E7,host-guest complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2608962059020996,2,3,2,3,2,13,2,13,0.15384615384615385,0,4,4,0.0,0.6666666666666666,16,26,1,0.25,0.7213475204444817,6,1,1,0,0,0,1,2,5,7,1,2019,2020-2020,0
C08389FD6C6,C188B56F6F1,moisture-gradient ion transport,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,0.6888046860694885,7,7,7,7,15,14,14,15,0.9333333333333333,9,5,14,2.0,-0.3333333333333333,18,21,2,0.16666666666666666,1.013230239864666,49,1,1,1,0,0,1,2,6,8,1,2020,2021-2021,0
C08389FD6C6,C78D65254F9,moisture-gradient ion transport,phase transition,transport_mechanism,phase_or_species_transition,0.15616030991077423,7,9,7,9,15,38,15,38,0.39473684210526316,9,17,26,2.0,2.3333333333333335,18,17,1,0.06666666666666667,0.5581106265512472,63,1,1,0,0,0,1,2,3,5,1,2020,2021-2021,0
C08389FD6C6,C8AD5B453CC,moisture-gradient ion transport,ion diffusion,transport_mechanism,transport_mechanism,0.7253009080886841,7,9,7,9,15,10,10,15,0.6666666666666666,9,5,14,2.0,1.0,18,21,3,0.23076923076923078,1.5063034508242497,63,1,1,1,0,0,1,2,1,3,1,2020,2021-2021,1
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,0.6929123401641846,7,6,6,7,15,2,2,15,0.13333333333333333,9,2,11,2.0,0.6666666666666666,18,1,3,0.3,1.5271285822344165,42,1,1,1,0,0,1,2,0,2,0,2020,2021-2021,0
C08389FD6C6,CC3BA67827F,moisture-gradient ion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5647144317626953,7,6,6,7,15,19,15,19,0.7894736842105263,9,6,15,2.0,1.3333333333333333,18,27,2,0.18181818181818182,1.013230239864666,42,1,1,1,0,0,1,2,0,2,0,2020,2021-2021,0
C10C4FF4B6C,C7932B1CE8C,hydrogen bonding,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,0.21944090723991394,3,5,3,5,5,2,2,5,0.4,1,2,3,0.0,0.6666666666666666,16,2,2,0.3333333333333333,1.4426950408889634,15,1,1,0,0,0,1,0,1,1,0,2020,2021-2021,1
C10C4FF4B6C,CC028ABF9C6,hydrogen bonding,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,0.1945808231830597,3,4,3,4,5,8,5,8,0.625,1,3,4,0.0,0.3333333333333333,16,13,2,0.4,1.3426824550040934,12,1,1,0,0,0,1,0,3,3,0,2020,2021-2021,1
C10C4FF4B6C,CE6FC512ED2,hydrogen bonding,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.24640542268753052,3,4,3,4,5,2,2,5,0.4,1,2,3,0.0,0.6666666666666666,16,1,2,0.4,1.3426824550040934,12,1,1,0,0,0,1,0,0,0,0,2020,2021-2021,0
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,0.7166036367416382,7,3,3,7,14,30,14,30,0.4666666666666667,5,7,12,-0.3333333333333333,0.6666666666666666,21,28,0,0.0,0.0,21,1,1,1,0,0,1,6,1,7,1,2020,2021-2021,0
C188B56F6F1,C539540C36B,ion-selectivity membrane transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6920440196990967,7,4,4,7,14,2,2,14,0.14285714285714285,5,2,7,-0.3333333333333333,0.6666666666666666,21,2,3,0.375,1.7345777603091475,28,1,1,1,0,0,1,6,0,6,0,2020,2021-2021,0
C188B56F6F1,C8AD5B453CC,ion-selectivity membrane transport,ion diffusion,transport_mechanism,transport_mechanism,0.7644132375717163,7,9,7,9,14,10,10,14,0.7142857142857143,5,5,10,-0.3333333333333333,1.0,21,21,4,0.3333333333333333,2.5147040098099613,63,1,1,1,0,0,1,6,1,7,1,2020,2021-2021,0
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,0.8086342811584473,7,6,6,7,14,2,2,14,0.14285714285714285,5,2,7,-0.3333333333333333,0.6666666666666666,21,1,4,0.4444444444444444,2.411712996572133,42,1,1,1,0,0,1,6,0,6,0,2020,2021-2021,0
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,0.18714967370033264,3,9,3,9,30,38,30,38,0.7894736842105263,7,17,24,0.6666666666666666,2.3333333333333335,28,17,1,0.09090909090909091,0.7213475204444817,27,1,1,0,0,0,1,1,3,4,1,2020,2021-2021,0
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,0.8135492205619812,3,4,3,4,30,10,10,30,0.3333333333333333,7,4,11,0.6666666666666666,1.3333333333333333,28,27,1,0.16666666666666666,0.45511961331341866,12,1,1,1,0,0,1,1,0,1,0,2020,2021-2021,0
C3002C089A5,C41DA9D5B12,ionic thermodiffusion (Soret effect),convection-resolved resistance decomposition,transport_mechanism,transport_mechanism,0.3908458650112152,10,2,2,10,20,2,2,20,0.1,11,1,12,2.3333333333333335,0.3333333333333333,21,7,0,0.0,0.0,20,1,1,1,0,0,1,10,1,11,1,2020,2021-2021,0
C3002C089A5,C8AD5B453CC,ionic thermodiffusion (Soret effect),ion diffusion,transport_mechanism,transport_mechanism,0.5854768753051758,10,9,9,10,20,10,10,20,0.5,11,5,16,2.3333333333333335,1.0,21,21,2,0.11764705882352941,1.2352458628142324,90,1,1,1,0,0,1,10,1,11,1,2020,2021-2021,1
C3002C089A5,CC5968B917E,ionic thermodiffusion (Soret effect),convection and mass transport,transport_mechanism,transport_mechanism,0.32778722047805786,10,4,4,10,20,7,7,20,0.35,11,2,13,2.3333333333333335,0.3333333333333333,21,21,1,0.07692307692307693,0.45511961331341866,40,1,1,1,0,0,1,10,9,19,1,2020,2021-2021,0
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.31740042567253113,10,2,2,10,20,6,6,20,0.3,11,2,13,2.3333333333333335,-0.3333333333333333,21,7,0,0.0,0.0,20,1,1,0,0,0,1,10,4,14,1,2020,2021-2021,0
C3002C089A5,CF4A6A0344F,ionic thermodiffusion (Soret effect),ion migration,transport_mechanism,transport_mechanism,0.555216372013092,10,4,4,10,20,10,10,20,0.5,11,4,15,2.3333333333333335,1.3333333333333333,21,27,0,0.0,0.0,40,1,1,1,0,0,1,10,0,10,0,2020,2021-2021,0
C3002C089A5,CFBB5A400A1,ionic thermodiffusion (Soret effect),cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.6451854705810547,10,1,1,10,20,2,2,20,0.1,11,1,12,2.3333333333333335,0.0,21,4,0,0.0,0.0,10,1,1,1,0,0,1,10,0,10,0,2020,2021-2021,1
C41DA9D5B12,CB56BB4DDB0,convection-resolved resistance decomposition,carbon-electrode redox interface,transport_mechanism,electrode_interface,0.22548499703407288,2,1,1,2,2,4,2,4,0.5,1,2,3,0.3333333333333333,0.3333333333333333,7,7,0,0.0,0.0,2,1,1,0,0,0,1,1,5,6,1,2020,2021-2021,0
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,0.10874047875404358,4,9,4,9,13,38,13,38,0.34210526315789475,4,17,21,0.0,2.3333333333333335,26,17,1,0.08333333333333333,0.9102392266268373,36,1,1,0,0,0,1,7,3,10,1,2020,2021-2021,0
C45C8AAD12E,CD486BA800F,charge-transfer resistance engineering,host-guest complexation,electrode_interface,solvation_entropy,0.25217893719673157,4,2,2,4,13,2,2,13,0.15384615384615385,4,0,4,0.0,0.0,26,17,1,0.2,0.9102392266268373,8,1,1,0,0,0,1,7,2,9,1,2020,2021-2021,0
C539540C36B,C8AD5B453CC,nanochannel-confined ion transport,ion diffusion,transport_mechanism,transport_mechanism,0.737205445766449,4,9,4,9,2,10,2,10,0.2,2,5,7,0.6666666666666666,1.0,2,21,3,0.3,1.7933564893654796,36,1,1,1,0,0,1,0,1,1,0,2020,2021-2021,0
C539540C36B,C96681C9193,nanochannel-confined ion transport,ion channels,transport_mechanism,transport_mechanism,0.7451198101043701,4,6,4,6,2,2,2,2,1.0,2,2,4,0.6666666666666666,0.6666666666666666,2,1,3,0.42857142857142855,1.690365476127651,24,1,1,1,0,0,1,0,0,0,0,2020,2021-2021,0
C555F4672C1,C6C09287FDB,configurational-entropy modulation,high-entropy redox/ion coupling,phase_or_species_transition,solvation_entropy,0.6008002758026123,1,1,1,1,2,2,2,2,1.0,2,2,4,0.6666666666666666,0.6666666666666666,2,0,0,0.0,0.0,1,1,1,0,0,0,1,0,2,2,0,2020,2021-2021,0
C78D65254F9,CA8C62A4868,phase transition,redox reaction entropy,phase_or_species_transition,solvation_entropy,0.2062896490097046,9,5,5,9,38,4,4,38,0.10526315789473684,17,3,20,2.3333333333333335,1.0,17,6,0,0.0,0.0,45,1,1,0,0,0,1,3,8,11,1,2020,2021-2021,0
C78D65254F9,CBFAB31D6E6,phase transition,electrostatic interaction,phase_or_species_transition,solvation_entropy,0.20959270000457764,9,2,2,9,38,3,3,38,0.07894736842105263,17,1,18,2.3333333333333335,-0.3333333333333333,17,5,0,0.0,0.0,18,1,1,0,0,0,1,3,1,4,1,2020,2021-2021,0
C78D65254F9,CC3BA67827F,phase transition,ionic-electronic coupling,phase_or_species_transition,transport_mechanism,0.14667001366615295,9,6,6,9,38,19,19,38,0.5,17,6,23,2.3333333333333335,1.3333333333333333,17,27,3,0.25,1.9565933832587141,54,1,1,0,0,0,1,3,0,3,0,2020,2021-2021,0
C78D65254F9,CC5968B917E,phase transition,convection and mass transport,phase_or_species_transition,transport_mechanism,0.21482259035110474,9,4,4,9,38,7,7,38,0.18421052631578946,17,2,19,2.3333333333333335,0.3333333333333333,17,21,1,0.08333333333333333,0.5581106265512472,36,1,1,0,0,0,1,3,9,12,1,2020,2021-2021,0
C78D65254F9,CE4B0E242E7,phase transition,interfacial charge transfer,phase_or_species_transition,electrode_interface,0.15270546078681946,9,3,3,9,38,14,14,38,0.3684210526315789,17,3,20,2.3333333333333335,-0.3333333333333333,17,27,1,0.09090909090909091,0.7213475204444817,27,1,1,0,0,0,1,3,5,8,1,2020,2021-2021,0
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,0.19312822818756104,9,4,4,9,38,10,10,38,0.2631578947368421,17,4,21,2.3333333333333335,1.3333333333333333,17,27,2,0.18181818181818182,1.4683498531780845,36,1,1,0,0,0,1,3,0,3,0,2020,2021-2021,0
C7932B1CE8C,CC028ABF9C6,chaotropic polymer-water disruption,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,0.45773017406463623,5,4,4,5,2,8,2,8,0.25,2,3,5,0.6666666666666666,0.3333333333333333,2,13,2,0.2857142857142857,1.631586747071319,20,1,1,1,0,0,1,1,3,4,1,2020,2021-2021,1
C7932B1CE8C,CE6FC512ED2,chaotropic polymer-water disruption,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.4072316586971283,5,4,4,5,2,2,2,2,1.0,2,2,4,0.6666666666666666,0.6666666666666666,2,1,2,0.2857142857142857,1.631586747071319,20,1,1,1,0,0,1,1,0,1,0,2020,2021-2021,0
C8AD5B453CC,C96681C9193,ion diffusion,ion channels,transport_mechanism,transport_mechanism,0.7847216129302979,9,6,6,9,10,2,2,10,0.2,5,2,7,1.0,0.6666666666666666,21,1,4,0.36363636363636365,2.470491725628465,54,1,1,1,0,0,1,1,0,1,0,2020,2021-2021,0
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.020748447626829147,9,4,4,9,10,8,8,10,0.8,5,3,8,1.0,0.3333333333333333,21,13,1,0.08333333333333333,0.7213475204444817,36,1,1,0,0,0,1,1,3,4,1,2020,2021-2021,0
C8AD5B453CC,CC5968B917E,ion diffusion,convection and mass transport,transport_mechanism,transport_mechanism,0.5085238218307495,9,4,4,9,10,7,7,10,0.7,5,2,7,1.0,0.3333333333333333,21,21,1,0.08333333333333333,0.43429448190325176,36,1,1,1,0,0,1,1,9,10,1,2020,2021-2021,0
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.12796111404895782,9,4,4,9,10,2,2,10,0.2,5,2,7,1.0,0.6666666666666666,21,1,1,0.08333333333333333,0.7213475204444817,36,1,1,0,0,0,1,1,0,1,0,2020,2021-2021,0
C96681C9193,CC3BA67827F,ion channels,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.6440496444702148,6,6,6,6,2,19,2,19,0.10526315789473684,2,6,8,0.6666666666666666,1.3333333333333333,1,27,1,0.09090909090909091,0.5138983423697507,36,1,1,1,0,0,1,0,0,0,0,2020,2021-2021,0
CBFAB31D6E6,CEA29EF1A99,electrostatic interaction,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,0.028140723705291748,2,2,2,2,3,6,3,6,0.5,1,2,3,-0.3333333333333333,-0.3333333333333333,5,7,0,0.0,0.0,4,1,1,0,0,0,1,1,4,5,1,2020,2021-2021,0
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.4400594234466553,4,4,4,4,8,2,2,8,0.25,3,2,5,0.3333333333333333,0.6666666666666666,13,1,3,0.6,1.9866937744998678,16,1,1,1,0,0,1,3,0,3,0,2020,2021-2021,0
CC3BA67827F,CC5968B917E,ionic-electronic coupling,convection and mass transport,transport_mechanism,transport_mechanism,0.39798370003700256,6,4,4,6,19,7,7,19,0.3684210526315789,6,2,8,1.3333333333333333,0.3333333333333333,27,21,1,0.1111111111111111,0.45511961331341866,24,1,1,1,0,0,1,0,9,9,0,2020,2021-2021,0
CC3BA67827F,CF4A6A0344F,ionic-electronic coupling,ion migration,transport_mechanism,transport_mechanism,0.7222399711608887,6,4,4,6,19,10,10,19,0.5263157894736842,6,4,10,1.3333333333333333,1.3333333333333333,27,27,1,0.1111111111111111,0.45511961331341866,24,1,1,1,0,0,1,0,0,0,0,2020,2021-2021,0
CD486BA800F,CE4B0E242E7,host-guest complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2608962059020996,2,3,2,3,2,14,2,14,0.14285714285714285,0,3,3,0.0,-0.3333333333333333,17,27,1,0.25,0.7213475204444817,6,1,1,0,0,0,1,2,5,7,1,2020,2021-2021,0
C08389FD6C6,C188B56F6F1,moisture-gradient ion transport,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,0.6888046860694885,10,9,9,10,18,17,17,18,0.9444444444444444,12,6,18,3.0,0.0,19,22,4,0.26666666666666666,2.4288900841111762,90,1,1,1,0,0,1,4,9,13,1,2021,2022-2022,0
C08389FD6C6,C539540C36B,moisture-gradient ion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6501357555389404,10,6,6,10,18,3,3,18,0.16666666666666666,12,2,14,3.0,0.3333333333333333,19,3,4,0.3333333333333333,2.325899070873348,60,1,1,1,0,0,1,4,0,4,0,2021,2022-2022,0
C08389FD6C6,C78D65254F9,moisture-gradient ion transport,phase transition,transport_mechanism,phase_or_species_transition,0.15616030991077423,10,13,10,13,18,42,18,42,0.42857142857142855,12,17,29,3.0,2.3333333333333335,19,18,1,0.045454545454545456,0.45511961331341866,130,1,1,0,0,0,1,4,3,7,1,2021,2022-2022,0
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,0.6929123401641846,10,6,6,10,18,2,2,18,0.1111111111111111,12,2,14,3.0,0.6666666666666666,19,2,4,0.3333333333333333,1.8707794575599292,60,1,1,1,0,0,1,4,0,4,0,2021,2022-2022,0
C08389FD6C6,CC3BA67827F,moisture-gradient ion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5647144317626953,10,9,9,10,18,21,18,21,0.8571428571428571,12,7,19,3.0,1.3333333333333333,19,28,5,0.35714285714285715,2.3255544941598654,90,1,1,1,0,0,1,4,0,4,0,2021,2022-2022,0
C10C4FF4B6C,CE6FC512ED2,hydrogen bonding,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.24640542268753052,5,4,4,5,6,2,2,6,0.3333333333333333,2,2,4,0.3333333333333333,0.6666666666666666,17,2,2,0.2857142857142857,1.072008968920998,20,1,1,0,0,0,1,1,0,1,0,2021,2022-2022,1
C10D3798CF7,CF203EF8121,selective solvation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,0.6834225654602051,6,3,3,6,3,5,3,5,0.6,3,2,5,1.0,-0.3333333333333333,2,4,1,0.125,0.4170323914242463,18,1,1,1,0,0,1,5,2,7,1,2021,2022-2022,0
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,0.7166036367416382,9,3,3,9,17,32,17,32,0.53125,6,7,13,0.0,0.0,22,29,0,0.0,0.0,27,1,1,1,0,0,1,9,1,10,1,2021,2022-2022,0
C188B56F6F1,C539540C36B,ion-selectivity membrane transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6920440196990967,9,6,6,9,17,3,3,17,0.17647058823529413,6,2,8,0.0,0.3333333333333333,22,3,5,0.5,3.0264214599076626,54,1,1,1,0,0,1,9,0,9,0,2021,2022-2022,0
C188B56F6F1,C8AD5B453CC,ion-selectivity membrane transport,ion diffusion,transport_mechanism,transport_mechanism,0.7644132375717163,9,12,9,12,17,15,15,17,0.8823529411764706,6,9,15,0.0,2.0,22,22,5,0.3125,2.785761597819979,108,1,1,1,0,0,1,9,2,11,1,2021,2022-2022,0
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,0.8086342811584473,9,6,6,9,17,2,2,17,0.11764705882352941,6,2,8,0.0,0.6666666666666666,22,2,4,0.36363636363636365,2.116182233280825,54,1,1,1,0,0,1,9,0,9,0,2021,2022-2022,0
